_identifiers-1,_parent_digital_objects-1.identifier,_digital_object_type.string_key,note-1:note_type,note-1:note_value,note-2:note_type,note-2:note_value,title-1:title_non_sort_portion,title-1:title_sort_portion,omeka_identifier-1:omeka_identifier_value,location-1:location_term.value,location-1:location_term.uri,location-1:location_shelf_location-1.location_shelf_location_box_number,location-1:location_shelf_location-1.location_shelf_location_folder_number,location-1:location_shelf_location-1:location_shelf_location_free_text,clio_identifier-1:clio_identifier_value,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_key_date,date_created-1:date_created_type,language-1:language_term.value,language-1:language_term.uri,language-1:language_term.authority,language-2:language_term.value,language-2:language_term.uri,language-2:language_term.authority,place_of_origin-1:place_of_origin_value,collection-1:collection_term.value,collection-1:collection_term.uri,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level,internal_note-1:internal_note_value,genre-1:genre_term.value,genre-1:genre_term.uri,genre-1:genre_term.authority,type_of_resource-1:type_of_resource_value,type_of_resource-2:type_of_resource_value,form-1:form_term.value,form-1:form_term.uri,form-1:form_term.authority,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.uri,name-1:name_term.authority,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.uri,name-1:name_role-1.name_role_term.authority,name-1:name_usage_primary,name-2:name_term.value,name-2:name_term.name_type,name-2:name_term.uri,name-2:name_term.authority,name-2:name_role-2.name_role_term.value,name-2:name_role-2.name_role_term.uri,name-2:name_role-2.name_role_term.authority,object_in_context_url-1:object_in_context_url_value,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.uri,subject_name-1:subject_name_term.authority,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.uri,subject_name-2:subject_name.authority,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.uri,subject_title-1:subject_title_term.authority,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.uri,subject_topic-1:subject_topic_term.authority,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.uri,subject_topic-2:subject_topic_term.authority,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.uri,subject_geographic-1:subject_geographic_term.authority,digital_origin-1:digital_origin_value,use_and_reproduction-1:use_and_reproduction_value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,restriction_on_access-1:restriction_on_access_value,_project.string_key
rbml_global_1968_031_01,rbml_global_1968_031,asset,original filename,1968_031_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_031_01.jpg,,Cover,11582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/sncc,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_030,,item,,,,,The,"Student Voice, June 2, 1964",,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,306,SNCC,,,"June 2, 1964",1964-06-02,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,,"Group Research, Inc. Records",http://id.library.columbia.edu/term/5e341ab8-dea3-4b5c-90cb-f887a2e5cd80,"Series I: Topical Files, 1955-1996",series,1,,,,Aeon Slip No.: 133425,,,,text,,periodicals,http://vocab.getty.edu/aat/300026657,aat,"Student Voice, Inc.",corporate,http://id.loc.gov/authorities/names/no2014162434,naf,Publisher,http://id.loc.gov/vocabulary/relators/pbl,marcrelator,,,,,,,,,,Student Nonviolent Coordinating Committee (U.S.),corporate,http://id.loc.gov/authorities/names/n50010550,naf,,,,,,,,Student movements,http://id.worldcat.org/fast/1135954,fast,,,,United States,http://id.loc.gov/authorities/names/n78095330,naf,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_030_01,rbml_global_1968_030,asset,original filename,1968_030_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_030_01.jpg,,Cover,11581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/sncc,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_029,,item,,,,,,"New Left Notes, Sept. 11, 1967",,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,710,SDS,,,"Sept. 11, 1967",1967-09-11,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,,Records of the Non-Sectarian Anti-Nazi League to Champion Human Rights,http://id.library.columbia.edu/term/cc6293ec-733c-4cce-b9b8-6481c6de13d2,"Series X: Publications, 1924-1978",series,1,"Subseries X.1: General, 1924-1978",subseries,2,Aeon Slip No.: 133545,,,,text,,periodicals,http://vocab.getty.edu/aat/300026657,aat,Students for a Democratic Society (U.S.),corporate,http://id.loc.gov/authorities/names/n50010551,naf,Publisher,http://id.loc.gov/vocabulary/relators/pbl,marcrelator,,,,,,,,,,,,,,,,,,,,,College student newspapers and periodicals,http://id.worldcat.org/fast/867966,fast,Student movements,http://id.worldcat.org/fast/1135954,fast,United States,http://id.loc.gov/authorities/names/n78095330,naf,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_029_01,rbml_global_1968_029,asset,original filename,1968_029_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_029_01.jpg,,Cover,11580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_028,,item,,,,,,What is the S.D.S.,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,,,,,1962,1962,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,New York (N.Y.),,,,,,,,,Aeon Slip No.: 131586,,,,text,,correspondence,http://vocab.getty.edu/aat/300026877,aat,Students for a Democratic Society (U.S.),corporate,http://id.loc.gov/authorities/names/n50010551,naf,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,TRUE,,,,,,,,,Students for a Democratic Society (U.S.),corporate,http://id.loc.gov/authorities/names/n50010551,naf,,,,,,,,Student movements,http://id.worldcat.org/fast/1135954,fast,,,,United States,http://id.loc.gov/authorities/names/n78095330,naf,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_028_01,rbml_global_1968_028,asset,original filename,1968_028_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_028_01.jpg,,Page 1,11575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/sds,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_028_02,rbml_global_1968_028,asset,original filename,1968_028_02.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_028_02.jpg,,Page 2,11576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_028_03,rbml_global_1968_028,asset,original filename,1968_028_03.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_028_03.jpg,,Page 3,11577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_028_04,rbml_global_1968_028,asset,original filename,1968_028_04.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_028_04.jpg,,Page 4,11578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_028_05,rbml_global_1968_028,asset,original filename,1968_028_05.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_028_05.jpg,,Page 5,11579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_027,,item,,,,,,Students for a Democratic Society [pamphlet],,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,306,SDS,,,1964,1964,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,,"Group Research, Inc. Records",http://id.library.columbia.edu/term/5e341ab8-dea3-4b5c-90cb-f887a2e5cd80,"Series I: Topical Files, 1955-1996",series,1,,,,Aeon Slip No.: 133427,,,,text,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,Students for a Democratic Society (U.S.),corporate,http://id.loc.gov/authorities/names/n50010551,naf,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,TRUE,,,,,,,,,,,,,,,,,,,,Student movements,http://id.worldcat.org/fast/1135954,fast,,,,United States,http://id.loc.gov/authorities/names/n78095330,naf,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_027_01,rbml_global_1968_027,asset,original filename,1968_027_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_027_01.jpg,,Cover (folded),11572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/sds,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_027_02,rbml_global_1968_027,asset,original filename,1968_027_02.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_027_02.jpg,,Recto,11573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/sds,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_027_03,rbml_global_1968_027,asset,original filename,1968_027_03.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_027_03.jpg,,Verso,11574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/sds,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_026,,item,,,,,,"SDS Bulletin Vol. 4, No. 2",,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,4,F. SDS Newsletters,,,1965,1965,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,,Todd Gitlin Papers,http://id.library.columbia.edu/term/405d19f3-7767-4044-bfd0-63eeb76252db,,,,,,,Aeon Slip No.: 133535,,,,text,,periodicals,http://vocab.getty.edu/aat/300026657,aat,Students for a Democratic Society (U.S.),corporate,http://id.loc.gov/authorities/names/n50010551,naf,Publisher,http://id.loc.gov/vocabulary/relators/pbl,marcrelator,,,,,,,,,,,,,,,,,,,,,Student movements,http://id.worldcat.org/fast/1135954,fast,,,,United States,http://id.loc.gov/authorities/names/n78095330,naf,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_026_01,rbml_global_1968_026,asset,original filename,1968_026_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_026_01.jpg,,Cover,11571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/student_movement/sds,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_025,,item,,,,,,"Jet, Feb. 24, 1966",,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,21,F. 1,,,"Feb. 24, 1966",1966-02-24,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,,Constance Baker Motley Papers,http://id.library.columbia.edu/term/23577355-72f1-4282-ade6-7edddacd93a2,Series XI: Over-sized Documents,series,1,,,,Aeon Slip No.: 130495,,,,text,,periodicals,http://vocab.getty.edu/aat/300026657,aat,"Johnson Publishing Company (Chicago, Ill.)",corporate,http://id.loc.gov/authorities/names/no2012006071,naf,Publisher,http://id.loc.gov/vocabulary/relators/pbl,marcrelator,,,,,,,,,,,,,,,,,,,,,African American periodicals,http://id.worldcat.org/fast/799293,fast,African Americans,http://id.worldcat.org/fast/799558,fast,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_025_01,rbml_global_1968_025,asset,original filename,1968_025_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_025_01.jpg,,Cover,11570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/buy-black,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_024,,item,,,,,,"Jet, April 8, 1965",,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,21,F. 1,,,"April 8, 1965",1965-04-08,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,,Constance Baker Motley Papers,http://id.library.columbia.edu/term/23577355-72f1-4282-ade6-7edddacd93a2,Series XI: Over-sized Documents,series,1,,,,Aeon Slip No.: 130495,,,,text,,periodicals,http://vocab.getty.edu/aat/300026657,aat,"Johnson Publishing Company (Chicago, Ill.)",corporate,http://id.loc.gov/authorities/names/no2012006071,naf,Publisher,http://id.loc.gov/vocabulary/relators/pbl,marcrelator,,,,,,,,,,,,,,,,,,,,,African American periodicals,http://id.worldcat.org/fast/799293,fast,African Americans,http://id.worldcat.org/fast/799558,fast,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_024_01,rbml_global_1968_024,asset,original filename,1968_024_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_024_01.jpg,,Cover,11569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/buy-black,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_023,,item,,,,,,"Jet, Jan. 25, 1962",,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,21,F. 1,,,"Jan. 25, 1962",1962-01-25,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,,Constance Baker Motley Papers,http://id.library.columbia.edu/term/23577355-72f1-4282-ade6-7edddacd93a2,Series XI: Over-sized Documents,series,1,,,,Aeon Slip No.: 130495,,,,text,,periodicals,http://vocab.getty.edu/aat/300026657,aat,"Johnson Publishing Company (Chicago, Ill.)",corporate,http://id.loc.gov/authorities/names/no2012006071,naf,Publisher,http://id.loc.gov/vocabulary/relators/pbl,marcrelator,,,,,,,,,,,,,,,,,,,,,African American periodicals,http://id.worldcat.org/fast/799293,fast,African Americans,http://id.worldcat.org/fast/799558,fast,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_023_01,rbml_global_1968_023,asset,original filename,1968_023_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_023_01.jpg,,Cover,11568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/buy-black,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_022,,item,,,,,,"Whitney M. Young with Children in Hancock County, Alabama",,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,234,1979 SIFT,,,between 1960 and 1971?,1960,1971,TRUE,inferred,,,,,,,Hancock (Ala.),"Whitney M. Young, Jr. papers",http://id.library.columbia.edu/term/ad79bbb1-8a79-4c41-b502-d89e56cc8f96,Series VI: Printed material,series,1,,,,Aeon Slip No.: 130472,,,,still image,,photographs,http://vocab.getty.edu/aat/300046300,aat,National Urban League,corporate,http://id.loc.gov/authorities/names/n79063815,naf,Issuing body,http://id.loc.gov/vocabulary/relators/isb,marcrelator,,,,,,,,,,"Young, Whitney M.",personal,http://id.loc.gov/authorities/names/n50014602,naf,,,,,,,,Civil rights movements,http://id.worldcat.org/fast/862708,fast,Children,http://id.worldcat.org/fast/854835,fast,Hancock County (Ala.),http://id.loc.gov/authorities/names/no2005116868,naf,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_022_01,rbml_global_1968_022,asset,original filename,1968_022_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_022_01.jpg,,Recto,11566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/whitney_young,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_022_02,rbml_global_1968_022,asset,original filename,1968_022_02.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_022_02.jpg,,Verso,11567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_021,,item,,,,,,Whitney M. Young with Children in School Setting,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,234,1979 SIFT,,,between 1960 and 1971?,1960,1971,TRUE,inferred,,,,,,,,"Whitney M. Young, Jr. papers",http://id.library.columbia.edu/term/ad79bbb1-8a79-4c41-b502-d89e56cc8f96,Series VI: Printed material,series,1,,,,Aeon Slip No.: 130473,,,,still image,,photographs,http://vocab.getty.edu/aat/300046300,aat,National Urban League,corporate,http://id.loc.gov/authorities/names/n79063815,naf,Issuing body,http://id.loc.gov/vocabulary/relators/isb,marcrelator,,,,,,,,,,"Young, Whitney M.",personal,http://id.loc.gov/authorities/names/n50014602,naf,,,,,,,,Civil rights movements,http://id.worldcat.org/fast/862708,fast,Children,http://id.worldcat.org/fast/854835,fast,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_021_01,rbml_global_1968_021,asset,original filename,1968_021_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_021_01.jpg,,Whitney M. Young with Children in School Setting,11565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/whitney_young,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_020,,item,,,,,,"Whitney M. Young Visiting Gulf Coast Urban League Office, Gulfport, Mississippi",,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,234,Dup Pix,,,between 1960 and 1971?,1960,1971,TRUE,inferred,,,,,,,Gulfport (Miss.),"Whitney M. Young, Jr. papers",http://id.library.columbia.edu/term/ad79bbb1-8a79-4c41-b502-d89e56cc8f96,Series VI: Printed material,series,1,,,,Aeon Slip No.: 130475,,,,still image,,photographs,http://vocab.getty.edu/aat/300046300,aat,National Urban League,corporate,http://id.loc.gov/authorities/names/n79063815,naf,Issuing body,http://id.loc.gov/vocabulary/relators/isb,marcrelator,,,,,,,,,,"Young, Whitney M.",personal,http://id.loc.gov/authorities/names/n50014602,naf,National Urban League,corporate,http://id.loc.gov/authorities/names/n79063815,naf,,,,Civil rights movements,http://id.worldcat.org/fast/862708,fast,,,,Gulfport (Miss.),http://id.loc.gov/authorities/names/n82113811,naf,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_020_01,rbml_global_1968_020,asset,original filename,1968_020_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_020_01.jpg,,"Whitney M. Young Visiting Gulf Coast Urban League Office, Gulfport, Mississippi",11564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/whitney_young,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_019,,item,,,,,,Whitney M. Young Addressing National Urban League Meeting,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,234,1979 SIFT,,,between 1960 and 1971?,1960,1971,TRUE,inferred,,,,,,,,"Whitney M. Young, Jr. papers",http://id.library.columbia.edu/term/ad79bbb1-8a79-4c41-b502-d89e56cc8f96,Series VI: Printed material,series,1,,,,Aeon Slip No.: 130478,,,,still image,,photographs,http://vocab.getty.edu/aat/300046300,aat,National Urban League,corporate,http://id.loc.gov/authorities/names/n79063815,naf,Issuing body,http://id.loc.gov/vocabulary/relators/isb,marcrelator,,,,,,,,,,"Young, Whitney M.",personal,http://id.loc.gov/authorities/names/n50014602,naf,National Urban League,corporate,http://id.loc.gov/authorities/names/n79063815,naf,,,,Civil rights movements,http://id.worldcat.org/fast/862708,fast,,,,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_019_01,rbml_global_1968_019,asset,original filename,1968_019_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_019_01.jpg,,Whitney M. Young Addressing National Urban League Meeting,11563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/whitney_young,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_018,,item,,,,,,Buy Black,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,160,US Race Relations,,,1967,1967,,TRUE,,,,,,,,,New Leader Records,http://id.library.columbia.edu/term/c982c6e7-dc92-4aca-a344-5ca8e35283eb,"Series V: Artwork, 1928-2006, undated",series,1,"Subseries V. 3: Artwork--Oversized--by Subject, 1961-2006, undated",subseries,2,Aeon Slip No.: 130349,,,,still image,,drawings,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,gmgpc,,,,,,,,,,,,,,,,,,,,,,,,,,,,African American consumers,http://id.worldcat.org/fast/799120,fast,African American business enterprises,http://id.worldcat.org/fast/799060,fast,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_018_01,rbml_global_1968_018,asset,original filename,1968_018_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_018_01.jpg,,Buy Black,11562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/buy-black,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
rbml_global_1968_017,,item,,,,,,"Liberator, Vol. 6, No. 1",,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,131,11,,,January 1966,1966-01,,TRUE,,English,http://id.loc.gov/vocabulary/iso639-2/eng,iso639-2b,,,,New York (N.Y.),Amiri Baraka Papers,http://id.library.columbia.edu/term/e480292e-a298-4aa4-b2b0-65ce60323d30,"Series IX: Printed Material, 1961-2007",series,1,,,,Aeon Slip No.: 133859,,,,text,,periodicals,http://vocab.getty.edu/aat/300026657,aat,"Afro-American Research Institute (New York, N.Y.)",corporate,http://id.loc.gov/authorities/names/no88005732,naf,Publisher,http://id.loc.gov/vocabulary/relators/pbl,marcrelator,,,,,,,,,,"Baraka, Amiri, 1934-2014",personal,http://id.loc.gov/authorities/names/n79108930,naf,,,,,,,,African American periodicals,http://id.worldcat.org/fast/799293,fast,Blacks,http://id.worldcat.org/fast/833880,fast,,,,reformatted digital,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,
rbml_global_1968_017_01,rbml_global_1968_017,asset,original filename,1968_017_01.tif,filename,https://exhibitions-dev.library.columbia.edu/1968_017_01.jpg,,Front Cover,11561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,On-site Access,
