relatedItem_collection,name_primary,name_primary_type,name_primaryRelator,name_primaryRelator_authority,name_primaryRelator_authority_identifier,name_primary_authority,name_primary_authority_identifier,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,item - featured,item - public,identifier_clio,identifier_omeka,language,location_url_ObjectInContext,physicalLocation,note,note_filename 1,note_filename 2,digitalOrigin,form,form_originalFormat,place,relatedItem_Project,languageOfCataloging,subject_topic 1,subject_topic 2,subject_topic 3,title
Spanish children's drawings of the Civil War collection,"Duran Rumbau, María",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 12
|On facades:  BOUCHERI, TABAC|Colony: Centro Español, Cerbère, France",0,1,Drawing no: 30,8116,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/c_d/duran_rumbau,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 30.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/30.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works","This drawing shows boys playing ball in front of the plaza of Cerbère;  I am playing with my friends.|Este  dibujo representa delante de la plaza de Cerbèra niños que gugan con la pelota, yo con mis amigas estamos jugando.  "
Spanish children's drawings of the Civil War collection,"Terra, Berta",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 10
|Colony: Centro Español, Cerbère, France",0,1,Drawing no: 29,8115,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/s_v/terra_b,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 29.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/29.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works","My sister Antonia, my brother Antonio, my sister Anita, my father, the customs-guard, and I when we arrived at Cerbère.""|lo mi hermano Antonia; 2o hermano Antonio;  hermana Anita; 4o mi padre; 5o el aduanaro y 6o, yo, en el  momento de llegra a Cerbère.  "
Spanish children's drawings of the Civil War collection,"Terra, Berta",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 10
|On the facade: ""Duana"" (Customs House)|Colony: Centro Español, Cerbère, France",0,1,Drawing no: 28,8114,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/s_v/terra_b,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 28.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/28.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Duana|Customs House
Spanish children's drawings of the Civil War collection,"Terra, Antonia",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 13
|Colony: Centro Español, Cerbère, France",0,1,Drawing no: 27,8113,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere3,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 27.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/27.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",This drawing shows when the girls and I go from Spain to Cerbère.|Este dibujo representa cuando yo y las niñas vienen de españa y van a Cerbere.  
Spanish children's drawings of the Civil War collection,"Arribas Sanz, José",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Colony: Centro Español, Cerbère, France",0,1,Drawing no: 26,8112,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/a_b/arribas_sanz,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 26.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/26.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",This drawing shows my mother and I when we were on the way to Cerbère.|Este dibujo representa yo y mi mamá cuando nos ibamos a Cerbère.  
Spanish children's drawings of the Civil War collection,"Acosta Cepeda, Victoriano",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 13
|Stamp: Guardería Infantil de guerra ""Trabajadores de la enseñanza"" V.G.T.  Depicts a man buying a newspaper : 'El liberal'|Colony: Colonia de Lobosillo, Lobosillo, Spain",0,1,Drawing no: 25,8111,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/a_b/acosta_cepeda,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 25.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/25.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Drawing of a man buying a newspaper
Spanish children's drawings of the Civil War collection,"Barrera, Maruja",,,,,,,1936 1939,,inferred,between 1936 and 1939,Age 13,0,1,Drawing no: 24,8110,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/a_b/barrera,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 24.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/24.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Scene of my Evacuation|Escena de mi evacuación 
Spanish children's drawings of the Civil War collection,"Acín, Asunción",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 9|Colony: Colonia Escolar, Estadilla, Spain",0,1,Drawing no: 23,8109,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/a_b/acin,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 23.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/23.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Keeping a sick girl company.|Yciendole compañia a una nena questa enferma.  
Spanish children's drawings of the Civil War collection,"Comellas Ricart, Mercedes",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 13
|Colony: Centro Español, Cerbère, France ",0,1,Drawing no: 22,8108,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere1,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 22.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/22.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works","This scene shows the day of the evacuation when, as we were about to climb into the train, we saw an airplane that was already firing and we had to go to a shelter nearby.|Esta escena representa el día de la evacuación cuando al ir a subir al tren vimos a un avión que ya tiraba y tubimos de ir a un refugio de alli cerca.  "
Spanish children's drawings of the Civil War collection,"Casas Mares, Damian",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 9|Colony: Centro Español, Cerbère, France |Origin: Port-Bou",0,1,Drawing no: 21,8107,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere1,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 21.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/21.jpg,,,drawings,Still Image,Origin: Port-Bou,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",This drawing represents the train in which I came to Cerbère during the bombardment of Port-Bou.|Este dibujo representaa el tren que vine a Cerbère huyendo de los bombardeos de Port-Bou.  
Spanish children's drawings of the Civil War collection,"Casas Mares, Damian",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 9

|Colony: Centro Español, Cerbère, France |Origin: Port-Bou",0,1,Drawing no: 20,8106,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere1,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 20.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/20.jpg,,,drawings,Still Image,Origin: Port-Bou,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",This drawing represents the recreation hour in Cerbère.|Este dibujo representa la hora del recreo en Cerbère.  
Spanish children's drawings of the Civil War collection,"Gurrachaga, Benita",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 11
|On the reverse:  ""Mi vida antes de la guerre""  (My life before the war)|Colony: Masarrochos",0,1,Drawing no: 19,8105,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/e_g/gurrachaga,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 19.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/19.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Playing in the street|Jugando en la calle  
Spanish children's drawings of the Civil War collection,"Pedrell Espelt, Francisco",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 15
|Colony: Centro Español, Cerbère, France ",0,1,Drawing no: 18,8104,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/p_r/pedrell,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 18.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/18.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",The drawing shows two brothers who are friends of mine watching the train when I arrive at Cerbère on the day of my evacuation.|El dibujo representa dos hermanos compañeros miso que estan mirando el tren cuando yo vengo para Cerbère el dia de mi evacuación.  
Spanish children's drawings of the Civil War collection,"Rebolledo, Eusebio",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 13

|Colony: Bayonne, France|Origin: Irún, Guipuzcoa",0,1,Drawing no: 17,8103,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/p_r/rebolledo,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 17.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/17.jpg,,,drawings,Still Image,"Origin: Irún, Guipuzcoa",Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",This scene I have drawn shows me watching a handball game at the court;  the seated figure in the brown jacket is I.|Esta escena que yo he dibujado representa que yo estoy viendo jugar a la pelota en el fronton ese que esta sentado de chaqueta marron soy yo.  
Spanish children's drawings of the Civil War collection,"Diaz Luna, Manolo",,,,,,,1936 1939,,inferred,between 1936 and 1939,Age 12,0,1,Drawing no: 16,8102,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/c_d/diaz_luna,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 16.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/16.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Between the Orange Trees|Entre naranjos 
Spanish children's drawings of the Civil War collection,"Diaz Luna, Manolo",,,,,,,1936 1939,,inferred,between 1936 and 1939,Age 12,0,1,Drawing no: 15,8101,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/c_d/diaz_luna,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 15.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/15.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Fleeing from death|Huyendo de la muerte  
Spanish children's drawings of the Civil War collection,"Pascual Valladolid, Maria",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 14
|Depicts various trains (one says MURCIA - MADRID) and many figures waving goodbye|Colony: Colonia Lobosillo, Lobosillo, Spain",0,1,Drawing no: 14,8100,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/murcia,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 14.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/14.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Drawing of trains
Spanish children's drawings of the Civil War collection,"Pascual Valladolid, Maria",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 14
|Depicts interior scene with woman at sewing machine.  Stamp:  Guarderan infantil de guerra ""Trabajadores de la enseñanza"" V.G.T.|Colony: Colonia Lobosillo, Lobosillo, Spain",0,1,Drawing no: 13,8099,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/murcia,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 13.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/13.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Drawing of a woman sewing
Spanish children's drawings of the Civil War collection,"Pascual Valladolid, Maria",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 14
|Depicts bucolic landscape with mountains in background and workers on the land.  Stamp: Guarderia infantil de guerra ""Travajadores de la  enseñanza"" V.G.T.|Colony: Colonia Lobosillo, Lobosillo, Spain",0,1,Drawing no: 12,8098,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/murcia,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 12.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/12.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Drawing of a bucolic landscape
Spanish children's drawings of the Civil War collection,"Duran Gratacos, Maria",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 11
|Colony: Centro Español, Cerbère, France",0,1,Drawing no: 11,8097,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/c_d/duran_gratacos_m,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 11.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/11.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",The children play at recess and the teacher watches them through the window.|Los niños juegan al recreo y la maestra los esta mirando por la ventana.  
Spanish children's drawings of the Civil War collection,"Duran Gratacós, Maria",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 11
|Colony: Centro Español, Cerbère, France",0,1,Drawing no: 10,8096,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere1,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 10.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/10.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works","This drawing shows everyone from my house arriving in Cerbère carrying packages, and there is a house and a customs guard on duty in front of it.|Este dibujo representa con todos los de mi casa que llegamos a Cerbère con los paquetes y luego hay una casa y el caravinero en frente que hace guardia "
Spanish children's drawings of the Civil War collection,"Duran Gratacos, Juanito",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 13
|Colony: Centro Español, Cerbère, France",0,1,Drawing no: 9,8095,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere1,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 9.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/9.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works","This drawing represents the first day of bombing, and a house and women and men who have thrown themselves on the ground.|Este dibujo representa el primer día de bombardeo, y una casa y mujeres y hombres que estan tirados en tierra.  "
Spanish children's drawings of the Civil War collection,"Gratacós Frias, Laura",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 11
|On station house: ""COLERA""|Colony: Centro Español, Cerbère, France",0,1,Drawing no: 8,8094,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/e_g/gratacos,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 8.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/8.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",This drawing shows my sister and I leaving for Cerbère on the day of the evacuation.|Este dibujo representa el dia de la evacuación merchando a Cerbère con mi hermana 
Spanish children's drawings of the Civil War collection,"Arnaiz, Angeles",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 14

|Colony: Colonia infantil, Bayonne, France |Origin: Irún, Guipuzcoa",0,1,Drawing no: 7,8093,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/a_b/arnaiz,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 7.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/7.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works","This scene shows my house and me jumping rope.|Esta escena representa mi casa, y yo saltando a la comba.  "
Spanish children's drawings of the Civil War collection,"Bayes Torrent, Aniceto",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 13
|Colony: Centro Español, Cerbère, France |Origin: Port-Bou",0,1,Drawing no: 6,8092,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere1,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 6.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/6.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works","This drawing shows the evacuation of Port-Bou;  one can see people headed towards France.|Este Dibujo representa la avacuacion de Port-Bou, y se ven personas que se marchan acia Francia "
Spanish children's drawings of the Civil War collection,"Bayes Torrent, Aniceto",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 13

|Colony: Centro Español, Cerbère, France |Origin: Port-Bou",0,1,Drawing no: 5,8091,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/a_b/bayes-torrent,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 5.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/5.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Children playing
Spanish children's drawings of the Civil War collection,"Lage, Carmen",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Colony: Colonia Escolar #1, Sueca|Depicts happy life in the country: ducks, pigs, cat, mother with baby, girl watering plants, boy playing soccer.  Stamp: Ministerio de Instrucción Pública.",0,1,Drawing no: 4,8090,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/h_n/lage,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 4.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/4.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works","Depicts happy life in the country: ducks, pigs, cat, mother with baby, girl watering plants, boy playing soccer. Stamp: Ministerio de Instrucción Pública.|Este dibujo representa a 3 niños jugando a cuerda."
Spanish children's drawings of the Civil War collection,"Diaz, Maria Antonia",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 9
|Colony: Centro Español, Cerbère, France ",0,1,Drawing no: 3,8089,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere1,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 3.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/3.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",This drawing represents this boy and this girl on their way to the station.|Este dibujo representa este niño y esta niña van a la estación 
Spanish children's drawings of the Civil War collection,"Gonzalez Gonzalez, Pablo",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 10
|Depicts a car, driver smoking pipe, 100 km marker on road|Colony: Colonia Escolar #1, Torrente|Stamp: Ministerio de Instrucción Pública.  ",0,1,Drawing no: 2,8088,,https://exhibitions.cul.columbia.edu/exhibits/show/children/name/e_g/gonzalez_gonzalez,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 2.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/2.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Drawing of a car
Spanish children's drawings of the Civil War collection,"Canudos, Gabriel",,,,,,,1936 1939,,inferred,between 1936 and 1939,"Age 8
|Depicts single train track leading to tunnel|Colony: Centro Español, Cerbère, France",0,1,Drawing no: 1,8087,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere1,"Avery Architectural & Fine Arts Library, Columbia University",original filename: 1.tif,http://ldpd.cul.columbia.edu/spanchldrndrwings/1.jpg,,,drawings,Still Image,,Children's Drawings of the Spanish Civil War,eng,War in art,Children's drawings--Spain,"Spain--History--Civil War, 1936-1939--Pictorial works",Drawing of train track
