_identifiers-1,_digital_object_type.string_key,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_term.authority,name-1:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,note-1:note_value,note-1:note_type,clio_identifier-1:clio_identifier_value,omeka_identifier-1:omeka_identifier_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,object_in_context_url-1:object_in_context_url_value,location-1:location_term.code,location-1:location_term.value,location-1:location_term.authority,location-1:location_term.uri,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,note-4:note_value,note-4:note_type,digital_origin-1:digital_origin_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,note-5:note_value,note-5:note_type,place_of_origin-1:place_of_origin_value,place_authority_identifier,relatedItem_Project,projectURL,language_of_cataloging-1:language_of_cataloging_term.value,language_of_cataloging-1:language_of_cataloging_term.authority,language_of_cataloging-1:language_of_cataloging_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,title-1:title_sort_portion,title_type,title-1:title_non_sort_portion,title-2:title_sort_portion,title-2:title_non_sort_portion
childrensdrawings_twu_000,asset,childrensdrawings_twu,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8199,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_1,,,,,113.tif,filename,113.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Ambulance Picking Up The Wounded,translated,The,Ambulancia Recogiendo Heridos  ,La
childrensdrawings_uaa,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Alonso, Pepa",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 96. Child's Age: 12. Colony: Colonia #40, Oliva, Spain.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Oliva (Spain),http://id.loc.gov/authorities/names/n80112777,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Life In The Colony.,translated,,Vida En La Colonia.  ,La
childrensdrawings_uaa_000,asset,childrensdrawings_uaa,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8182,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_1,,,,,96.tif,filename,96.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Life In The Colony.,translated,,Vida En La Colonia.  ,La
childrensdrawings_ubh,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Montalban, Amparito",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1937-12,,,"December, 1937","Drawing no: 112. Child's Age: 9. Colony: Alcira. On the reverse:  ""Alcira, Dbre 1937"".",,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Alcira (Spain),ttp://id.loc.gov/authorities/names/n82029172,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Military Hospital,translated,,Hospital Militar  ,
childrensdrawings_ubh_000,asset,childrensdrawings_ubh,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8198,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_2,,,,,112.tif,filename,112.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Military Hospital,translated,,Hospital Militar  ,
childrensdrawings_ubr,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Planas, Jorge",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 137. Child's Age: 10. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,French Customhouse,translated,,'duanilla' Francesca  ,La
childrensdrawings_ubr_000,asset,childrensdrawings_ubr,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8223,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere3,,,,,137.tif,filename,137.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,French Customhouse,translated,,'duanilla' Francesca  ,La
childrensdrawings_ubt,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Mas Monzon, Rafael",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,Drawing no: 154. Child's age: 12.,Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,,,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Avión De Bombardeo,,,,
childrensdrawings_ubt_000,asset,childrensdrawings_ubt,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8238,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/country_unknown,,,,,154_800.jpg ,filename,154_800.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Avión De Bombardeo,,,,
childrensdrawings_ubx,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Terralba, Felix",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1938-01-15,,,"January 15, 1938","Drawing no: 37. Colony: Colonia Escolar Colectiva, Burriana, Spain",,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Borriana (Spain),http://id.loc.gov/authorities/names/n81141653,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,"Dated January 15, 1938",,,,
childrensdrawings_ubx_000,asset,childrensdrawings_ubx,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8123,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/castellon,,,,,37.tif,filename,37.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,"Dated January 15, 1938",,,,
childrensdrawings_uis,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Blanch Manero, Pepita",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 94. Child's Age: 11. Colony:  Centro Español, Cerbère, France. On facade:  BOUCHERIE MODERNE P. ROMEU.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,This Drawing Shows Play-time In The Plaza Of Cerbère When My Friends And I Are Skipping Rope.,translated,,Este Dibujo Representa Hora Del Recreo En La Plaza De Cervere Que Estamos Jugando Yo Com Mis Amigas A Cuerda.  ,
childrensdrawings_uis_000,asset,childrensdrawings_uis,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8180,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere1,,,,,94.tif,filename,94.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,This Drawing Shows Play-time In The Plaza Of Cerbère When My Friends And I Are Skipping Rope.,translated,,Este Dibujo Representa Hora Del Recreo En La Plaza De Cervere Que Estamos Jugando Yo Com Mis Amigas A Cuerda.  ,
childrensdrawings_ung,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Moreno, Manolo",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,Drawing no: 109. Child's Age: 13. Origin: Madrid. Colony: Valencia.,Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Valencia (Spain : Region),http://id.loc.gov/authorities/names/n82020875,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Road To Valencia,translated,,Camino De Valencia ,
childrensdrawings_ung_000,asset,childrensdrawings_ung,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8195,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_2,,,,,109.tif,filename,109.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Road To Valencia,translated,,Camino De Valencia ,
childrensdrawings_usz,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Bartrina, Eduardo",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 55. Colony: Colonia de Niños Españoles, Perpignan.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Perpignan (France),http://id.loc.gov/authorities/names/n80117451,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,My Evacuation To France,translated,,Mi Evacuación A Francia  ,
childrensdrawings_usz_000,asset,childrensdrawings_usz,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8141,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/perpignan,,,,,55.tif,filename,55.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,My Evacuation To France,translated,,Mi Evacuación A Francia  ,
childrensdrawings_utm,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Cid, Augustin",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 43. Child's Age: 12. Colony: Residencia Infantil #21, Sueca, Spain. Depicts road over bridge, house on one side, man plowing on the other.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Sueca (Spain),http://id.loc.gov/authorities/names/n83194816,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Drawing Of A Road,,,,
childrensdrawings_utm_000,asset,childrensdrawings_utm,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8129,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_1,,,,,43.tif,filename,43.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Drawing Of A Road,,,,
childrensdrawings_uuh,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Casas Mares, Damian",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 20. Child's Age: 9. Origin: Port-Bou Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,This Drawing Represents The Recreation Hour In Cerbère.,translated,,Este Dibujo Representa La Hora Del Recreo En Cerbère.  ,
childrensdrawings_uuh_000,asset,childrensdrawings_uuh,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8106,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere1,,,,,20.tif,filename,20.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,This Drawing Represents The Recreation Hour In Cerbère.,translated,,Este Dibujo Representa La Hora Del Recreo En Cerbère.  ,
childrensdrawings_uvg,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Serre Buxeda, Paquita",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 126. Child's Age: 9. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,This Drawing Shows All The People Already Arrived In Cerbère.,translated,,Este Dibujo Representa Contoda La Gente Ya An Arribado En Serbére.  ,
childrensdrawings_uvg_000,asset,childrensdrawings_uvg,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8212,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere3,,,,,126.tif,filename,126.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,This Drawing Shows All The People Already Arrived In Cerbère.,translated,,Este Dibujo Representa Contoda La Gente Ya An Arribado En Serbére.  ,
childrensdrawings_uvs,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Benito, Angeles",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 105. Child's Age: 14. Origin: San Sebastián. Colony: Colonia infantil, Bayonne, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Bayonne (France),http://id.loc.gov/authorities/names/n81072078,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,In This Drawing I Have Shown My Evacuation From San Sebastian To France.,translated,,En Este Dibujo He Representado Mi Evacuación Desde S. Sebastián A Francia ,
childrensdrawings_uvs_000,asset,childrensdrawings_uvs,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8191,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees_atlantiques,,,,,105.tif,filename,105.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,In This Drawing I Have Shown My Evacuation From San Sebastian To France.,translated,,En Este Dibujo He Representado Mi Evacuación Desde S. Sebastián A Francia ,
childrensdrawings_uws,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"España, Jose",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 42. Child's Age: 13. Origin: Madrid. Colony: Colonia Pablo Iglesias, Godella, Spain..",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,"Godella (Valencia, Spain)",http://id.loc.gov/authorities/names/n80051061,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Buen Retiro Park.,translated,The,Paisaje Del Retiro.  ,
childrensdrawings_uws_000,asset,childrensdrawings_uws,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8128,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_1,,,,,42.tif,filename,42.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Buen Retiro Park.,translated,The,Paisaje Del Retiro.  ,
childrensdrawings_uxa,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Subirana, Poladi",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 132. Child's Age: 8. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,"On Station Wall It Says ""culera.""  Depicts A Train Ready To Depart And People Running With Their Suitcases Because They See Airplanes Coming",,,,
childrensdrawings_uxa_000,asset,childrensdrawings_uxa,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8218,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere3,,,,,132.tif,filename,132.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,"On Station Wall It Says ""culera.""  Depicts A Train Ready To Depart And People Running With Their Suitcases Because They See Airplanes Coming",,,,
childrensdrawings_vcf,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Gurrachaga, Benita",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 19. Child's Age: 11. On the reverse:  ""Mi vida antes de la guerre"" (My life before the war). Colony: Masarrochos.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Valencia (Spain : Region),http://id.loc.gov/authorities/names/n82020875,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,Playing In The Street,translated,,Jugando En La Calle  ,
childrensdrawings_vcf_000,asset,childrensdrawings_vcf,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8105,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/spain/valencia/valencia_2,,,,,19.tif,filename,19.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,Playing In The Street,translated,,Jugando En La Calle  ,
childrensdrawings_vom,item,,childrens_drawings,Spanish children's drawings of the Civil War collection,http://id.library.columbia.edu/term/4d5ae952-974e-43db-8f24-c1175ca03620,"Serre Buxeda, Paquita",personal,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,1936,1939,inferred,between 1936 and 1939,"Drawing no: 128. Child's Age: 9. Colony: Centro Español, Cerbère, France.",Date range based on the dates of the Spanish Civil War.,,,,Spanish,iso639-2,http://id.loc.gov/vocabulary/iso639-2/spa,,NNC-A,Avery Library,marcorg,http://id.loc.gov/authorities/names/n80087582,,,,,,,reformatted digital,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,Children's drawings,fast,http://id.worldcat.org/fast/855745,still image,original_format,Cerbère (France),http://id.loc.gov/authorities/names/n96051285,Children's Drawings of the Spanish Civil War,http://www.columbia.edu/cgi-bin/cul/resolve?clio4278351 ,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,War in art,fast,http://id.worldcat.org/fast/1170504,Civil War (Spain : 1936-1939),fast,http://id.worldcat.org/fast/1352321,"This Drawing Shows My Friend And I Going To School, And Another Girl Jumping Rope Because She Doesn't Want To Go To School.",translated,,Este Dibujo Representa Yo Y Mi Amiga Que Vamos Ha Colejio Y Otra Amiga Mia Esta Saltando A La Cuerda Porque No Quiere Ir Al Colegio.  ,
childrensdrawings_vom_000,asset,childrensdrawings_vom,childrens_drawings,,,,,,,,,,,,,,,,,,omeka_8214,,,,https://exhibitions.cul.columbia.edu/exhibits/show/children/france/pyrenees-orientales/cerbere3,,,,,128.tif,filename,128.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,"This Drawing Shows My Friend And I Going To School, And Another Girl Jumping Rope Because She Doesn't Want To Go To School.",translated,,Este Dibujo Representa Yo Y Mi Amiga Que Vamos Ha Colejio Y Otra Amiga Mia Esta Saltando A La Cuerda Porque No Quiere Ir Al Colegio.  ,
