itemContainer - item - itemId,itemContainer - item - public,itemContainer - item - featured,itemContainer - item - MODS - FormGenre - text,itemContainer - item - MODS - DigitalOrigin - text,itemContainer - item - MODS - RepositoryName - text,itemContainer - item - MODS - LanguageofCataloging - text,itemContainer - item - MODS - KeyDate - text,itemContainer - item - MODS - TypeofDate - text,itemContainer - item - MODS - Notes - text,itemContainer - item - MODS - ShelfLocation - text,itemContainer - item - MODS - Collection - text,itemContainer - item - MODS - PublicationPlace - text,itemContainer - item - MODS - PlaceofOrigin - text,itemContainer - item - MODS - Subrepository - text,itemContainer - item - MODS - PublicationDate - text,itemContainer - item - MODS - PhysicalLocation - text,itemContainer - item - DublinCore - Title - text,itemContainer - item - DublinCore - Date - text,itemContainer - item - DublinCore - Language - text,itemContainer - item - DublinCore - Creator - text,itemContainer - item - DublinCore - Publisher - text,itemContainer - item - DublinCore - Description - text,itemContainer - item - DublinCore - Subject - text,itemContainer - item - DublinCore - Source - text,itemContainer - item - DublinCore - Rights - text,itemContainer - item - OriginalFileLoadedIntoOmeka - text,itemContainer - item - ItemType - text,itemContainer - item - OmekaCollection,itemContainer - item - ItemInContext,itemContainer - item - AdditionalItemMetadata - RightsHolder - text
6380,1,0,photographs,Reformatted Digital,"University Archives, Columbia University",English,1918 ,ap,"Original filename: 110118065.tif
","Historical  Photograph Collection-Portraits-Hart, Lorenz",Historical Photograph Collection,,,,,,Lorenz Hart,circa 1918,eng,,,,"Hart, Lorenz, 1895-1943",,,http://ldpd.lampdev.columbia.edu/o/music/110118065.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/hammerstein--hart--and-rogers,
6379,1,0,photographs,Reformatted Digital,"University Archives, Columbia University",English,1917 ,ap,"Original filename: 110118064.tif
","Historical  Photograph Collection-Portraits-Hammerstein, Oscar",Historical Photograph Collection,,,,,,Oscar Hammerstein II,circa 1917,eng,,,,"Hammerstein, Oscar, 1895-1960",,,http://ldpd.lampdev.columbia.edu/o/music/110118064.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/hammerstein--hart--and-rogers,
6378,1,0,illustrations,Reformatted Digital,"University Archives, Columbia University",English,1904-12 ,exact,"original filename: 110118063.tif
","Historical  Photograph Collection Buildings and Grounds Morningside-St. Paul's Chapel, Sketches & Drawings  Box 174, F. 16",Historical Photograph Collection,New York,,,,,St. Paul's Chapel of Columbia University,"December, 1904",eng,Columbia University,Columbia University,Engraving,,Columbia University Quarterly VII/1,,http://ldpd.lampdev.columbia.edu/o/music/110118063.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/st--paul-s-chapel,
6377,1,0,photographs,Reformatted Digital,"University Archives, Columbia University",English,1904 ,exact,"original filename: 110118062.tif
","Varsity Show Records, Box 19, F. 7",Varsity Show Records,,New York,,,,"Three Cast Members of Isle of Illusia, Columbia Varsity Show","Spring, 1904",eng,Pach Brothers,,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118062.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/theatricals,
6376,1,0,photographs,Reformatted Digital,"University Archives, Columbia University",English,1904 ,exact,"original filename: 110118061.tif
","Varsity Show Records, Box 19, F. 7",Varsity Show Records,,New York,,,,Joseph Buhler in the Cast of The Isle of Illusia,"Spring, 1904",eng,Pach Brothers,,"Columbia University Varsity Show, Spring 1904",,,,http://ldpd.lampdev.columbia.edu/o/music/110118061.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/theatricals,
6375,1,0,photographs,Reformatted Digital,"University Archives, Columbia University",English,1904 ,exact,"original filename: 110118060.tif
","Varsity Show Records, Box 19, F. 7",Varsity Show Records,,New York,,,,Philip Moeller in the Cast of The Isle of Illusia,"Spring, 1904",eng,Pach Brothers,,"Columbia University Varsity Show, Spring 1904",,,,http://ldpd.lampdev.columbia.edu/o/music/110118060.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/theatricals,
6374,1,0,photographs,Reformatted Digital,"University Archives, Columbia University",English,1904 ,exact,"original filename: 110118059.tif
","Varsity Show Records, Box 19, F. 7",Varsity Show Records,,New York,,,,"Cast of Isle of Illusia, Columbia Varsity Show","Spring, 1904",eng,Pach Brothers,,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118059.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/theatricals,
6373,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1904 ,exact,"original filename: 110118058.tif
","Varsity Show Records, Box 1, F. 10",,,,,,,Ticket for Varsity Show ,"Spring, 1904",eng,Columbia University,Columbia University,Isle of Illusia,,Varsity Show Records,,http://ldpd.lampdev.columbia.edu/o/music/110118058.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/theatricals,
6372,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1922 1923,exact,Original filename: 110118057.tif,"Varsity Show Records, Box 1, F. 10",,,,,,,Columbia College Musical Clubs ,1922-1923,eng,Columbia University,Columbia University,,,Varsity Show Records,,http://ldpd.lampdev.columbia.edu/o/music/110118057.jpg,Still Image,Music at Columbia: The First 100 Years,,
6371,1,0,photographs,Reformatted Digital,"University Archives, Columbia University",English,1896 ,ap,"original filename: 110118056.tif
",Historical  Photograph Collection-SASL OS 17,Historical Photograph Collection,,New York,,,,"Banjo Club, 1894-95",circa 1896,eng,Pach Brothers,,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118056.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/the-early-years,
6370,1,0,periodicals ,Reformatted Digital,"Gabe M. Weiner Music & Arts Library, Columbia University",English,1952-02 ,exact,"Original filename: 110118055.tif

",D780.5 Am32 2,,,,,,,"Bulletin of the American Composers Alliance, Cover Vol II, No. 1 ",Feb-52,eng,Malouf,,Portrait of Wallingford Riegger,"Riegger, Wallingford, 1885-1961",,,http://ldpd.lampdev.columbia.edu/o/music/110118055.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/composers,
6369,1,0,photographs,reformatted digital,"Rare Book & Manuscript Library, Columbia University",eng,1925 ,inferred,"original filename: 110118054.tif
",,Fritz Reiner papers,,,,,,Igor Stravinsky,circa 1925,,,,"Photograph inscribed to Fritz Reiner and signed, 27 November 1925","Stravinsky, Igor, 1882-1971",,,http://ldpd.lampdev.columbia.edu/o/music/110118054.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/fritz-reiner-center/fritz-reiner-collection,
6368,1,0,prints,reformatted digital,"Rare Book & Manuscript Library, Columbia University",eng,1915,inferred,"Original filename: 110118053.tif
",,Fritz Reiner papers,,,,,,Etching of Richard Strauss,1915?,ger,,,,"Strauss, Richard, 1864-1949",,,http://ldpd.lampdev.columbia.edu/o/music/110118053.jpg,Still Image,Music at Columbia: The First 100 Years,,
6367,1,0,photographs,reformatted digital,"Rare Book & Manuscript Library, Columbia University",eng,1928 ,inferred,"original filename: 110118052.tif
",,Fritz Reiner papers,,,,,,Portrait of Béla Bartók,circa 1928,,,,"Photograph, no date, inscribed to Fritz Reiner and signed, 13 February 1928","Bartók, Béla, 1881-1945",,,http://ldpd.lampdev.columbia.edu/o/music/110118052.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/fritz-reiner-center/fritz-reiner-collection,
6366,1,0,books,reformatted digital,"Rare Book & Manuscript Library, Columbia University",eng,1912 ,exact,"Original filename: 110118051.tif
",,Edward A. MacDowell Papers,Boston,,,,,"Critical and Historical Essays: Lectures Delivered at Columbia University, Title page",1912,eng,"MacDowell, Edward, 1860-1908",A.P. Schmidt,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118051.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/macdowell-era/lectures,
6365,1,0,books,reformatted digital,"Rare Book & Manuscript Library, Columbia University",eng,1912 ,exact,"Original filename: 110118050.tif
",,Edward A. MacDowell Papers,Boston,,,,,"Critical and Historical Essays: Lectures Delivered at Columbia University, Cover",1912,eng,"MacDowell, Edward, 1860-1908",A.P. Schmidt,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118050.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/macdowell-era/lectures,
6364,1,0,correspondence,reformatted digital,"Rare Book & Manuscript Library, Columbia University",eng,1904-05-30 ,exact,Original filename: 110118049.tif,,Edward A. MacDowell Papers,,New York,,,,"Autograph letter, signed to Seth Low",30-May-04,eng,"MacDowell, Edward,1860-1908",,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118049.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/macdowell-era/department-chair,
6363,1,0,music,reformatted digital,"Rare Book & Manuscript Library, Columbia University",eng,1901 ,approximate,Original filename: 110118048.tif,,Edward A. MacDowell Papers,Boston,,,,,"College Songs for Male Voices, Page 4, Columbia's Sons",ca. 1901,eng,"MacDowell, Edward, 1860-1908",Arthur P. Schmidt,,Students' songs,,,http://ldpd.lampdev.columbia.edu/o/music/110118048.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/macdowell-era/compositions,
6362,1,0,music,reformatted digital,"Rare Book & Manuscript Library, Columbia University",eng,1901 ,approximate,"Original filename: 110118047.tif
",,Edward A. MacDowell Papers,Boston,,,,,"College Songs for Male Voices, Page 3, Columbia's Sons",ca. 1901,eng,"MacDowell, Edward, 1860-1908",Arthur P. Schmidt,,Students' songs,,,http://ldpd.lampdev.columbia.edu/o/music/110118047.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/macdowell-era/compositions,
6361,1,0,music,reformatted digital,"Rare Book & Manuscript Library, Columbia University",eng,1901 ,approximate,"Original filename: 110118046.tif
",,Edward A. MacDowell Papers,Boston,,,,,"College Songs for Male Voices, Title page",ca. 1901,eng,"MacDowell, Edward, 1860-1908",Arthur P. Schmidt,,Students' songs,,,http://ldpd.lampdev.columbia.edu/o/music/110118046.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/macdowell-era/compositions,
6360,1,0,printed ephemera,reformatted digital,"Rare Book & Manuscript Library, Columbia University",eng,1898-01-10 ,exact,"original filename: 110118045.tif
",,Edward A. MacDowell Papers,,,,,,"Pianoforte recital, page 2-3",10 January 1898,eng,"MacDowell, Edward, 1860-1908",,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118045.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/macdowell-era/performances,
6359,1,0,printed ephemera,reformatted digital,"Rare Book & Manuscript Library, Columbia University",eng,1898-01-10 ,exact,"original filename: 110118044.tif
",,Edward A. MacDowell Papers,,,,,,"Pianoforte recital, Cover",10 January 1898,eng,"MacDowell, Edward, 1860-1908",,Program,,,,http://ldpd.lampdev.columbia.edu/o/music/110118044.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/macdowell-era/performances,
6358,1,0,correspondence,reformatted digital,"Rare Book & Manuscript Library, Columbia University",eng,1897-01-19 ,exact,Original filename: 110118043.tif,,Edward A. MacDowell Papers,,New York,,,,"Autograph letter, signed to Brander Matthews, page 2",19 January 1897,eng,"MacDowell, Edward, 1860-1908",,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118043.jpg,Still Image,Music at Columbia: The First 100 Years,,
6357,1,0,correspondence,reformatted digital,"Rare Book & Manuscript Library, Columbia University",eng,1897-01-19 ,exact,Original filename: 110118042.tif,,Edward A. MacDowell Papers,,New York,,,,"Autograph letter, signed to Brander Matthews, page 1",19 January 1897,eng,"MacDowell, Edward, 1860-1908",,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118042.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/macdowell-era/department-chair,
6356,1,0,printed ephemera,reformatted digital,"Rare Book & Manuscript Library, Columbia University",eng,1896-01-23 ,exact,"original filename: 110118041.tif
",,Edward A. MacDowell Papers,,,,,,"Program, concert at the Metropolitan Opera House, Page 2",23 January 1896,eng,Boston Symphony Orchestra,,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118041.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/the-early-years,
6355,1,0,printed ephemera,reformatted digital,"Rare Book & Manuscript Library, Columbia University",eng,1896-01-23 ,exact,"original filename: 110118040.tif
",,Edward A. MacDowell Papers,,,,,,"Program, concert at the Metropolitan Opera House",23 January 1896,eng,Boston Symphony Orchestra,,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118040.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/beginnings/music-committee,
6354,1,0,photographs,reformatted digital,"Rare Book & Manuscript Library, Columbia University",eng,1902,,"original filename: 110118039.tif
",,Edward A. MacDowell Papers,,,,,,Edward MacDowell,1902,,,,,"MacDowell, Edward, 1860-1908",,,http://ldpd.lampdev.columbia.edu/o/music/110118039.jpg,Still Image,Music at Columbia: The First 100 Years,,
6353,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1948-05-05 1948-05-08,exact,"original filename: 110118038.tif
",,,,,,,,Theater Associates Evangeline,5-8 May 1948,eng,Columbia University. Columbia Theater Associates,Columbia University,,,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118038.jpg,Still Image,Music at Columbia: The First 100 Years,,
6352,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1948-05-05 1948-05-08,exact,"original filename: 110118037.tif
",,,,,,,,Theater Associates Evangeline,5-8 May 1948,eng,Columbia University. Columbia Theater Associates,Columbia University,,,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118037.jpg,Still Image,Music at Columbia: The First 100 Years,,
6351,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1948-05-05 1948-05-08,exact,"original filename: 110118036.tif
",,,,,,,,Theater Associates Evangeline,5-8 May 1948,eng,Columbia University. Columbia Theater Associates,Columbia University,,,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118036.jpg,Still Image,Music at Columbia: The First 100 Years,,
6350,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1948-05-05 1948-05-08,exact,"original filename: 110118035.tif
",,,,,,,,Theater Associates Evangeline,5-8 May 1948,eng,Columbia University. Columbia Theater Associates,Columbia University,,,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118035.jpg,Still Image,Music at Columbia: The First 100 Years,,
6349,1,0,printed ephemera ,Reformatted Digital,"University Archives, Columbia University",English,1947-05-07 1947-05-10,exact,"original filename: 110118034.tif
",,Historical Subject Files,New York,,,,,"Mother of Us All : an Opera, Page 3-4",7-10 May 1947,eng,Columbia University. Columbia Theater Associates,Columbia University,Who's who in the cast,,,,http://ldpd.lampdev.columbia.edu/o/music/110118034.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/columbia-theater-associates,
6348,1,0,printed ephemera ,reformatted digital,"University Archives, Columbia University",eng,1947-05-07 1947-05-10,,"original filename: 110118033.tif

",,Historical Subject Files,New York,,,,,"Mother of Us All : an Opera, Page 1-2",7-10 May 1947,eng,Columbia University. Columbia Theater Associates,Columbia University,Cast and production staff.,,,,http://ldpd.lampdev.columbia.edu/o/music/110118033.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/columbia-theater-associates,
6347,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1947-05-07 1947-05-10,exact,"original filename: 110118032.tif

",,Historical Subject Files,New York,,,,,"Mother of Us All : an Opera, Page 5",7-10 May 1947,eng,Columbia University. Columbia Theater Associates,Columbia University,Program for an opera by Gertrude Stein and Virgil Thomson,,,,http://ldpd.lampdev.columbia.edu/o/music/110118032.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/columbia-theater-associates,
6346,1,0,printed ephemera ,Reformatted Digital,"University Archives, Columbia University",English,1947-05-07 1947-05-10,exact,"original filename: 110118031.tif
",,Historical Subject Files,New York,,,,,"Mother of Us All : an Opera, Cover",7-10 May 1947,eng,Columbia University. Columbia Theater Associates,Columbia University,Program for an opera by Gertrude Stein and Virgil Thomson,,,,http://ldpd.lampdev.columbia.edu/o/music/110118031.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/columbia-theater-associates,
6345,1,0, printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1946-05-08 1946-05-11,exact,"original filename: 110118030.tif
",,,,,,,,Theater Associates The Medium,8-11 May 1946,eng,Columbia University. Columbia Theater Associates,Columbia University,,,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118030.jpg,Still Image,Music at Columbia: The First 100 Years,,
6344,1,0, printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1946-05-08 1946-05-11,exact,"original filename: 110118029.tif
",,,,,,,,Theater Associates The Medium,8-11 May 1946,eng,Columbia University. Columbia Theater Associates,Columbia University,,,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118029.jpg,Still Image,Music at Columbia: The First 100 Years,,
6343,1,0, printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1946-05-08 1946-05-11,exact,"original filename: 110118028.tif
",,,,,,,,Theater Associates The Medium,8-11 May 1946,eng,Columbia University. Columbia Theater Associates,Columbia University,,,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118028.jpg,Still Image,Music at Columbia: The First 100 Years,,
6342,1,0, printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1941-05-05 ,exact,"original filename: 110118027.tif
",,,,,,,,Theater Associates Paul Bunyan,5-May-41,eng,Columbia University. Columbia Theater Associates,Columbia University,,,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118027.jpg,Still Image,Music at Columbia: The First 100 Years,,
6341,1,0, printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1941-05-05 ,exact,"original filename: 110118026.tif
",,,,,,,,Theater Associates Paul Bunyan,5-May-41,eng,Columbia University. Columbia Theater Associates,Columbia University,,,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118026.jpg,Still Image,Music at Columbia: The First 100 Years,,
6340,1,0, printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1941-05-05 ,exact,"original filename: 110118025.tif
",,,,,,,,Theater Associates Paul Bunyan,5-May-41,eng,Columbia University. Columbia Theater Associates,Columbia University,,,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118025.jpg,Still Image,Music at Columbia: The First 100 Years,,
6339,1,0, printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1941-05-05 ,exact,"original filename: 110118024.tif
",,,,,,,,Theater Associates Paul Bunyan,5-May-41,eng,Columbia University. Columbia Theater Associates,Columbia University,,,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118024.jpg,Still Image,Music at Columbia: The First 100 Years,,
6338,1,0, printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1946-12-17 1946-12-19,exact,"original filename: 110118023.tif

",,,,,,,,Opera Workshop,"17,18,19 December 1946",eng, Columbia University. Department of Music ,Columbia University,,,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118023.jpg,Still Image,Music at Columbia: The First 100 Years,,
6337,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1946-12-17 1946-12-19,exact,"original filename: 110118022.tif

",,Historical Subject Files,New York,,,,,"Opera Workshop in Shakespeare in Opera, Page 1-2","17,18,19 December 1946",eng,Columbia University. Department of Music ,Columbia University,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118022.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/opera-workshop,
6336,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1946-12-17 1946-12-19,exact,"original filename: 110118021.tif

",,Historical Subject Files,New York,,,,,"Opera Workshop in Shakespeare in Opera, Cover","17,18,19 December 1946",eng,Columbia University. Department of Music ,Columbia University,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118021.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/opera-workshop,
6335,1,0,printed ephemera ,Reformatted Digital,"University Archives, Columbia University",English,1946-08-14 ,exact,"original filename: 110118020.tif
",,Historical Subject Files,New York,,,,,"Opera Workshop in Scenes from Operas, Page 1-2",14-Aug-46,eng,Columbia University. Department of Music ,Columbia University,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118020.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/opera-workshop,
6334,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1946-08-14 ,exact,"original filename: 110118019.tif

",,Historical Subject Files,New York,,,,,"Opera Workshop in Scenes from Operas, Cover",14-Aug-46,eng,Columbia University. Department of Music ,Columbia University,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118019.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/opera-workshop,
6333,1,0,clippings,Reformatted Digital,"University Archives, Columbia University",English,1909-11-25 ,exact,"original filename: 110118018.tif
",Historical Subject Files   11,,,,,,,Columbia Musical Scrap,25 Nov. 1909,eng,"Sun (New York, N.Y.)","Sun, NY",,,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118018.jpg,Still Image,Music at Columbia: The First 100 Years,,
6332,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1904-03-03 ,exact,"original filename: 110118017.tif
","Historical Subject Files  MS 244, f.5",Historical Subject Files,,,,,,"Program, Concert Philharmonic Society of Columbia, page 3",3-Mar-04,eng,Columbia University. Philharmonic Society,Columbia University,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118017.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/philharmonic-society,
6331,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1904-03-03 ,exact,"original filename: 110118016.tif
","Historical Subject Files  MS 244, f.5",Historical Subject Files,,,,,,"Program, Concert Philharmonic Society of Columbia, Orchestra listing",3-Mar-04,eng,Columbia University. Philharmonic Society,Columbia University,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118016.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/philharmonic-society,
6330,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1904-03-03 ,exact,"original filename: 110118015.tif
","Historical Subject Files  MS 244, f.5",Historical Subject Files,,,,,,"Program, Concert Philharmonic Society of Columbia, Cover",3-Mar-04,eng,Columbia University. Philharmonic Society,Columbia University,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118015.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/philharmonic-society,
6329,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1894-04,exact,"Original filename: 110118014.tif
","Box 244, f.1",Historical Subject Files,,,,,,"Joan of Arc, or, The monarch, the maid, the minister and the magician. Title page",April 1894,eng,Columbia College Musical Society,Freytag Press,"Program for first Varsity Show, ""Joan of Arc"" (1894)",College musicals,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118014.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/the-early-years,
6328,1,0,printed ephemera,Reformatted Digital,"University Archives, Columbia University",English,1894-04,exact,"Original filename: 110118013.tif
","Box 244, f.1",Historical Subject Files,,,,,,"Joan of Arc, or, The monarch, the maid, the minister and the magician. Cover",April 1894,eng,Columbia College Musical Society,Freytag Press,"Program cover for first Varsity Show, ""Joan of Arc"" (1894)",College musicals,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118013.jpg,Still Image,Music at Columbia: The First 100 Years,,
6327,1,0,printed ephemera ,Reformatted Digital,"University Archives, Columbia University",English,1894 1895,exact,Original filename: 110118012.tif,"Historical Subject Files  Box 238, f.5",,,,,,,"Banjo, Mandolin, and Glee Clubs",1894-95,eng,Columbia University,Columbia University,,,Historical Subject Files,,http://ldpd.lampdev.columbia.edu/o/music/110118012.jpg,Still Image,Music at Columbia: The First 100 Years,,
6326,1,0,photographs,Reformatted Digital,"University Archives, Columbia University",English,1924-01 ,exact,"original filename: 110118011.tif
","Historical  Photograph Collection Buildings and Grounds Morningside-Dodge Hall, Construc. & Groundbreaking MS 164",Historical Photograph Collection,,New York,,,,"View of Breaking ground for the School of Business, now Dodge Hall",circa January 1924,eng,Columbia University,,,Columbia University,,,http://ldpd.lampdev.columbia.edu/o/music/110118011.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/finding-a-home/morningside-campus,
6325,1,0,postcards,Reformatted Digital,"University Archives, Columbia University",English,1902 ,exact,"original filename: 110118010.tif
","Historical Photograph Collection Buildings and Grounds General Views, postcards MS 180",Historical Photograph Collection,,,,,,"Columbia University, New York",1902,eng,Columbia University,,,Columbia University,,,http://ldpd.lampdev.columbia.edu/o/music/110118010.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/finding-a-home/morningside-campus,
6324,1,0,photographs,Reformatted Digital,"University Archives, Columbia University",English,1901-06 ,exact,"original filename: 110118009.tif
",Historical  Photograph Collection Buildings and Grounds West Hall MS 178,Historical Photograph Collection,,,,,,View of West Hall,June 1901,eng,Columbia University,,,,,,http://ldpd.lampdev.columbia.edu/o/music/110118009.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/finding-a-home/morningside-campus,
6323,1,0,photographs,Reformatted Digital,"University Archives, Columbia University",English,1898 ,exact,"original filename: 110118008.tif
",Historical Photograph Collection Buildings and Grounds General Views MS 180,Historical Photograph Collection,,New York,,,,General View of Columbia University,1898,eng,Geo. P. Hall & Son,,,Columbia University,,,http://ldpd.lampdev.columbia.edu/o/music/110118008.jpg,Still Image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/finding-a-home/morningside-campus,
