item - public,item - itemId,item - featured,item - MODS - FormGenre 1,item - MODS - FormGenre 2,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - TypeofDate,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - LanguageofCataloging ,item - MODS - ShelfLocation,item - MODS - Collection,item - MODS - PlaceofOrigin 1,item - MODS - PlaceofOrigin 2,item - MODS - Notes,item - MODS - PublicationPlace,item - DublinCore - Title,item - DublinCore - Title - Whole,item - DublinCore - Title - Part,item - DublinCore - Title 2,item - DublinCore - Title 2 - Whole,item - DublinCore - Title 2 - Part,item - DublinCore - Title 2 - Attribute,item - DublinCore - Date,item - DublinCore - Language,item - DublinCore - Subject 1,item - DublinCore - Subject 2,item - DublinCore - Subject 3,item - DublinCore - Subject 4,item - DublinCore - Subject 5,item - DublinCore - Subject 6,item - DublinCore - Subject 7,item - DublinCore - Subject 8,item - DublinCore - Subject 9,item - DublinCore - Creator 1,item - DublinCore - Creator 2,item - DublinCore - Creator 3,item - DublinCore - Creator 4,item - DublinCore - Creator 5,item - DublinCore - Creator 6,item - DublinCore - Creator 7,item - DublinCore - Creator 8,item - DublinCore - Creator 9,item - DublinCore - Creator 10,item - DublinCore - Creator 11,item - DublinCore - Creator 12,item - DublinCore - Creator 13,item - DublinCore - Creator 14,item - DublinCore - Description,item - DublinCore - Coverage,item - DublinCore - Publisher,item - DublinCore - Source,item - OriginalFileLoadedIntoOmeka 1,item - OriginalFileLoadedIntoOmeka 2,item - OriginalFileLoadedIntoOmeka 3,item - OriginalFileLoadedIntoOmeka 4,item - OriginalFileLoadedIntoOmeka 5,item - OriginalFileLoadedIntoOmeka 6,item - OriginalFileLoadedIntoOmeka 7,item - OriginalFileLoadedIntoOmeka 8,item - OriginalFileLoadedIntoOmeka 9,item - OriginalFileLoadedIntoOmeka 10,item - AdditionalItemMetadata - Provenance,item - AdditionalItemMetadata - SpatialCoverage,item - AdditionalItemMetadata - TemporalCoverage,item - ItemType,item - OmekaCollection,project URL,item in context 1,item in context 2,item in context 3
1,366,0,pamphlets,,1936,1937,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 151,Frances Perkins Papers,,,,,Annual Report of the Secretary of Labor. Front cover,Annual Report of the Secretary of Labor,Front cover,,,,,"Fiscal year ended June 30, 1937",eng,,,,,,,,,,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,Annual Report of the Secretary of Labor,,,,original filename: perkins_090074046.jpg,,,,,,,,,,,"Washington, District of Columbia",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,365,0,books,,1945,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 161,Frances Perkins Papers,,,,New York,"Addresses of Alfred E. Smith delivered at the meetings of the Society of the Friendly Sons of St. Patrick, 1922-1944. Cover","Addresses of Alfred E. Smith delivered at the meetings of the Society of the Friendly Sons of St. Patrick, 1922-1944",Cover,In Memorium Alfred E. Smith. Cover,In Memorium Alfred E. Smith,Cover,alternative,1945,eng,"Smith, Alfred Emanuel, 1873-1944",,,,,,,,,"Smith, Alfred Emanuel, 1873-1944",Society of the Friendly Sons of Saint Patrick in the City of New York,,,,,,,,,,,,,"Addresses of Alfred Smith delivered at the meetings of the Society of the Friendly Sons of Saint Patrick, 1922-1944. This volume also contains transcripts of the memorial addresses delivered after Smith's death.",,Society of the Friendly Sons of Saint Patrick in the City of New York,,original filename: perkins_090074045.jpg,,,,,,,,,,"Gift of Susanna Perkins Coggeshall, 1970","New York, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/al-smith/with-governor-smith,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/al-smith/al-smith,
1,364,0,periodicals,,1917-06,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 159,Frances Perkins Papers,New York (N.Y.),,,,American Labor Legislation Review: Labor Law Administration in New York. Front cover,American Labor Legislation Review: Labor Law Administration in New York,Front cover,,,,,June 1917,eng,,,,,,,,,,American Association for Labor Legislation,,,,,,,,,,,,,,Labor Law Admin. NY,,,,original filename: perkins_090074044.jpg,,,,,,,,,,,"New York, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,363,0,books,,1937,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 76, SS",Frances Perkins Papers,,,,"Washington, District of Columbia",Social security in America. Cover,Social security in America,Cover,,,,,1937,eng,Social security--United States,,,,,,,,,United States. Committee on Economic Security,,,,,,,,,,,,,,Social security in America; the factual background of the Social security act as summarized from staff reports to the Committee on Economic Security.,,United States Government Printing Office,,original filename: perkins_090074043.jpg,,,,,,,,,,Gift of Frances Perkins,"Washington, District of Columbia",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/social-security/the-roots-of-social-security,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/social-security/social-security,
1,362,0,books,,1933,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,B812L588.O3 1933 c.1,Frances Perkins Papers,,,,"Garden City, New York",Ann Vickers. Front cover,Ann Vickers,Front cover,,,,,1933,eng,,,,,,,,,,"Lewis, Sinclair, 1885-1951",,,,,,,,,,,,,,"Lewis, Sinclair; Ann Vickers",,"Doubleday, Doran & Company, Inc.",,original filename: perkins_090074042.jpg,,,,,,,,,,,"New York, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,352,0,periodicals,,1911-04-01,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 137, The Al Smith I Knew, Photos",Frances Perkins Papers,,,,New York,New York’s Worst Fire. Unnumbered page,New York’s Worst Fire,Unnumbered page,,,,,"April 1, 1911",eng,"Triangle Shirtwaist Company--Fire, 1911",,,,,,,,,,,,,,,,,,,,,,,"Harper’s Weekly printed many photographs from “New York’s Worst Fire”, the Triangle Shirtwaist Fire; a copy was kept by Frances Perkins",New York,Harper & Brothers,Harper's Weekly Magazine,original filename: perkins_090074041.jpg,,,,,,,,,,"Gift of Susanna Perkins Coggeshall, 1970","New York, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/triangle-fire/new-york-s-worst-fire,,
1,351,0,photographs,,1920,1944,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 137, The Al Smith I Knew, Photos",Frances Perkins Papers,,,,,Al Smith speaking into an NBC microphone,Al Smith speaking into an NBC microphone,,,,,,1920-1944,eng,"Smith, Alfred Emanuel, 1873-1944",,,,,,,,,,,,,,,,,,,,,,,Perkins gathered these and other photographs of Al Smith for her unpublished biography. Some of them were used by Matthew and Hannah Josephson in their 1969 biography of Smith.,New York,,,original filename: perkins_090074040.jpg,,,,,,,,,,"Gift of Susanna Perkins Coggeshall, 1971","New York, New York",,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/al-smith/with-governor-smith,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/al-smith/al-smith,
1,350,0,photographs,,1930,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 137, The Al Smith I Knew, Photos",Frances Perkins Papers,,,,,Al Smith and then New York governor Franklin Delano Roosevelt,Al Smith and then New York governor Franklin Delano Roosevelt,,,,,,1930,eng,"Smith, Alfred Emanuel, 1873-1944","Roosevelt, Franklin D. (Franklin Delano), 1882-1945",,,,,,,,,,,,,,,,,,,,,,,Albany (N.Y.),,,original filename: perkins_090074039.jpg,,,,,,,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/governor-roosevelt/governor-roosevelt,,
1,349,0,photographs,,1929,1932,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 61, FDR",Frances Perkins Papers,Albany (N.Y.),,,,Governor Franklin Roosevelt with New York State Departmental Heads,Governor Franklin Roosevelt with New York State Departmental Heads,,,,,,between 1929 and 1932,eng,"Roosevelt, Franklin D. (Franklin Delano), 1882-1945",New York (State). Governor (1929-1932 : Roosevelt),,,,,,,,,,,,,,,,,,,,,,"Governor Roosevelt and his department heads, Albany, in the Executive Chamber.

Includes creator's name in bottom right corner, but the name is illegible.",Albany (N.Y.),,,original filename: perkins_090074038.jpg,,,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/governor-roosevelt/with-governor-roosevelt,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/governor-roosevelt/governor-roosevelt,
1,348,0,photographs,,1938-08-12,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 61, FDR",Frances Perkins Papers,Washington (D.C.),,,,President Franklin Delano Roosevelt with Frances Perkins and Other on a Train,President Franklin Delano Roosevelt with Frances Perkins and Other on a Train,,,,,,"August 12, 1938",eng,"Roosevelt, Franklin D. (Franklin Delano), 1882-1945","Perkins, Frances, 1880-1965",,,,,,,,,,,,,,,,,,,,,,FDR w/ Frances Perkins and others,,,,original filename: perkins_090074036.jpg,original filename: perkins_090074037.jpg,,,,,,,,,,,1938-08-12,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,347,0,photographs,,1944-07-21,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 61, FDR",Frances Perkins Papers,,,,,"Fala, President Franklin Roosevelt's Dog, Listening to a Radio. Photograph and two captions","Fala, President Franklin Roosevelt's Dog, Listening to a Radio",Photograph and two captions,,,,,"July 21, 1944",eng,United States. President (1933-1945 : Roosevelt),"Roosevelt, Franklin D. (Franklin Delano), 1882-1945",,,,,,,,,,,,,,,,,,,,,,"In this photograph of Fala, kept by Perkins, President Roosevelt’s Scotty “bends an attentive ear to a portable radio on a railroad station platform at a Pacific Coast naval base as he listens to his master accepting a fourth term nomination.” Includes two captions.",Los Angeles (Calif.),,,original filename: perkins_090074033.jpg,original filename: perkins_090074034.jpg,original filename: perkins_090074035.jpg,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/life-in-washington,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/president-roosevelt,
1,346,0,photographs,,1935-08-15,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 61, FDR",Frances Perkins Papers,"White House (Washington, D.C.)",,,,President Franklin Delano Roosevelt signing the Social Security Bill. Photograph and caption,President Franklin Delano Roosevelt signing the Social Security Bill,Photograph and caption,,,,,"August 15, 1935",eng,United States. Social Security Act,United States. President (1933-1945 : Roosevelt),"Perkins, Frances, 1880-1965","Doughton, Robert Lee, 1863-1954","Wagner, Robert F. (Robert Ferdinand), 1877-1953","King, William Henry, 1863-1949","Lewis, David J. (David John), 1869-1952","Hill, Sam B. (Sam Billingsley), 1875-1958","Harrison, Pat, 1881-1941",Wide World,,,,,,,,,,,,,,"Photograph and caption of President Franklin Delano Roosevelt signing the Social Security Act.
Caption gives date of ""3-14-35"" for signing of the Act, although President Roosevelt signed the Act on 9-15-35",Washington (D.C.),,,original filename: perkins_090074031.jpg,original filename: perkins_090074032.jpg,,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/social-security/the-roots-of-social-security,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/social-security/social-security,
1,345,0,photographs,,1940-04-25,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 100, Envelope Unidentified",Frances Perkins Papers,Vinita (Okla.),,,,Secretary Perkins Investigates Mining Area. Photograph and caption,Secretary Perkins Investigates Mining Area,Photograph and caption,,,,,"April 25, 1940",eng,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,,,,,,,,,,The caption for this photograph is as follows: “Conflicting reports of housing and labor conditions in Oklahoma and Missouri mining areas brought Secretary of labor Frances Perkins to the district on a tour of inspection. She is shown [here] as she entered a mine shaft near here to examine working conditions under ground.”,Vinita (Okla.),Credit Line (Acme) East,,original filename: perkins_090074030.jpg,,,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/working-conditions/a-good-job,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/working-conditions/working-conditions,
1,344,0,photographs,printed ephemera,1938-03-04,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 100, Envelope Unidentified",Frances Perkins Papers,Washington (D.C.),,,,Labor Dept 25th Anniversary Celebration. Photograph and caption,Labor Dept 25th Anniversary Celebration,Photograph and caption,,,,,"March 4, 1938",eng,United States. Department of Labor,,,,,,,,,,,,,,,,,,,,,,,Labor Dept 25th,Washington (D.C.),,,original filename: perkins_090074029.jpg,,,,,,,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,343,0,photographs,,1941-03-29,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 100, Envelope Unidentified",Frances Perkins Papers,Richmond (Calif.),,,,Frances Perkins shakes hands with workers at Todd Shipyards,Frances Perkins shakes hands with workers at Todd Shipyards,,,,,,"March 29, 1941",eng,"Perkins, Frances, 1880-1965",Todd Shipyards Corporation,,,,,,,,,,,,,,,,,,,,,,"Frances Perkins wrote on the verso of the photograph above left: “The first view of Henry Kaiser’s latest Mud & hope.” His Richmond shipyard became famous for producing cargo ships, known as Liberty ships, on the average of one every 45 days, and by November, 1942, production had been cut to just 14 and ½ days.","Todd Shipyards (Richmond, Calif.)",,,original filename: perkins_090074028.jpg,,,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/trade-unions---strikes/trade-unions---strikes,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/trade-unions---strikes/trade-unions,
1,342,0,photographs,,1941-03-29,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 100, Envelope Unidentified",Frances Perkins Papers,Richmond (Calif.),,,,Frances Perkins visit to the Todd Shipyards,Frances Perkins visit to the Todd Shipyards,,,,,,"March 29, 1941",eng,"Perkins, Frances, 1880-1965",Todd Shipyards Corporation,,,,,,,,,,,,,,,,,,,,,,,"Todd Shipyards (Richmond, Calif.)",,,original filename: perkins_090074027.jpg,,,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/trade-unions---strikes/trade-unions,,
1,341,0,photographs,,1945-04-12,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 100, Envelope Unidentified",Frances Perkins Papers,Washington (D.C.),,,,President Harry Truman takes the Oath of Office,President Harry Truman takes the Oath of Office,,,,,,"April 12, 1945",eng,United States. President (1945-1953 : Truman),,,,,,,,,,,,,,,,,,,,,,,,Washington (D.C.),,,original filename: perkins_090074026.jpg,,,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/later-years/later-years,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/later-years/truman,
1,340,0,photographs,,1935,,questionable,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 100, Envelope Unidentified",Frances Perkins Papers,Washington (D.C.),,,,Wives of President Franklin Delano Roosevelt's Cabinet Members at Table,Wives of President Franklin Delano Roosevelt's Cabinet Members at Table,,,,,,1935?,eng,,,,,,,,,,,,,,,,,,,,,,,,Cabinet wives at table,,,,original filename: perkins_090074025.jpg,,,,,,,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,339,0,photographs,,1933,1945,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Box 150A,Frances Perkins Papers,Washington (D.C.),,,,"Photograph of the Cabinet Wives, Eleanor Roosevelt, and Frances Perkins","Photograph of the Cabinet Wives, Eleanor Roosevelt, and Frances Perkins",,,,,,between 1933 and 1945,eng,"Perkins, Frances, 1880-1965","Roosevelt, Eleanor, 1884-1962",,,,,,,,,,,,,,,,,,,,,,,Washington (D.C.),,,original filename: perkins_090074024.jpg,,,,,,,,,,"Gift of Susan Perkins Coggeshall, 1973",,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/life-in-washington,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/president-roosevelt,
1,338,0,photographs,,1943-03,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 100, Envelope Unidentified",Frances Perkins Papers,,,,,Photograph of Frances Perkins at Safety Costumes Conference,Photograph of Frances Perkins at Safety Costumes Conference,,,,,,March 1943,eng,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,,,,,,,,,,Frances Perkins photographed with female workers in various protective gear,,,,original filename: perkins_090074023.jpg,,,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/working-conditions/a-good-job,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/working-conditions/working-conditions,
1,337,0,photographs,,1943-01-07,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 100, Envelope Unidentified",Frances Perkins Papers,Washington (D.C.),,,,Franklin Delano Roosevelt delivering State of the Union,Franklin Delano Roosevelt delivering State of the Union,,,,,,"January 7th, 1943",eng,United States. President (1933-1945 : Roosevelt),"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,,,,,,,,,,Washington (D.C.),,,original filename: perkins_090074022.jpg,,,,,,,,,,"Gift of Susan Perkins Coggeshall, 1973",,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/life-in-washington,,
1,336,0,photographs,,1933,1945,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 100, Envelope Unidentified",Frances Perkins Papers,,,,,Frances Perkins at Lockheed,Frances Perkins at Lockheed,,,,,,between 1933 and 1945,eng,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,,,,,,,,,,Frances Perkins at Lockheed,,,,original filename: perkins_090074021.jpg,,,,,,,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,335,0,photographs,,1933,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 150A, Envelope Portraits",Frances Perkins Papers,New York,,,,Frances Perkins with Pen and Papers,Frances Perkins with Pen and Papers,,,,,,1933,eng,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,,,,,,,,,,Frances Perkins w/ pen & papers,New York,,,original filename: perkins_090074019.jpg,,,,,,,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,334,0,photographs,,1929,1933,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 150A, Envelope Portraits",Frances Perkins Papers,,,,,Frances Perkins and NBC microphone,Frances Perkins and NBC microphone,,,,,,1929-1933,eng,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,,,,,,,,,,"Sent to Perkins in an envelope postmarked 28 February 1933, this photograph would have been taken just as her appointment as Secretary for Labor was announced",,,,original filename: perkins_090074018.jpg,,,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/about/fyi,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/the-new-administration,
1,333,0,photographs,,1933,1945,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 150A, Envelope Frances Perkins Official Photos",Frances Perkins Papers,,,,,Photograph of Frances Perkins and President Franklin Delano Roosevelt,Photograph of Frances Perkins and President Franklin Delano Roosevelt,,,,,,between 1933 and 1945,eng,"Perkins, Frances, 1880-1965","Roosevelt, Franklin D. (Franklin Delano), 1882-1945",,,,,,,,,,,,,,,,,,,,,,,Washington (D.C.),,,original filename: perkins_090074017.jpg,,,,,,,,,,Gift of Frances Perkins,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/about/fyi,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/with-president-roosevelt,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/president-roosevelt
1,332,0,photographs,,1933,1945,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 150A, Envelope Frances Perkins Official Photos",Frances Perkins Papers,,,Date inferred from dates of Frances Perkins' term as Secretary of Labor.,,Frances Perkins with Portfolio,Frances Perkins with Portfolio,,,,,,between 1933 and 1945,eng,,,,,,,,,,,,,,,,,,,,,,,,Frances Perkins w/ portfolio,Washington (D.C.),,,original filename: perkins_090074016.jpg,,,,,,,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,331,0,photographs,,1933,1965,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 150A, Envelope Frances Perkins Official Photos",Frances Perkins Papers,,,Date inferred from dates of Frances Perkins' term as Secretary of Labor.,,Frances Perkins,Frances Perkins,,,,,,between 1933 and 1965,eng,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,,,,,,,,,,Portrait of Frances Perkins,Washington (D.C.)?,,,original filename: perkins_090074015.jpg,,,,,,,,,,,,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,,,
1,330,0,photographs,,1934,,questionable,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 150A, Envelope 3374",Frances Perkins Papers,,,,,Frances Jurkowitz,Frances Jurkowitz,,,,,,1934?,eng,"Jurkowitz, Frances",,,,,,,,,,,,,,,,,,,,,,,"When Perkins was appointed Secretary of Labor, she asked her loyal secretary, Frances Jurkowitz, known as Miss Jay, to come to Washington with her. A dedicated and very hard worker, Jay was sometimes over-protective of Perkins, resulting in feelings of resentment against her boss.",,,,original filename: perkins_090074014.jpg,,,,,,,,,,"Gift of Susan Perkins Coggeshall, 1973",,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/life-in-washington,,
1,329,0,photographs,,1911,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 150A, Envelope 3374",Frances Perkins Papers,,,,,Frances Perkins with telephone,Frances Perkins with telephone,,,,,,circa 1911,eng,"Perkins, Frances, 1880-1965",,,,,,,,,,,,,,,,,,,,,,,,New York,,,original filename: perkins_090074013.jpg,,,,,,,,,,"Gift of Susanna Perkins Coggeshall, 1973",,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/about/fyi,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/triangle-fire/trangle-fire,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/triangle-fire/consumers--league
1,328,0,photographs,,1932,,questionable,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 150A, Envelope 3374",Frances Perkins Papers,,,,,Mary Rumsey,Mary Rumsey,,,,,,1932?,eng,"Rumsey, Mary Harriman, 1881-1934",,,,,,,,,,,,,,,,,,,,,,,,,Harris & Ewing,,original filename: perkins_090074012.jpg,,,,,,,,,,"Gift of Susan Perkins Coggeshall, 1973",,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/president-roosevelt/life-in-washington,,
1,327,0,photographs,,1935-03-27,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 150A, Envelope Photos&Sculp",Frances Perkins Papers,San Francisco (Calif.),,,,Photograph of Frances Perkins at Golden Gate Bridge,Photograph of Frances Perkins at Golden Gate Bridge,,,,,,"March 27, 1935",eng,"Perkins, Frances, 1880-1965","Golden Gate Bridge (San Francisco, Calif.)",,,,,,,,,,,,,,,,,,,,,,"Frances Perkins is seen here inspecting the construction of the Golden Gate Bridge project in San Francisco, March 27, 1935.",San Francisco (Calif.),,,original filename: perkins_090074010.jpg,,,,,,,,,,"Gift of Susan Perkins Coggeshall, 1973",,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/trade-unions---strikes/trade-unions---strikes,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/trade-unions---strikes/trade-unions,
1,326,0,photographs,,1885,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,"Box 150A, Smaller oblong envelope",Frances Perkins Papers,Worchester (Mass.),,,,Frances Perkins as a child with her sister,Frances Perkins as a child with her sister,,,,,,1885,eng,"Perkins, Frances, 1880-1965","Perkins, Ethel",,,,,,,,Fitton,,,,,,,,,,,,,,"Photograph of Fanny at five years old, and her sister Ethel at four months old",,,,original filename: perkins_090074009.jpg,,,,,,,,,,"Gift of Susan Perkins Coggeshall, 1973",,,still image,Frances Perkins: The Woman Behind the New Deal,http://www.columbia.edu/cgi-bin/cul/resolve?lweb0136,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/early-years---family,https://exhibitions.cul.columbia.edu/exhibits/show/perkins/early-years---family/youth,
