_identifiers-1,_parent_digital_objects-1.identifier,_digital_object_type.string_key,note-2:note_type,note-2:note_value,note-3:note_type,note-3:note_value,title-1:title_non_sort_portion,title-1:title_sort_portion,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,omeka_identifier-1:omeka_identifier_value,collection-1:collection_term.value,collection-1:collection_term.uri,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_term.uri,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.authority,name-1:name_role-1.name_role_term.uri,name-1:name_usage_primary,name-2:name_term.value,name-2:name_term.name_type,name-2:name_term.authority,name-2:name_term.uri,name-2:name_role-1.name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_usage_primary,type_of_resource-1:type_of_resource_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,object_in_context_url-1:object_in_context_url_value,location-1:location_term.value,location-1:location_term.uri,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created-1:date_created_key_date,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,digital_origin-1:digital_origin_value,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.name_type,subject_name-4:subject_name_term.authority,subject_name-4:subject_name_term.uri,subject_name-5:subject_name_term.value,subject_name-5:subject_name_term.name_type,subject_name-5:subject_name_term.authority,subject_name-5:subject_name_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_geographic-2:subject_geographic_term.value,subject_geographic-2:subject_geographic_term.authority,subject_geographic-2:subject_geographic_term.uri,abstract-1:abstract_value,note-1:note_value,publisher-1:publisher_value,place_of_origin-1:place_of_origin_value,restriction_on_access-1:restriction_on_access_value,use_and_reproduction-1:use_and_reproduction_term.value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,_project.string_key
RBML_NYCCC_100131044,,item,,,,,,Report on Steam Fire Engines,230,20,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series VII: Correspondence, 1804-1979",2,subseries,"Subseries VII.3: Subject Files, 1804-1979",New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Addressee,marcrelator,http://id.loc.gov/vocabulary/relators/rcp,TRUE,,,,,,,,,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"November 6, 1856",1856-11-06,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,Fire engines,fast,http://id.worldcat.org/fast/00925305,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,"The Committee appointed at a meeting of the Chamber of Commerce held on the 2nd of October “to consult upon the best means for procuring the use of a Steam Fire Engine, and also to confer with the Directors of the Union Ferry Company as to the Fire Apparatus of their boats,” have directed their attention to the two matters embraced in the solution, and beg now to report:
	Before considering, however, the means of supply, your Committee have thought proper to inquire into the need of such an auxiliary to the fire department, and they find that in the lower part of the city, within a few years, dwelling houses have every where given way to spacious stores, deep and high, filled with the most costly merchandise; so that at the present time, the amount of property exposed to destruction bears a vastly greater proportion to the population of the district than hitherto.
	Should a fire break out at night, and not be subdued immediately, the want of men might be seriously felt. But despite every endeavor to subdue it, the conflagration will sometimes extend, and while the arm of man tires, the devouring element continually gathers strength. It needs then to be opposed by an agent as powerful and unwearying as itself, and the superiority of steam over manual labor, it is believed, may be made to appear as conspicuous and decided in this as in any other way. The value of such an agent is indeed obvious enough, but there are difficulties in the way of its application; the difficulty of acquiring a sufficient head of steam in a short time, and that of uniting safety with a sufficiently compact construction (new page).
	Your Committee have been called to discuss the working of an engine built by Messrs. Lee and Larned, which is considered to combine these properties more successfully than any other, and yet during the experiment witnessed by them, the requisite head of steam was not maintained owing to some temporary malfunction. Good results are said to have been obtained in Cincinnati, Louisville, and New Orleans – such as to warrant your Committee in urging by their recommendation the introduction of similar machines here. If important any where, they are so in the city of New York, and especially in the lower wards. If in the places referred to merchants and boards of trade have contributed to so important an acquisition, and the need of such a stimulus is felt by our Common Council, the example is worthy of imitation, an your Committee commend it to the consideration of the Fire Companies, who have a direct interest in the matter.
	The Union Ferry Company, alive to the importance of this subject, have, it appears, in addition to the ordinary fire department of their boats, recently added two Steam Fire Engines, constructed especially with reference to the extinguishment of fires amongst the sipping and along the shore. Communicating with the water through the bottom of the boat, and with cylinders so large that they can be worked with a pressure of five pounds to the inch, these Engines are always in readiness for action, and in many cases have proved their efficiency. Five copious streams of water can be ejected simultaneously from one boat, and the strength of the hose yields before the power of the Engine is exhausted. Through the courtesy of the Directors of the Ferry Company, your Committee have been permitted to witness the (new page) operation of one of these pumps, and they were much impressed with the importance of the application. Nothing but the expense prevents the extension of it to the other boats of the Company. The cost in each of engine + hose would not exceed $2000 or about one fourth the price of a fire engine on shore.
	But the advantages of ferry boats as an auxiliary to the fire department are manifold. Always warm and receiving water from beneath out of the reach of ice, they are available in the coldest weather, when hydrants and hose are sometimes rendered useless. Fully manned, with pilots ever on the watch, possessing within themselves the means of locomotion, and ready on the instant to repair to points and places otherwise inaccessible, they have at the same time the power to withdraw ships exposed to peril to a place of safety. In the outlay incurred by the company, your Committee believe the Directors have been moved by a simple desire to serve the public. They are understood to be willing to render still invaluable and gratuitous service, and to extend their mans of usefulness by adding new pumps to other boats, if those who are to be benefited will bear the necessary expense. 
	They cannot of course subject their boats to the control of the Corporation of New York, or Brooklyn, nor pledge any assistance that is incompatible with the paramount duty of keeping the communication between the two cities always open, yet, under all necessary limitations, your Committee cannot fail to recognize the importance of securing the cooperation of such an agency for the protection of our shipping. A million of dollars have been destroyed in a single night and if timely measures are not adopted, a similar loss of property may again occur amongst the shipping at our wharves. 
	The Marine Companies of this City are interested in the adoption of every measure that will tend to the preservation of property in the harbor; and your Committee feel that they will have performed an important duty, if they succeed through the action of this chamber, in commending their attention to that now considered.

Respectfully submitted, ",,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131044_001,RBML_NYCCC_100131044,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131044,filename,httpwwwcolumbia_e145d8dd8c.educgi-binculdevdlo2obj=rbml_nyccc_100131044,,[Page 1],,,2722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/building/fire_engines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131044_002,RBML_NYCCC_100131044,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131044a,filename,httpwwwcolumbia_29109f7f86.educgi-binculdevdlo2obj=rbml_nyccc_100131044a,,[Page 2],,,2723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131044_003,RBML_NYCCC_100131044,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131044b,filename,httpwwwcolumbia_086ee0190b.educgi-binculdevdlo2obj=rbml_nyccc_100131044b,,[Page 3],,,2724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131044_004,RBML_NYCCC_100131044,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131044c,filename,httpwwwcolumbia_c07d3c34d6.educgi-binculdevdlo2obj=rbml_nyccc_100131044c,,[Page 4],,,2725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131043,,item,,,,,,"Letter from Governor Frank S. Black to Alexander E. Orr Regarding New York State Defense, June 1, 1898",230,12,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series VII: Correspondence, 1804-1979",2,subseries,"Subseries VII.3: Subject Files, 1804-1979 ","Black, Frank S. (Frank Swett), 1853-1913",personal,naf,http://id.loc.gov/authorities/names/no2020120888,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,"Orr, Alexander Ector, 1831-1914",personal,naf,http://id.loc.gov/authorities/names/nr96028732,Addressee,marcrelator,http://id.loc.gov/vocabulary/relators/rcp,,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"June 1, 1898",1898-06-01,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,Military readiness,fast,http://id.worldcat.org/fast/01021419,,,,,,,New York (State),naf,http://id.loc.gov/authorities/names/n80126293,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131043_001,RBML_NYCCC_100131043,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131043,filename,httpwwwcolumbia_91569ba8e3.educgi-binculdevdlo2obj=rbml_nyccc_100131043,,Page 1,,,2720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/politics/spanish_war,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131043_002,RBML_NYCCC_100131043,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131043a,filename,httpwwwcolumbia_180c89b1f5.educgi-binculdevdlo2obj=rbml_nyccc_100131043a,,Page 2,,,2721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131042,,item,,,,,,"Letter Regarding the Debts of the Southern States, November 13, 1861",230,10,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series VII: Correspondence, 1804-1979",2,subseries,"Subseries VII.3: Subject Files, 1804-1979",New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,"Lincoln, Abraham, 1809-1865",personal,naf,http://id.loc.gov/authorities/names/n79006779,Addressee,marcrelator,http://id.loc.gov/vocabulary/relators/rcp,,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"November 13, 1861",1861-11-13,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,"Debts, Public",fast,http://id.worldcat.org/fast/00888850,,,,,,,Southern States,lcsh,http://id.loc.gov/authorities/subjects/sh85125633,,,,,"Debts of the Southern States

				Chamber of Commerce, New York, Nov. 13, 1861

	To his Excellency Abraham Lincoln,
			President of the U. States,

	The Memorial of the Chamber of Commerce of the State of New York respectfully represents that the subject now held under consideration by your Excellency, touching the power and jurisdiction of the Provost Judge of Alexandria in certain actions of debt brought before him, involves questions of the deepest import to the mercantile interests of the country. Citizens of states now in rebellion owe to citizens of loyal states a commercial debt estimated at little less than $200.000.000. At present there are no means of collecting any portion of these debts, nor can there be until the authority of the United States government is reestablished in the rebellious states. In fact these states have made the payment of any such debt a criminal offence of the highest grade, and they have also provided by law for their confiscation and appropriation to the uses of the rebel government.
	Under these circumstances the unfortunate creditors are constrained to look to their government for relief. They are aware that government can grant this relief only in the degree in which its authority is reestablished; but to that extent (new page) they feel that they have a right to claim, on the grounds of justice and sound policy, its friendly and earnest interposition. The restoration of United States authority will follow the march of the federal army, and must thus be accomplished by degrees. It has already commenced. The district of Alexandria, in the State of Virginia, is now within the lines of the federal army. No civil authority exists there, but a Military Governor has been appointed and a Provost Court established. Your memorialists respectfully submit that, under such circumstances, it is an imperative necessity that these military authorities should exercise all the functions of local government. A state of war does not destroy the social relations of men; and unless there exists in its immediate presence some kind of authority to protect  the rights of person and property and to enforce the obligations of contract, it would leave no traces of property behind it to satisfy the claims of creditors or others.  
	It is therefore of the highest importance that loyal citizens should have means of enforcing their claims against debtors in reconquered districts during the transition stat when the military is the only existing power. If their legal rights be postponed until the reestablishment of civil tribunals it is not (new page) likely that any property will be found to satisfy their claims. The chances are that most of it will have been appropriated to disloyal purposes. 
	Again, the honest and loyal debtor in the reconquered district, who should desire to prosecute his business and pay his debts, would find himself greatly embarrassed by the crushing competition of disloyalists and others intending to put their creditors at defiance. This very difficulty, it is said has already been felt at Alexandria.
	The political effect of this temporary immunity, if it were granted to rebel debtors, could not fail to prove most injurious to the federal cause; for it could scarcely be expected that rebels would become loyal when loyalty would deprive them of a plausible ground for refusing to satisfy the just demands of their creditors. The immunity, in short, would be equivalent to paying a premium for treason. 
	For the reasons stated your memorialists deem it essential to justice and to the early suppression of this wicked rebellion, as well as due to the mercantile interest of the country which has sustained the government with such patriotic zeal and liberality, that the action of the Provost (new page) Court at Alexandria should be sustained by the Administration; and that it should also be the invariable practice to establish such courts with plenary power in civil causes in every district that falls into the military possession of the U. States government. It is said that the practice of this government in California for some two years after that territory came into its possession afforded a precedent for the adoption of this policy. But whether this be so or not, there can be no doubt but justice and expediency (new page) alike demand its adoption in the present exigency. The rules and usages of war and governed by the necessities that exist in its actual presence subject only to such restraints as justice, mercy and other principles of Christianity impose. It will infringe none of these to compel the disloyal debtor to appropriate his property to the payment of debts justly due to loyal creditors.
	Your memorialists, therefore, respectfully urge your Excellency to sanction the action of the Alexandria Court, and to establish similar tribunals wherever the federal army establishes its authority in a rebellious city or district.
 

",,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131042_001,RBML_NYCCC_100131042,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131042,filename,httpwwwcolumbia_71066b454d.educgi-binculdevdlo2obj=rbml_nyccc_100131042,,[Page 1],,,2715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/crisis/debts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131042_002,RBML_NYCCC_100131042,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131042a,filename,httpwwwcolumbia_3ecb705036.educgi-binculdevdlo2obj=rbml_nyccc_100131042a,,[Page 2],,,2716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131042_003,RBML_NYCCC_100131042,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131042b,filename,httpwwwcolumbia_db34b82935.educgi-binculdevdlo2obj=rbml_nyccc_100131042b,,[Page 3],,,2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131042_004,RBML_NYCCC_100131042,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131042c,filename,httpwwwcolumbia_c03449815e.educgi-binculdevdlo2obj=rbml_nyccc_100131042c,,[Page 4],,,2718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131042_005,RBML_NYCCC_100131042,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131042d,filename,httpwwwcolumbia_e4d1a58cba.educgi-binculdevdlo2obj=rbml_nyccc_100131042d,,[Page 5],,,2719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131041,,item,,,,,,"Memorial on Law of Nonresident Debtors, Letter, April 5, 1839",230,9,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series VII: Correspondence, 1804-1979",2,subseries,"Subseries VII.3: Subject Files, 1804-1979 ",New York Chamber of Commerce,corporate,naf,http://id.loc.gov/authorities/names/n50003293,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,,,,,,,,,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"April 5, 1839",1839-04-05,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,Debtor and creditor,fast,http://id.worldcat.org/fast/00888809,,,,,,,,,,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131041_001,RBML_NYCCC_100131041,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131041,filename,httpwwwcolumbia_0d77e59075.educgi-binculdevdlo2obj=rbml_nyccc_100131041,,[Page 1],,,2712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/building/harbor1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131041_002,RBML_NYCCC_100131041,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131041a,filename,httpwwwcolumbia_20ec9d1e10.educgi-binculdevdlo2obj=rbml_nyccc_100131041a,,[Page 2],,,2713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131041_003,RBML_NYCCC_100131041,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131041b,filename,httpwwwcolumbia_b32d7153af.educgi-binculdevdlo2obj=rbml_nyccc_100131041b,,[Page 3],,,2714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131040,,item,,,,,,Some Suggestions for the Business Community Concerning Defense Planning,285,10,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series VI: Committees, 1822-1972",2,subseries,"Subseries VI.2: General Committees, 1822-1973 ",New York Chamber of Commerce. Committee on National Security,corporate,naf,http://id.loc.gov/authorities/names/no2020121489,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,,,,,,,,,text,documents,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003185,,,,reports,aat,http://vocab.getty.edu/aat/300027267,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"July 17, 1950",1950-07-17,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,National security,fast,http://id.worldcat.org/fast/01033711,Emergency management--Planning,fast,http://id.worldcat.org/fast/00908521,,,,United States,naf,http://id.loc.gov/authorities/names/n78095330,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,
RBML_NYCCC_100131040_001,RBML_NYCCC_100131040,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131040,filename,httpwwwcolumbia_3703dbbfb3.educgi-binculdevdlo2obj=rbml_nyccc_100131040,,[Page 1],,,2710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/, 
RBML_NYCCC_100131040_002,RBML_NYCCC_100131040,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131040a,filename,httpwwwcolumbia_826ae83efb.educgi-binculdevdlo2obj=rbml_nyccc_100131040a,,[Page 2],,,2711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-site Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/, 
RBML_NYCCC_100131039,,item,,,,,,"Telegram from H. Hobart Porter to Charles T. Gwynne, October 2, 1918",259,6,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series VI: Committees, 1822-1972",2,subseries,"Subseries VI.2: General Committees, 1822-1973","Porter, H. Hobart",personal,naf,http://id.loc.gov/authorities/names/no2020121495,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,"Gwynne, Charles T.",personal,,,Addressee,marcrelator,http://id.loc.gov/vocabulary/relators/rcp,,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,,,,telegrams,aat,http://vocab.getty.edu/aat/300026909,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"October 2, 1918",1918-10-02,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,Water-power,fast,http://id.worldcat.org/fast/01172317,Water--Law and legislation,fast,http://id.worldcat.org/fast/01171236,,,,United States,naf,http://id.loc.gov/authorities/names/n78095330,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/, 
RBML_NYCCC_100131039_001,RBML_NYCCC_100131039,asset,original filename,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=RBML_NYCCC_100131039,filename,httpwwwcolumbia_2cab305e32.educgi-binculdevdlo2obj=rbml_nyccc_100131039,,"Telegram from H. Hobart Porter to Charles T. Gwynne, October 2, 1918",,,2709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/nyccc/conservation/flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
RBML_NYCCC_100131038,,item,,,,,,Letter from Howard Finney to H. Hobart Porter Regarding Lake George State Park,259,6,,New York Chamber of Commerce and Industry Records,http://id.library.columbia.edu/term/33a77de2-f4e2-4eec-ba82-07920d9ae22b,1,series,"Series VI: Committees, 1822-1972",2,subseries,"Subseries VI.2: General Committees, 1822-1973","Finney, Howard",personal,,,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,TRUE,"Porter, H. Hobart",personal,naf,http://id.loc.gov/authorities/names/no2020121495,Addressee,marcrelator,http://id.loc.gov/vocabulary/relators/rcp,,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"April 25, 1923",1923-04-25,,,TRUE,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,reformatted digital,,,,,,,,,,,,,,,,,,,,,Environmental protection,fast,http://id.worldcat.org/fast/00913324,,,,,,,"George, Lake (N.Y. : Lake)",lcsh,http://id.loc.gov/authorities/subjects/sh85054196,,,,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,
