identifier_omeka,item - public,item - featured,note,form,keyDate_start,dateQualifier,digitalOrigin,physicalLocation,relatedItem_collection,languageOfCataloging,shelfLocator,place,place 2,name_primary,dateCreated,title,language,abstract,subject_topic,accessCondition,publisher,identifier_clio,source,note_filename,	typeOfResource,relatedItem_Project,location_url_ObjectInContext,note_ownership,rightsHolder
6924,1,0,photostatic copy of holograph manuscript; used for rental library publication|original filename: 120119071.tif,manuscripts|music,1983 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 37, Folder 4",,"New York, New York","Kay, Ulysses, 1917-1995|Dorr, Donald",1983,"Frederick Douglass: piano reduction, page 328",eng,"Frederick Douglass, Opera in three acts: Piano Reduction, Act III, page 328

Carl Fischer rental library copy",,Ulysses Kay Estate,Carl Fischer Inc. ,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119071.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---still-in-,,
6923,1,0,photostatic copy of holograph manuscript; used for rental library publication|original filename: 120119070.tif,manuscripts|music,1983 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 37, Folder 4",,"New York, New York","Kay, Ulysses, 1917-1995|Dorr, Donald",1983,"Frederick Douglass: piano reduction, page 327",eng,"Frederick Douglass, Opera in three acts: Piano Reduction, Act III, page 327

Carl Fischer rental library copy",,Ulysses Kay Estate,Carl Fischer Inc. ,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119070.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---still-in-,,
6922,1,0,photostatic copy of holograph manuscript; used for rental library publication|original filename: 120119069.tif,manuscripts|music,1983 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 37, Folder 4",,"New York, New York","Kay, Ulysses, 1917-1995|Dorr, Donald",1983,"Frederick Douglass: piano reduction, page 326",eng,"Frederick Douglass, Opera in three acts: Piano Reduction, Act III, page 326

Carl Fischer rental library copy",,Ulysses Kay Estate,Carl Fischer Inc. ,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119069.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---still-in-,,
6921,1,0,photostatic copy of holograph manuscript; used for rental library publication|original filename: 120119068.tif,manuscripts|music,1983 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 37, Folder 4",,"New York, New York","Kay, Ulysses, 1917-1995|Dorr, Donald",1983,"Frederick Douglass: piano reduction, page 325",eng,"Frederick Douglass, Opera in three acts: Piano Reduction, Act III, page 325

Carl Fischer rental library copy",,Ulysses Kay Estate,Carl Fischer Inc. ,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119068.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---still-in-,,
6920,1,0,photostatic copy of holograph manuscript; used for rental library publication|original filename: 120119067.tif,manuscripts|music,1983 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 37, Folder 4",,"New York, New York","Kay, Ulysses, 1917-1995|Dorr, Donald",1983,"Frederick Douglass: piano reduction, page 324",eng,"Frederick Douglass, Opera in three acts: Piano Reduction, Act III, page 324

Carl Fischer rental library copy",,Ulysses Kay Estate,Carl Fischer Inc. ,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119067.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---still-in-,,
6919,1,0,photostatic copy of holograph manuscript; used for rental library publication|original filename: 120119066.tif,manuscripts|music,1983 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 37, Folder 2",,"New York, New York","Kay, Ulysses, 1917-1995|Dorr, Donald",1983,"Frederick Douglass: piano reduction, The Story, part 1 (unnumbered pages)",eng,"Frederick Douglass, Opera in three acts: Piano Reduction, Act I, Verso, Title page, The Story

Carl Fischer rental library copy",,Ulysses Kay Estate,Carl Fischer Inc. ,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119066.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---score,,
6918,1,0,photostatic copy of holograph manuscript; used for rental library publications|original filename: 120119065.tif,manuscripts|music,1983 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 37, Folder 2",,"New York, New York","Kay, Ulysses, 1917-1995|Dorr, Donald",1983,"Frederick Douglass: piano reduction, title page (unnumbered pages)",eng,"Frederick Douglass, Opera in three acts: Piano Reduction, Act I, Title page

Carl Fischer rental library copy",,Ulysses Kay Estate,Carl Fischer Inc. ,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119065.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---score,,
6917,1,0,photostatic copy of holograph manuscript; used as rental library publication|original filename: 120119064.tif,manuscripts|music,1983 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 37, Folder 2",,"New York, New York","Kay, Ulysses, 1917-1995|Dorr, Donald",1983,"Frederick Douglass: piano reduction, page 1",eng,"Frederick Douglass, Opera in three acts: Piano Reduction, Act I, page 1",,Ulysses Kay Estate,"Carl Fischer, Inc.",,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119064.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---score,,
6916,1,0,photostatic copy of holograph manuscript; used as rental library publication|original filename: 120119063.tif,manuscripts|music,1983 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 37, Folder 2",,"New York, New York","Kay, Ulysses, 1917-1995|Dorr, Donald",1983,"Frederick Douglass: piano reduction, The Story, part 2, and The Orchestra (unnumbered pages)",eng,"Frederick Douglass, Opera in three acts: Piano Reduction, Act I, continuation The Story, and The Orchestra

Carl Fischer rental library copy",,Ulysses Kay Estate,"Carl Fischer, Inc.",,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119063.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---score,,
6915,1,0,photostatic copy of holograph manuscript; used as rental library publication|original filename: 120119062.tif,manuscripts|music,1983 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 37, Folder 2",,"New York, New York","Kay, Ulysses, 1917-1995|Dorr, Donald",1983,"Frederick Douglass: piano reduction, Cast (unnumbered pages)",eng,"Frederick Douglass, Opera in three acts: Piano Reduction, Act I, Cast list

Carl Fischer rental library copy",,Ulysses Kay Estate,"Carl Fischer, Inc.",,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119062.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---score,,
6914,1,0,manuscript|original filename: 120119061.tif,manuscripts,1953,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,,"Box 8, Folder 8",,,"Kay, Ulysses, 1917-1995",1953,"Four Inventions: Score, page 7",,Piano,,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119061.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,,,
6913,1,0,manuscript|original filename: 120119060.tif,manuscripts,1953,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,,"Box 8, Folder 8",,,"Kay, Ulysses, 1917-1995",1953,"Four Inventions: Score, page 3",,Piano,,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119060.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,,,
6912,1,0,manuscript|original filename: 120119059.tif,manuscripts,1953 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 8, Folder 8",,,"Kay, Ulysses, 1917-1995",1953,"Four Inventions, page 1",eng,"Score, for piano",,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119059.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/keyboard-music/four-inventions-for-piano,,
6911,1,0,original filename: 120119058.tif,manuscripts,1962 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 19, Folder 10",,,"Kay, Ulysses, 1917-1995",1962,"Forever free: a Lincoln chronicle manuscript, title page",eng,Score for Band; Commissioned by Broadcast Music for the United States Civil War Centennial Commission,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119058.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/band-music/forever-free,,
6910,1,0,original filename: 120119057.tif,manuscripts,1962 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 19, Folder 10",,,"Kay, Ulysses, 1917-1995",1962,"Forever free: a Lincoln chronicle manuscript, performance notes",eng,Score for Band; Commissioned by Broadcast Music for the United States Civil War Centennial Commission,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119057.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/band-music/forever-free,,
6909,1,0,original filename: 120119056.tif,manuscripts,1962 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 19, Folder 10",,,"Kay, Ulysses, 1917-1995",1962,"Forever free: a Lincoln chronicle manuscript, page 16",eng,Manuscript score of music for band; Commissioned by Broadcast Music for the United States Civil War Centennial Commission and the 100th anniversary of the issuance of the Emancipation Proclamation,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119056.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/band-music/forever-free,,
6908,1,0,original filename: 120119055.tif,manuscripts,1962 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 19, Folder 10",,,"Kay, Ulysses, 1917-1995",1962,"Forever free: a Lincoln chronicle manuscript, page 15",eng,Manuscript score of music for band; Commissioned by Broadcast Music for the United States Civil War Centennial Commission and the 100th anniversary of the issuance of the Emancipation Proclamation,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119055.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/band-music/forever-free,,
6907,1,0,original filename: 120119054.tif,manuscripts,1962 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 19, Folder 10",,,"Kay, Ulysses, 1917-1995",1962,"Forever free: a Lincoln chronicle manuscript, page 10",eng,Manuscript score of music for band; Commissioned by Broadcast Music Inc. for the U.S. Civil War Centennial Commission and the 100th anniversary of the issuance of the Emancipation Proclamation,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119054.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/band-music/forever-free,,
6906,1,0,original filename: 120119053.tif,manuscripts,1962 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 19, Folder 10",,,"Kay, Ulysses, 1917-1995",1962,"Forever free: a Lincoln chronicle manuscript, page 1",eng,Manuscript score of music for band; Commissioned by Broadcast Music for the United States Civil War Centennial Commission and the 100th anniversary of the issuance of the Emancipation Proclamation,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119053.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/band-music/forever-free,,
6905,1,0,photostat of holograph manuscript|original filename: 120119052.tif,manuscripts,1984,approximate,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,,"Box 35, Folder 7",,,"Kay, Ulysses, 1917-1995",1984,"Five Winds: Full score, title page",,Woodwind quintet,,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119052.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,,,
6904,1,0,photostat of holograph manuscript|original filename: 120119051.tif,manuscripts,1984,approximate,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,,"Box 35, Folder 7",,,"Kay, Ulysses, 1917-1995",1984,"Five Winds: Full score, page 1",,Woodwind quintet,,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119051.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,,,
6903,1,0,photostat with holograph manuscript|original filename: 120119050.tif,manuscripts|music,1971 ,inferred,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 28, Folder 5",,,"Kay, Ulysses, 1917-1995",1971,"Five Portraits: proof for full score, page 2",eng,Score for violin and piano; Commissioned by the McKim Fund in The Library of Congress,,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119050.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/chamber-music/five-portraits-for-violin-and-,,
6902,1,0,holograph manuscript|original filename: 120119049.tif,manuscripts,1971-09-21 ,ex,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 28, Folder 1",,,"Kay, Ulysses, 1917-1995","September 21, 1971","Five Portraits: matrix, 12-tone, page 2",eng,"Score for Violin and Piano; matrix, 12-tone; Commissioned by the McKim Fund in The Library of Congress",,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119049.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/chamber-music/five-portraits-for-violin-and-,,
6901,1,0,holograph manuscript|original filename: 120119048.tif,manuscripts,1971-09-21 ,ex,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 28, Folder 1",,,"Kay, Ulysses, 1917-1995","September 21, 1971","Five Portraits: matrix, 12-tone, page 1",eng,"Score for Violin and Piano; matrix, 12-tone; Commissioned by the McKim Fund in The Library of Congress",,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119048.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/chamber-music/five-portraits-for-violin-and-,,
6900,1,0,holograph manuscript|original filename: 120119047.tif,manuscripts,1971-07-03 ,inferred,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 28, Folder 2",,,"Kay, Ulysses, 1917-1995","July 3, 1971","Five Portraits: full sketch, page 1",eng,Score for violin and piano; Commissioned by the McKim Fund in The Library of Congress,,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119047.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/chamber-music/five-portraits-for-violin-and-,,
6899,1,0,holograph manuscript|original filename: 120119046.tif,manuscripts,1973-04-16 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 28, Folder 9",,,"Kay, Ulysses, 1917-1995","April 16, 1973","First Nocturne, page 1",eng,Score for piano; Commissioned by Mrs. Eric Stein,,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119046.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/keyboard-music/nocturnes-for-piano,,
6898,1,0,holograph manuscript|original filename: 120119045.tif,manuscripts,1973,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,,"Box 28, Folder 7",,,"Kay, Ulysses, 1917-1995",1973,"First Nocturne for Piano: Matrix, 12-tone, page 2",,Piano; Commissioned by Mrs. Eric Stein,,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119045.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,,,
6897,1,0,holograph manuscript|original filename: 120119044.tif,manuscripts,1973-01-26 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 28, Folder 7",,,"Kay, Ulysses, 1917-1995","January 26, 1973","First Nocturne for Piano: Matrix, 12-tone, page 1",eng,Score for piano; Commissioned by Mrs. Eric Stein,,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119044.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/keyboard-music/nocturnes-for-piano,,
6896,1,0,holograph manuscript|original filename: 120119043.tif,manuscripts,1984 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 35, Folder 2",,,"Kay, Ulysses, 1917-1995",1984,"Festival Psalms, page 1",eng,"Chorus score, for chorus (SATB), solo baritone, piano",,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119043.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/festival-psalms,,
6895,1,0,original filename: 120119042.tif,music,1966 ,inferred,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 59,,"New York, New York","Kay, Ulysses, 1917-1995",1966,"Fantasy Variations, page 5",eng,Printed score of Fantasy Variations by Ulysses Kay,,,Leeds Music Corporation,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119042.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/fantasy-variations,,
6894,1,0,original filename: 120119041.tif,music,1966 ,inferred,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 59,,"New York, New York","Kay, Ulysses, 1917-1995",1966,"Fantasy Variations, page 4",eng,Printed score of Fantasy Variations by Ulysses Kay,,,Leeds Music Corporation,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119041.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/fantasy-variations,,
6893,1,0,original filename: 120119040.tif,music,1966 ,inferred,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 59,,"New York, New York","Kay, Ulysses, 1917-1995",1966,"Fantasy Variations, page 3",eng,Printed score of Fantasy Variations by Ulysses Kay,,,Leeds Music Corporation,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119040.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/fantasy-variations,,
6892,1,0,original filename: 120119039.tif,music,1966 ,inferred,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 59,,"New York, New York","Kay, Ulysses, 1917-1995",1966,"Fantasy Variations, page 2",eng,Printed score of Fantasy Variations by Ulysses Kay,,,Leeds Music Corporation,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119039.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/fantasy-variations,,
6891,1,0,original filename: 120119038.tif,music,1966 ,inferred,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,Box 59,,"New York, New York","Kay, Ulysses, 1917-1995",1966,"Fantasy Variations, page 1",eng,Printed score of Fantasy Variations by Ulysses Kay,,,Leeds Music Corporation,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119038.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/fantasy-variations,,
6890,1,0,holograph manuscript|original filename: 120119037.tif,manuscripts,1967 1968,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 1, Folder 1",,,"Kay, Ulysses, 1917-1995",between 1967 and 1968,"Ulysses Kay Music Composition Diary 1949-1990, 1967-1968, unnumbered pages",eng,"Details trips to Long Beach, Davis California; Phoenix, Tempe Arizona; Evanston Illinois; Englewood New Jersey; New Haven, Connecticut; among other places in New York state, Atlanta, Chicago, etc. Also lists teaching position offers from various universities.",,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119037.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/biography-and-kay-family/diaries,Ulysses Kay Estate,
6889,1,0,holograph manuscript|original filename: 120119036.tif,manuscripts,1976 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 1, Folder 1",,,"Kay, Ulysses, 1917-1995",1976,"Ulysses Kay Music Composition Diary 1949-1990, 1976, unnumbered pages",eng,"In these two pages, Kay kept track of the progress of ""Jubliee,"" his first three-act opera, based on a novel by Margaret Walker, with a libretto by Donald Dorr. It was premiered by Opera/South on November 19, 1977, Paul Freeman conducting.",Jubilee (musical composition),,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119036.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/biography-and-kay-family/diaries,Ulysses Kay Estate,
6888,1,0,original filename: 120119035.tif,manuscripts,1958 1959,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 1, Folder 1",,,"Kay, Ulysses, 1917-1995",between 1958 and 1959,"Ulysses Kay Music Composition Diary 1949-1990, 1958-1959, unnumbered pages",eng,"""Trip to U.S.S.R."" Ulysses Kay's Music Diary, 1949-1990: years 1958-59 detail his trip to the U.S.S.R., as well as other places in the United States",,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119035.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/state-department-mission-to-u-/u-s-s-r--trip,Ulysses Kay Estate,
6887,1,0,holograph manuscript|original filename: 120119034.tif,manuscripts,1980 1985,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 1, Folder 2",,,"Kay, Ulysses, 1917-1995",between 1980 and 1985,"Ulysses Kay Music Composition Diary 1976-1991, Frederick Douglass, unnumbered pages",eng,"In this notebook, Kay kept track of the progress made on his last major work, the three-act opera ""Frederick Douglass,"" also with a libretto by Donald Dorr. It was premiered by the New Jersey State Opera on April 14, 1991, with Kevin Maynor in the role of Frederick Douglass, and Alfredo Silipigni conducting.",,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119034.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/biography-and-kay-family/diaries,Ulysses Kay Estate,
6886,1,0,holograph manuscript|original filename: 120119033.tif,manuscripts,1976 1991,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 1, Folder 2",,,"Kay, Ulysses, 1917-1995",between 1976 and 1991,"Ulysses Kay Music Composition Diary 1976-1991, Operas, unnumbered pages",eng,List of Operas: the Boor (1955); the Juggler of Our Lady (1956); the Capitoline Venus (1970); Jubilee (1974-76); Frederick Douglass (1980-1985); information on the premiere of Frederick Douglass,,Ulysses Kay Estate,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119033.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---creation,,
6885,1,0,holograph manuscript|original filename: 120119032.tif,manuscripts,1953 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 6, Folder 9",,,"Kay, Ulysses, 1917-1995",1953,"Suite from the ballet Danse Calinda: Scene II, page 1",eng,Piano reduction score of the suite from Scene II of the ballet Danse Calinda by Ulysses Kay,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119032.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/ballet-music/danse-calinda,Ulysses Kay Estate,
6884,1,0,holograph manuscript|original filename: 120119031.tif,manuscripts,1940 ,exact,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 6, Folder 8",,,"Kay, Ulysses, 1917-1995",1940,"Danse Calinda Scene 1: piano reduction, page 1",eng,Piano reduction of the suite in scene 1 of Danse Calinda by UIysses Kay,,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119031.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/ballet-music/danse-calinda,Ulysses Kay Estate,
6883,1,0,typescript|original filename: 120119030.tif,manuscripts,1940 ,approximate,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 1, Folder 3",,,"Kay, Ulysses, 1917-1995|Torrence, Ridgely, 1875-1950",circa 1940,Danse Calinda synopsis,eng,"Theater orchestra; Danse Calinda by Ridgely Torrence, spelled Ridgley Torrence on item",,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119030.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/ballet-music/danse-calinda,,
6882,1,0,original filename: 120119029.tif,manuscripts,1958 ,inferred,Reformatted Digital,"Rare Book and Manuscript Library, Columbia University",Ulysses Kay Papers,eng,"Box 4, Folder 7","New York, New York",,"Kay, Ulysses, 1917-1995|WNET (Television station : New York, N.Y.)",1958,"New York: City of Magic Shot list, page 22",eng,"Ulysses Kay's television score, ""New York: City of Magic"" was commissioned and produced by WNET, Channel 13, New York City in 1958. Running time 40 minutes, the pages shown here contain the list of shots that were chosen for the film.",,,,,,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119029.jpg,Still Image,Ulysses Kay: Twentieth Century Composer,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/city-of-magic,,
