relatedItem_collection,name 1,nameType 1,nameRelator 1,name_authority 1,name_authority_identifier 1,name 2,nameType 2,nameRelator 2,name_authority 2,name_authority_identifier 2,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,item - featured,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,location_url_ObjectInContext 2,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note_filename,digitalOrigin,extent,form,form_authority,item - public,place 1,place_authority 1,place_authority_identifier 1,place 2,place_authority 2,place_authority_identifier 2,place 3,place_authority 3,place_authority_identifier 3,place 4,place_authority 4,place_authority_identifier 4,relatedItem_Project,projectURL,note_ownership,publisher 1,publisher 2,languageOfCataloging,note_relatedItem,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_name,subject_name_authority,subject_name_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,title_nonsort,title,identifier_title,partName,title2,title2_type
,"Ramsay, Allan, 1686-1758",,,,,,,,,,1856,,,1856,,0,CLIO_2547266,4814,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4814,,NNC-RB,marcorg,,,,GBF026.600.JPG,reformatted digital,,books,,1,Edinburgh,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Coleman O. Parsons,Adam and Charles Black,,eng,,,,,,,,,,,,,,,,,,Gentle Shepherd: A Pastoral Comedy,,Cover,,
,"Judson, Emily C. (Emily Chubbuck), 1817-1854",,,,,,,,,,1852,,,1852,"New Revised Edition, with Notes by the Author.",0,CLIO_6123345,4812,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4812,,NNC-RB,marcorg,,,,GBF024.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Lewis Colby,,eng,,,,,,,,,,,,,,,,,,Memoir of Sarah B. Judson of the American Mission to Burmah,,Cover,,
,"Stowe, Harriet Beecher, 1811-1896",,,,,"Bullen, George, 1816-1894",,,,,1888,,,1888,"New Edition, with a Bibliography of the Work by George Bullen, Together with an Introductory Account of the Work.",0,CLIO_5568354,4811,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4811,,NNC-RB,marcorg,,,Illustrations of the Work by George Bullen,GBF023.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,"Gift of Susan Gordon Ross and Donald J. Gordon in memory of their father, I. Cyrus Gordon","Houghton, Mifflin and Company",,eng,,,,,,,,,,,,,,,,,,"Uncle Tom's Cabin; or, Life among the Lowly",,Cover,,
,"Stowe, Harriet Beecher, 1811-1896",,,,,,,,,,1852,,,1852,,0,CLIO_6180867,4810,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4810,,NNC-RB,marcorg,,,,GBF022.600.JPG,reformatted digital,,books,,1,Boston,,,Cleveland,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Mollie Harris Samuels,John P. Jewett & Company,"Jewett, Proctor & Worthington",eng,,,,,,,,,,,,,,,,,,"Uncle Tom's Cabin; or, Life Among the Lowly",,Cover,,
,,,,,,,,,,,1851,,,1851,,0,CLIO_5542534,4809,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4809,,NNC-RB,marcorg,,,,GBF021.600.JPG,reformatted digital,,books,,1,Auburn,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Derby and Miller,,eng,,,,,,,,,,,,,,,,,,"Christian Souvenir, and Missionary Memorial, for 1851",,Cover,,
Park Benjamin Collection,"Irving, Theodore, 1809-1880",,,,,,,,,,1850,,,1850,,0,CLIO_6174512,4808,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4808,,NNC-RB,marcorg,,,,GBF020.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,George P. Putnam,,eng,,,,,,,,,,,,,,,,,,"Fountain of Living Waters, in a Series of Sketches; By a Layman",,Cover,,
,"Lane, Edward William, 1801-1876",,,,,"Jones, Owen",,,,,1848,,,1848,2d London ed. Illustrated.,0,CLIO_644469,4807,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4807,,NNC-RB,marcorg,,,"with Six Hundred Woodcuts by Harvey, and Illuminated Titles by Owen Jones.",GBF019.600.JPG,reformatted digital,Volume One,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Christopher Coover,Harper & Brothers,,eng,,,,,,,,,,,,,,,,,,"Thousand & One Nights; or, The Arabian Nights' Entertainments: Translated and Arranged for Family Reading, with Explanatory Notes",,Cover,,
,"Abbott, Jacob, 1803-1879",,,,,,,,,,1848,,,1848,,0,CLIO_326110,4806,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4806,,NNC-RB,marcorg,,,Harper Library,GBF018.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Harper & Brothers,,eng,,,,,,,,,,,,,,,,,,Summer in Scotland,,Cover,,
,"Fox, Ebenezer, 1763-1843",,,,,,,,,,1847,,,1847,,0,CLIO_6133162,4805,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4805,,NNC-RB,marcorg,,,,GBF017.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,Charles Fox,,eng,,,,,,,,,,,,,,,,,,"Adventures of Ebenezer Fox, in the Revolutionary War",,Cover,,
,,,,,,,,,,,1844,,,1844,,0,,4804,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4804,,NNC-RB,marcorg,,,,GBF016.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frances Henne,"Gould, Kendall & Lincoln",,eng,,,,,,,,,,,,,,,,,,Young Communicant: An Aid to the Right Understanding and Spiritual Improvement of the Lord's Supper,,Cover,,
,,,,,,,,,,,1845,,,1845,,0,,4803,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4803,,NNC-RB,marcorg,,,,GBF015.600.JPG,reformatted digital,,books,,1,Philadelphia,,,New Haven,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frances Henne,Loomis and Peck,Durrie & Peck,eng,,,,,,,,,,,,,,,,,,Little History of England,,Cover,,
,"Defoe, Daniel, 1661?-1731",,,,,,,,,,1843,,,1843,,0,CLIO_6140664,4802,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4802,,NNC-RB,marcorg,,,,GBF014.600.JPG,reformatted digital,,books,,1,Philadelphia,,,New Haven,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frances Henne,Smith and Peck,Durrie & Peck,eng,,,,,,,,,,,,,,,,,,Little Robinson Crusoe,,Cover,,
,,,,,,,,,,,1843,,,1843,,0,,4801,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4801,,NNC-RB,marcorg,,,,GBF013.600.JPG,reformatted digital,,books,,1,Philadelphia,,,New Haven,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frances Henne,Smith and Peck,Durrie & Peck,eng,,,,,,,,,,,,,,,,,,Little Esop,,Cover,,
Park Benjamin Collection,"Child, Lydia Maria, 1802-1880",,,,,,,,,,1833,,,1833,,0,CLIO_6180870,4800,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4800,,NNC-RB,marcorg,,,,GBF012.600.JPG,reformatted digital,,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Clark Austin & Co.,,eng,,,,,,,,,,,,,,,,,,Girls' Own Book,,Cover,,
,,,,,,,,,,,1848,,,1848,,0,CLIO_5573809,4799,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4799,,NNC-RB,marcorg,,,,GBF011A.600.JPG,reformatted digital,,books,,1,Bangor,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,David Bugbee,,eng,,,,,,,,,,,,,,,,,,Voices from the Kenduskeag,,Cover,,
,"Friends of Freedom (Boston, Mass.)",,,,,,,,,,1839,1858,,1839-1858,,0,CLIO_5544131,4798,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4798,,NNC-RB,marcorg,,,,GBF011.600.JPG,reformatted digital,Volume Nine,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,National Anti-Slavery Bazaar,,eng,,,,,,,,,,,,,,,,,,Liberty Bell,,Cover,,
,M.C.C.,,,,,,,,,,1848,,,1848,,0,CLIO_5542629,4797,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4797,,NNC-RB,marcorg,,,,GBF010.600.JPG,reformatted digital,,books,,1,Auburn,,,Buffalo,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,J. C. Derby and Company,Derby & Hewson,eng,,,,,,,,,,,,,,,,,,Forget-Me-Not: a Token of Remembrance,,Cover,,
,"Frost, John, 1800-1859",,,,,,,,,,1847,,,1847,,0,CLIO_6123534,4796,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4796,,NNC-RB,marcorg,,,,GBF009.600.JPG,reformatted digital,,books,,1,New York,,,Philadelphia,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,D. Appleton & Co.,G. S. Appleton,eng,,,,,,,,,,,,,,,,,,"Life of Major General Zachary Taylor; with Notices of the War in New Mexico, California, and in Southern Mexico; and Biographical Sketches of Officers Who Have Distinguished Themselves in the War with Mexico",,Cover,,
Park Benjamin Collection,"Bethune, George W. (George Washington), 1805-1862",,,,,,,,,,1847,,,1847,,0,CLIO_4548424,4795,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4795,,NNC-RB,marcorg,,,,GBF008.600.JPG,reformatted digital,,books,,1,Philadelphia,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Lindsay and Blakiston,,eng,,,,,,,,,,,,,,,,,,Lays of Love and Faith. With Other Fugitive Poems,,Cover,,
,"Newcomb, Harvey, 1803-1863",,,,,,,,,,1846,,,1846,Seventh Edition.,0,CLIO_5543741,4794,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4794,,NNC-RB,marcorg,,,,GBF007.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,Phillips & Sampson and James B. Dow,,eng,,,,,,,,,,,,,,,,,,Young Lady's Guide to the Harmonious Development of Christian Character,,Cover,,
,"Longfellow, Henry Wadsworth, 1807-1882",,,,,,,,,,1871,,,1871,,0,CLIO_5559051,4793,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4793,,NNC-RB,marcorg,,,"Two copies, bound in different colored cloths",GBF006.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Beatrice Benjamin Cartwright and Henry Rogers Benjamin,James R. Osgood and Company,,eng,,,,,,,,,,,,,,,,,,Divine Tragedy,,Cover,,
,"Balch, William Stevens, 1806-1887",,,,,,,,,,1838,,,1838,,0,CLIO_1899237,4792,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4792,,NNC-RB,marcorg,,,,GBF005.600.JPG,reformatted digital,,books,,1,Providence,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of George A. Plimpton,B. Cranston & Co.,,eng,,,,,,,,,,,,,,,,,,"Lectures on Language, as Particularly Connected with English Grammar. Designed for the Use of Teachers and Advanced Learners",,Cover,,
,"Adams, Charles, 1808-1890",,,,,,,,,,1838,,,1838,,0,,4791,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4791,,NNC-RB,marcorg,,,,GBF004.600.JPG,reformatted digital,,books,,1,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of George A. Plimpton,D. S. King,,eng,,,,,,,,,,,,,,,,,,"System of English Grammar; Constructed upon the Basis of Murray's Grammar, and Adapted to the Use of Schools, Academies, and Private Learners",,Cover,,
,"Stephens, John Lloyd, 1805-1852",,,,,,,,,,1837,,,1837,,0,CLIO_2562651,4790,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4790,,NNC-RB,marcorg,,,Harper Library,GBF003.600.JPG,reformatted digital,Volume One,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Harper & Brothers,,eng,,,,,,,,,,,,,,,,,,"Incidents of Travel in Egypt, Arabia Petr",,Cover,,
,"Longfellow, Henry Wadsworth, 1807-1882",,,,,,,,,,1835,,,1835,,0,CLIO_5559092,4789,still image,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4789,,NNC-RB,marcorg,,,Harper Library,GBF002.600.JPG,reformatted digital,Volume Two,books,,1,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Harper & Brothers,,eng,,,,,,,,,,,,,,,,,,Outre-Mer; a Pilgrimage Beyond the Sea,,Cover,,
,"Woolman, John, 1720-1772",,,,,,,,,,1871,,,1871,,0,CLIO_5573478,4788,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4788,,NNC-RB,marcorg,,,,gbf_181.jpg,reformatted digital,,books,,0,Boston,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,James R. Osgood and Company,,eng,,,,,,,,,,,,,,,,,,Journal of John Woolman: With an Introduction by John G. Whittier,,Cover,,
,"Reid, Mayne, 1818-1883",,,,,,,,,,1866,,,1866,,0,CLIO_7458807,4786,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4786,,NNC-RB,marcorg,,,,gbf112.jpeg,reformatted digital,Volume Two,books,,1,London,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Mollie Harris Samuels,Chapman & Hall,,eng,,,,,,,,,,,,,,,,,,Headless Horseman: a Strange Tale of Texas,,Cover,,
Park Benjamin Collection,"Fowler, O. S. (Orson Squire), 1809-1887",,,,,"Fowler, L. N. (Lorenzo Niles), 1811-1896",,,,,1859,,,1859,,0,CLIO_6173951,4782,still image,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/item/4782,,NNC-RB,marcorg,,,,GBF107.jpg,reformatted digital,,books,,0,New York,,,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Fowler and Wells,,eng,,,,,,,,,,,,,,,,,,New Illustrated Self-Instructor in Phrenology and Physiology; with Over One Hundred Engravings; Together with the Chart and Character of,,Cover,,
