relatedItem_collection,name 1,nameType 1,nameRelator 1,name_authority 1,name_authority_identifier 1,name 2,nameType 2,nameRelator 2,name_authority 2,name_authority_identifier 2,name 3,nameType 3,nameRelator 3,name_authority 3,name_authority_identifier 3,name 4,nameType 4,nameRelator 4,name_authority 4,name_authority_identifier 4,name 5,nameType 5,nameRelator 5,name-authority 5,name_authority_identifier 5,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,item - featured,item - public,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,location_url_ObjectInContext 2,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note 2,note_filename,digitalOrigin,extent,form,form_authority,place 1,place_authority 1,place_authority_identifier 1,place 2,place_authority 2,place_authority_identifier 2,place 3,place_authority 3,place_authority_identifier 3,place 4,place_authority 4,place_authority_identifier 4,relatedItem_Project,projectURL,note_ownership,publisher 1,publisher 2,languageOfCataloging,note_relatedItem,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_topic 2,subject_topic_authority 2,subject_topic_authority_identifier 2,subject_topic 3,subject_topic_authority 3,subject_topic_authority_identifier 3,subject_topic 4,subject_topic_authority 4,subject_topic_authority_identifier 4,subject_name,subject_name_authority,subject_name_authority_identifier,subject_name 2,subject_name_authority 2,subject_name_authority_identifier 2,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,title_nonsort,title1,identifier_title,partName,title2,title2_type
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Thomson, J. (John), 1837-1921",personal,aut,naf,http://id.loc.gov/authorities/names/n80145771,,,,,,,,,,,,,,,,,,,,,1874,,,1874,,0,1,CLIO_541145,omeka_4948,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_9_16,,NNC-RB,marcorg,,,,Volume Three,GBF162.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Stephen Whitney Phoenix,"Sampson Low, Marston, Low, and Searle",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,"Temples, Chinese",fast,http://id.worldcat.org/fast/1147429,,,,,,,,,,,,,,,,,,,,"Illustrations of China and Its People: A Series of Two Hundred Photographs, with Letterpress Descriptive of the Places and People Represented",judgingbookcover_ici_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Cheever, Henry T. (Henry Theodore), 1814-1897",personal,aut,naf,http://id.loc.gov/authorities/names/n87144053,,personal,,,,,,,,,,,,,,,,,,,1851,,,1851,,0,1,CLIO_6182397,omeka_4946,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_9_16,,NNC-RB,marcorg,,,,,GBF160.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Harper & Brothers,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Mountains,fast,http://id.worldcat.org/fast/1028366,Islands,fast,http://id.worldcat.org/fast/980104,,,,,,,,,,,,,,,,The ,"Island World of the Pacific: Being the Personal Narrative and Results of Travel through the Sandwich or Hawaiian Islands, and Other Parts of Polynesia",judgingbookcover_iwp_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Holbrook, Samuel F., 1793-",personal,aut,,,,,,,,,,,,,,,,,,,,,,,1857,,,1857,,0,1,CLIO_6134373,omeka_4945,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_1_8,,NNC-RB,marcorg,,,,,GBF159.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,James French and Company,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,,,,,,,"Saladin, Sultan of Egypt and Syria, 1137-1193",naf,http://id.loc.gov/authorities/names/n82165288,,,,,,,,,,,,,,Threescore Years,judgingbookcover_thy_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Kinglake, Alexander William, 1809-1891",personal,aut,naf,http://id.loc.gov/authorities/names/n50048526,,,,,,,,,,,,,,,,,,,,,1844,,,1844,,0,1,CLIO_7644718,omeka_4944,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_1_8,,NNC-RB,marcorg,,,,,GBF158.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Mollie Harris Samuels,John Ollivier,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Travelers,fast,http://id.worldcat.org/fast/1155691,,,,,,,,,,,,,,,,,,,,"Eothen, or Traces of Travel Brought Home from the East",judgingbookcover_ett_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Trafton, Adeline, 1845-",personal,aut,naf,http://id.loc.gov/authorities/names/n84130537,"Humphrey, Lizbeth Bullock, 1841-",personal,ill,naf,http://id.loc.gov/authorities/names/n88279802,,,,,,,,,,,,,,,,1876,,,1876,,0,1,CLIO_6149212,omeka_4943,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_1_8,,NNC-RB,marcorg,,,,,GBF157.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Sarah B. Russell Estate,Lee and Shepard,"Lee, Shepard and Dillingham",eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Trunks (Luggage),fast,http://id.worldcat.org/fast/1158159,Portrait miniatures,fast,http://id.worldcat.org/fast/1072148,,,,,,,,,,,,,,,,An,American Girl Abroad,judgingbookcover_aga_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Hughes, Thomas, 1822-1896",personal,aut,naf,http://id.loc.gov/authorities/names/n50034198,"Doyle, Richard, 1824-1883",personal,ill,naf,http://id.loc.gov/authorities/names/n79071133,,,,,,,,,,,,,,,,1859,,,1859,,0,1,CLIO_245607,omeka_4942,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_1_8,,NNC-RB,marcorg,,,,,GBF156.600.JPG,reformatted digital,,books,aat,Cambridge (Mass.),naf,http://id.loc.gov/authorities/names/n79061258,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Kenneth A. Lohf,Macmillan and Co.,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,,,,The ,"Scouring of the White Horse; or, The Long Vacation Ramble of a London Clerk",judgingbookcover_swh_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Hole, S. Reynolds (Samuel Reynolds), 1819-1904",personal,aut,naf,http://id.loc.gov/authorities/names/no92031832,,,,,,,,,,,,,,,,,,,,,1859,,,1859,,0,1,CLIO_6198942,omeka_4941,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_1_8,,NNC-RB,marcorg,,,,,GBF155.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Bradbury & Evans,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Carriages and carts,fast,http://id.worldcat.org/fast/847910,,,,,,,,,,,,,,,,,,,A,Little Tour in Ireland,judgingbookcover_lti_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Lanman, Charles, 1819-1895",personal,,naf,http://id.loc.gov/authorities/names/n83046840,,,,,,,,,,,,,,,,,,,,,1856,,,1856,,0,1,CLIO_6174597,omeka_4939,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_1_8,,NNC-RB,marcorg,,,,,GBF153.600.JPG,reformatted digital,,books,aat,Washington (D.C.),naf,http://id.loc.gov/authorities/names/n79018774,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Casimir Bohn,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Monuments,fast,http://id.worldcat.org/fast/1025892,,,,,,,,,,Washington (D.C.),naf,http://id.loc.gov/authorities/names/n79018774,,,,,,,,Bohn's Hand-Book of Washington,judgingbookcover_bhb_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,,,,,,,,,,,,,,,,,,,,,,,,,,1856,,,1856,,0,1,CLIO_6132031,omeka_4940,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_1_8,,NNC-RB,marcorg,,,,,GBF154.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,"Ensign, Bridgman & Fanning",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Steamboats,fast,http://id.worldcat.org/fast/1132443,Railroad trains,fast,http://id.worldcat.org/fast/1431189,,,,,,,,,,,,,,,,,"Ensign, Bridgman & Fanning's Travellers' Guide through the States of Ohio, Michigan, Indiana, Illinois, Missouri, Iowa, and Wisconsin",judgingbookcover_ebf_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Guinot, Eugène, 1812-1861",personal,aut,naf,http://id.loc.gov/authorities/names/n90691406,"Johannot, Tony, 1803-1852",personal,ill,naf,http://id.loc.gov/authorities/names/n50038589,"Lami, Eugène Louis, 1800-1890",personal,ill,naf,http://id.loc.gov/authorities/names/nr89006649,"Français, Louis, 1814-1897",personal,ill,naf,http://id.loc.gov/authorities/names/nr92034024,Jacquemot,personal,ill,,,1853,,approximate,1853,,0,1,CLIO_6204223,omeka_4938,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_1_8,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/introduction,NNC-RB,marcorg,,,,,GBF152.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,Paris (France),naf,http://id.loc.gov/authorities/names/n79058874,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,J. Mitchell,Ernest Bourdin,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Devices (Heraldry),fast,http://id.worldcat.org/fast/891970,,,,,,,,,,Baden-Baden (Germany),naf,http://id.loc.gov/authorities/names/n50057123,,,,,,,A,Summer at Baden-Baden,judgingbookcover_sbb_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Van Dyke, Theodore S. (Theodore Strong), 1842-1923",personal,aut,naf,http://id.loc.gov/authorities/names/n86835104,,,,,,,,,,,,,,,,,,,,,1881,,,1881,,0,1,CLIO_2768962,omeka_4937,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/items_1_9,,NNC-RB,marcorg,,,,,GBF151.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Morris H. Saffron,"Fords, Howard, & Hulbert",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Hunting--Equipment and supplies,fast,http://id.worldcat.org/fast/964170,,,,,,,,,,,,,,,,,,,,"Flirtation Camp: Or, The Rifle, Rod, and Gun in California: a Sporting Romance",judgingbookcover_fcr_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Buel, James W. (James William), 1849-1920",personal,aut,naf,http://id.loc.gov/authorities/names/n86831637,,,,,,,,,,,,,,,,,,,,,1881,,,1881,,0,1,CLIO_1949930,omeka_4936,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/items_1_9,,NNC-RB,marcorg,,,,,GBF150.600.JPG,reformatted digital,,books,aat,Saint Louis (Mo.),naf,http://id.loc.gov/authorities/names/n79041725,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,Historical Publishing Co.,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,,,,,,,,,,,,,,,,,,,,,,,,,The ,"Border Outlaws: An Authentic and Thrilling History of the Most Noted Bandits of Ancient or Modern Times, the Younger Brothers, Jesse and Frank James, and Their Comrades in Crime ; Compiled from Reliable Sources Only and Containing the Latest Facts in Regard to These Celebrated Outlaws",judgingbookcover_boa_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Buffalo Bill, 1846-1917",personal,aut,naf,http://id.loc.gov/authorities/names/n80024458,,,,,,,,,,,,,,,,,,,,,1879,,,1879,,0,1,CLIO_6133002,omeka_4935,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/items_1_9,,NNC-RB,marcorg,,,,,GBF149.600.JPG,reformatted digital,,books,aat,Hartford (Conn.),naf,http://id.loc.gov/authorities/names/n80006269,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,Frank E. Bliss,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Buffaloes,fast,http://id.worldcat.org/fast/840456,,,,,,,,,,,,,,,,,,,The ,"Life of Hon William F. Cody Known as Buffalo Bill, the Famous Hunter, Scout and Guide",judgingbookcover_lhw_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Murray, W. H. H. (William Henry Harrison), 1840-1904",personal,aut,naf,http://id.loc.gov/authorities/names/n85216913,,personal,,,,,,,,,,,,,,,,,,,1869,,,1869,,0,1,CLIO_1410764,omeka_4934,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/items_1_9,,NNC-RB,marcorg,,,,,GBF148.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,"Fields, Osgood, & Co.",,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Hunters,fast,http://id.worldcat.org/fast/964151,,,,,,,,,,,,,,,,,,,,"Adventures in the Wilderness; or, Camp-Life in the Adirondacks",judgingbookcover_adw_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Blake, John Lauris, 1788-1857",personal,aut,naf,http://id.loc.gov/authorities/names/n85387584,"Feely, John",personal,ctb,naf,http://id.loc.gov/authorities/names/n92800955,,,,,,,,,,,,,,,,1866,,,1866,,0,1,CLIO_6151206,omeka_4933,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/items_1_9,,NNC-RB,marcorg,,,Stamp cut by John Feely,,GBF147.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,James Miller,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Indians of North America,fast,http://id.worldcat.org/fast/969633,Battles,fast,http://id.worldcat.org/fast/828915,,,,,,,,,,,,,,,,The ,"Boys' Book of Indian Battles and Adventures, with Anecdotes About Them",judgingbookcover_bbi_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Frost, John, 1800-1859",personal,aut,naf,http://id.loc.gov/authorities/names/n80138194,,,,,,,,,,,,,,,,,,,,,1856,,,1856,,0,1,CLIO_5504426,omeka_4931,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/items_1_9,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/introduction,NNC-RB,marcorg,,,,,GBF145.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,Chicago (Ill.),naf,http://id.loc.gov/authorities/names/n78086438,Toronto (Ont.),naf,http://id.loc.gov/authorities/names/n79079328,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,L. P. Crown & Co,C. W.: Bostwick & Barnard,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Indians of North America,fast,http://id.worldcat.org/fast/969633,,,,,,,,,,,,,,,,,,,,,,,"Thrilling Adventures among the Indians: Comprising the Most Remarkable Personal Narrative in the Early Indian Wars, as Well as of Incidents in the Recent Indian Hostilities in Mexico and Texas",judgingbookcover_tai_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Kingston, William Henry Giles, 1814-1880",personal,edt,naf,http://id.loc.gov/authorities/names/n50048535,,,,,,,,,,,,,,,,,,,,,1864,,,1864,,0,1,CLIO_6089111,omeka_4932,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/items_1_9,,NNC-RB,marcorg,,,,,GBF146.600.JPG,reformatted digital,,books,aat,Boston (Mass.),naf,http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,J. E. Tilton and Company,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,,,,,,,,,,,,,,,,,,,,,,,,,,Adventures of Dick Onslow among the Red Skins: A Book for Boys,judgingbookcover_ado_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Springer, John S.",personal,aut,naf,http://id.loc.gov/authorities/names/no97026911,,,,,,,,,,,,,,,,,,,,,1851,,,1851,,0,1,CLIO_6134158,omeka_4930,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/items_1_9,,NNC-RB,marcorg,,,,,GBF144.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Morris H. Saffron,Harper & Brothers,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Loggers,fast,http://id.worldcat.org/fast/1001941,Forests and forestry,fast,http://id.worldcat.org/fast/932632,,,,,,,,,,,,,,,,,Forest Life and Forest Trees,judgingbookcover_flf_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Gregg, Josiah, 1806-1850",personal,aut,naf,http://id.loc.gov/authorities/names/n79060798,,,,,,,,,,,,,,,,,,,,,1844,,,1844,,0,1,CLIO_6132875,omeka_4929,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/items_1_9,,NNC-RB,marcorg,,,,,GBF143.600.JPG,reformatted digital,,books,aat,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,Henry G. Langley,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Cowboys,fast,http://id.worldcat.org/fast/881986,,,,,,,,,,,,,,,,,,,,"Commerce of the Prairies: Or the Journal of a Santa Fè trader : during eight expeditions across the great western prairies, and a residence of nearly nine years in northern Mexico",judgingbookcover_cpo_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Kipling, Rudyard, 1865-1936",personal,aut,naf,http://id.loc.gov/authorities/names/n79103792,"Kipling, John Lockwood, 1837-1911",personal,ill,naf,http://id.loc.gov/authorities/names/n84806738,,,,,,,,,,,,,,,,1895,,,1895,,0,1,,omeka_4928,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_41_47,,NNC-RB,marcorg,,,,,GBF142.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Solton and Julia Engel,Macmillan and Co.,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Cobras,fast,http://id.worldcat.org/fast/865969,,,,,,,,,,,,,,,,,,,The ,Second Jungle Book,judgingbookcover_sjb_001,Cover,,
Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,"Kipling, Rudyard, 1865-1936",personal,aut,naf,http://id.loc.gov/authorities/names/n79103792,"Kipling, John Lockwood, 1837-1911",personal,ill,naf,http://id.loc.gov/authorities/names/n84806738,"Drake, W. H. (William Henry)",personal,ill,naf,http://id.loc.gov/authorities/names/n84806591,"Frenzeny, Paul",personal,ill,naf,http://id.loc.gov/authorities/names/n85237335,,,,,,1894,,,1894,,0,1,,omeka_4927,text,eng,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_41_47,,NNC-RB,marcorg,,,,,GBF141.600.JPG,reformatted digital,,books,aat,London (England),naf,http://id.loc.gov/authorities/names/n79005665,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Solton and Julia Engel,Macmillan and Co.,,eng,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Elephants,fast,http://id.worldcat.org/fast/908011,,,,,,,,,,,,,,,,,,,The ,Jungle Book,judgingbookcover_jub_001,Cover,,
