item - itemId,item in context,item - public,item - featured,item - MODS - PhysicalDescription 1,item - MODS - PhysicalDescription 2,item - MODS - FormGenre,item - MODS - Notes,item - MODS - TypeofDate,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - LanguageofCataloging,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - PlaceofOrigin 1,item - MODS - PlaceofOrigin 2,item - MODS - Collection,item - MODS - ShelfLocation,item - DublinCore - Title,item - DublinCore - Title - Whole,item - DublinCore - Title - Part,item - DublinCore - Title 2,item - DublinCore - Title 2 - Whole,item - DublinCore - Title 2 - Part,item - DublinCore - Title 2 - Attribute,item - DublinCore - Creator 1,item - DublinCore - Creator 2,item - DublinCore - Language,item - DublinCore - Date,item - DublinCore - Subject 1,item - DublinCore - Subject 2,item - DublinCore - Publisher,item - DublinCore - Identifier,item - DublinCore - Description,item - DublinCore - Contributor,item - OriginalFileLoadedIntoOmeka 1,item - OriginalFileLoadedIntoOmeka 2,item - OriginalFileLoadedIntoOmeka 3,item - OriginalFileLoadedIntoOmeka 4,item - OriginalFileLoadedIntoOmeka 5,item - OriginalFileLoadedIntoOmeka 6,item - OriginalFileLoadedIntoOmeka 7,item - OriginalFileLoadedIntoOmeka 8,item - OriginalFileLoadedIntoOmeka 9,item - OriginalFileLoadedIntoOmeka 10,item - OriginalFileLoadedIntoOmeka 11,item - OriginalFileLoadedIntoOmeka 12,item - AdditionalItemMetadata - Provenance,item - AdditionalItemMetadata - SpatialCoverage,item - OmekaCollection,project URL,item - ItemType,item - ItemType - text
156,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-3,1,0,1 page,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1824,,Hartford (Conn.),,Plimpton,Plimpton A091 1824 H92,"American Penman, Comprising the Art of Writing, Plain and Ornamental. Front cover","American Penman, Comprising the Art of Writing, Plain and Ornamental",Front cover,Huntington's American penman. Front cover,Huntington's American penman,Front cover,alternative,"Huntington, Eleazer, 1789-1852",,eng,1824,Penmanship,,E. Huntington,CLIO_1808636,,,original filename: plmptn_073_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
157,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-quadrivium/page-2,1,0,1 page,1 image,books,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1482-05-25,,Venice (Italy),,Incunabula,Goff E113,Elementa Geometriae. First page,Elementa Geometriae,First page,,,,,Euclid,,lat,"May 25, 1482",Geometry,,Erhard Ratdolt,CLIO_1079995,,,original filename: plmptn_031_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
158,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/mathematics/page-2,1,0,1 cuneiform tablet,1 image,objects,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,-1819,-1761,Larsa (Extinct city),,Cuneiform,CULC 460 (Plimpton 322),Cuneiform tablet,Cuneiform tablet,,,,,,,,eng,circa 1820-1762 BCE,Mathematics,,,,,,original filename: plmptn_093_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
159,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-4,1,0,1 page,1 image,printed ephemera,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1835,,"Union Mission, Okla",,Plimpton,Plimpton A497 1835 Se6,Cherokee alphabet,Cherokee alphabet,,,,,,"Sequoyah, 1770?-1843",,eng,circa 1835,Cherokee language--Alphabet,,Samuel Worcester,CLIO_3188778,,,original filename: plmptn_060_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
160,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-3,1,0,1 page,1 image,manuscripts,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1491-02-01,,Strasbourg (France),,Incunabula,Goff B822,De Disciplina Scholarium. 1 unnumbered page verso,De Disciplina Scholarium,1 unnumbered page verso,,,,,Pseudo-Boethius,"Thomas, de Cantimpré, approximately 1200-approximately 1270",lat,"Feb. 1, 1491",Education,,Printer of the 1483 Jordanus de Quedlinburg (Georg Husner),CLIO_1623898,,,original filename: plmptn_019_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
161,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/primers/page-1,1,0,1 page,1 image,printed ephemera,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1544,,Leipzig (Germany),,Plimpton,Plimpton 372 1544  T11,Tabvlae Abcdariae Pveriles. Title page,Tabvlae Abcdariae Pveriles,Title page,,,,,"Platearus, Petrus, active 16th century",,lat,circa 1544,,,Valentin Babst,CLIO_3036072,,,original filename: plmptn_056_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
162,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/hornbooks/page-1,1,0,1 hornbook mould,1 image,objects,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1700,1799,England,,Plimpton Hornbooks,Hornbook No. 20,Hornbook mould,Hornbook mould,,,,,,,,eng,18th century,,,,,,,original filename: plmptn_114_001.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
173,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/friends/page-3,1,0,1 page,1 image,manuscripts,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1929-06-05,,New York (N.Y.),,Plimpton Family Papers,,Honorary Degree given to George A. Plimpton,Honorary Degree given to George A. Plimpton,,,,,,Columbia University,"Plimpton, George A. (George Arthur), 1855-1936",eng,"June 5, 1929","Plimpton, George A. (George Arthur), 1855-1936",,,,,,original filename: plmptn_163_001.jpg,,,,,,,,,,,,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
176,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/mathematics/page-3,1,0,1 astrolabe,1 image,objects,,questionable,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1800,1900,,,Smith Instruments,Smith Instruments 27-257a,George A. Plimpton's astrolabe,George A. Plimpton's astrolabe,,Mr. Plimpton's astrolabe,Mr. Plimpton's astrolabe,,alternative,,,eng,1800-1900,,,,,Astrolabe,,original filename: plmptn_081_001.jpg,,,,,,,,,,,,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
6135,,1,0,1 page,,manuscripts,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1933-05-08,,New York,,George A. Plimpton Papers,,"Letter to George Arthur Plimpton, May 8, 1933","Letter to George Arthur Plimpton, May 8, 1933",,,,,,"Williamson, Charles C. (Charles Clarence), 1877-1965","Plimpton, George A. (George Arthur), 1855-1936",eng,"May 8, 1933",,,,,,,original filename: WilliamsonLetter.jpg,,,,,,,,,,,,Gift of George Arthur Plimpton,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",http://www.columbia.edu/cgi-bin/cul/resolve?lweb0116,still image,
