item - itemId,item - public,item - featured,item - MODS - Notes 1,item - MODS - Notes 2,item - MODS - Notes 3,item - MODS - Notes 4,item - DublinCore - Date,item_-_MODS_-_KeyDate_-_Single_Start,item_-_MODS_-_KeyDate_-_End,item - MODS - TypeofDate,item - MODS - PublicationDate,item - MODS - FormGenre,item_-_MODS_-_FormGenre_-_authority,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - LanguageofCataloging,item - MODS - Collection,item - MODS - ShelfLocation,item - MODS - PhysicalDescription 1,item - MODS - PhysicalDescription 2,item - DublinCore - Language 1,item - DublinCore - Language 2,item_-_MODS_-_PlaceofOrigin,item_-_MODS_-_PlaceofOrigin_-_Authority_-_Identifier,item_-_MODS_-_PlaceofOrigin_1,item_-_MODS_-_PlaceofOrigin_1_-_Authority_-_Identifier,item_-_MODS_-_PlaceofOrigin_2,item_-_MODS_-_PlaceofOrigin_2_-_Authority_-_Identifier,item - MODS - PublicationPlace,item - AdditionalItemMetadata - SpatialCoverage,item_-_AdditionalItemMetadata_-_SpatialCoverage_-_Authority_-_Identifier,item_-_AdditionalItemMetadata_-_SpatialCoverage_1,item_-_AdditionalItemMetadata_-_SpatialCoverage_1_-_Authority_-_Identifier,Subject_-_Topic,Subject_-_Topic_-_Authority,Subject_-_Topic_-_Authority_-_Identifier,Subject_1_-_Topic,Subject_1_-_Topic_-_Authority,Subject_1_-_Topic_-_Authority_-_Identifier,Subject_-_Name,Subject_-_Name_-_Authority,Subject_-_Name_-_Authority_-_Identifier,Subject_-_Geographic,Subject_-_Geographic_-_Authority,Subject_-_Geographic_-_Authority_-_Identifier,item - DublinCore - Title - Work,item_-_DublinCore_-_Title_-_Work_-_Identifier,item - DublinCore - Title - Part,item_-_DublinCore_-_Creator_1,item_-_DublinCore_-_Creator_1_-_Authority,item_-_DublinCore_-_Creator_1_-_Authority_-_Identifier,item - DublinCore - Creator 2,item - DublinCore - Creator 3,item - DublinCore - Contributor 1,item_-_DublinCore_-_Contributor_1_-_Authority,item_-_DublinCore_-_Contributor_1_-_Authority_-_Identifier,item - DublinCore - Contributor 2,item_-_DublinCore_-_Contributor_2_-_Authority,item_-_DublinCore_-_Contributor_2_-_Authority_-_Identifier,item - DublinCore - Contributor 3,item_-_DublinCore_-_Contributor_3_-_Authority,item_-_DublinCore_-_Contributor_3_-_Authority_-_Identifier,item - DublinCore - Description 1,item - DublinCore - Description 2,item - DublinCore - Identifier,item - DublinCore - Publisher 1,item - DublinCore - Publisher 2,item - OriginalFileLoadedIntoOmeka 1,item - OriginalFileLoadedIntoOmeka 2,item - OriginalFileLoadedIntoOmeka 3,item - OriginalFileLoadedIntoOmeka 4,item - OriginalFileLoadedIntoOmeka 5,item - OriginalFileLoadedIntoOmeka 6,item - OriginalFileLoadedIntoOmeka 7,item - OriginalFileLoadedIntoOmeka 8,item - AdditionalItemMetadata - Provenance,item - AdditionalItemMetadata - Citation,item - ItemType,item - ItemType - text,item_-_MODS_-_PhysicalDescription,item_in_context,item_-_OmekaCollection_-_nonSort,item - OmekaCollection
006097,1,0,The scribe names himself in the dated colophon. There are no marginal notes and neither seal impressions nor ownership notes,"Physical Description of item from which images are taken: no endpapers
3 detached flyleaves: 1 at the beginning and 2 at the end
301 fols. with pencilled foliation in western numerals
at least 2 fols. of the original textblock are missing at the beginning (that is: verses 1:1 - 2:16)
manuscript is too tightly bound to determine the gatherings
machine-made wove paper
17.8 x 11.8 cm
rubrication
illumination
blind-tooled and gilt-painted leather binding with flap that is contemporary with the textblock","Reference: Christopher de Hamel, Cutting up Manuscripts for Pleasure and Profit, Charlottesville, Va. 2000",,1849 to 1850 (1266 HIJRA),1849,1850,,,manuscripts,lcsh,reformatted digital,NyNyCBL,eng,Arabic manuscripts collection,Burke Arabic MS 5,,,ara,,Ottoman Empire,http://id.loc.gov/authorities/names/n80070818,,,,,,Ottoman Empire,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Quran,quu_002,"Double page section from the sūrat al-Naḥl, colophon, cover",,,,,,Muṣṭafā Ṣifat al-Qunawī,,,,,,,,,Incomplete copy of the Quran that begins with verse 2:17,,CLIO id: 4488501,,,2dcd8905ac0378439aa215be919e3dd5.jpg,ms5_colophon.jpg,Burke Arabic MS 5 binding.jpg,Burke Arabic MS 5 board.jpg,,,,,,"M. Krek, ""Islamic Manuscripts in North American Libraries: Part 5 - Union Theological Seminary Library,"" MELA Notes, no. 36 (Fall 1985), p. 4 s.v. 2",Still Image,Original Format: book with envelope binding,"Physical Dimensions: 18 x 12 x 3 cm (textblock)
18 x 12 cm (board) and 18 x 35 cm (complete binding)",https://exhibitions.cul.columbia.edu/exhibits/show/quran/qurans/mss,The,Quran in East and West: Manuscripts and Printed Books
,,,The scribe names himself in the dated colophon. There are no marginal notes and neither seal impressions nor ownership notes,"Physical Description of item from which images are taken: no endpapers
3 detached flyleaves: 1 at the beginning and 2 at the end
301 fols. with pencilled foliation in western numerals
at least 2 fols. of the original textblock are missing at the beginning (that is: verses 1:1 - 2:16)
manuscript is too tightly bound to determine the gatherings
machine-made wove paper
17.8 x 11.8 cm
rubrication
illumination
blind-tooled and gilt-painted leather binding with flap that is contemporary with the textblock","Reference: Christopher de Hamel, Cutting up Manuscripts for Pleasure and Profit, Charlottesville, Va. 2000",,1849 to 1850 (1266 HIJRA),1849,1850,,,manuscripts,lcsh,reformatted digital,NyNyCBL,eng,Arabic manuscripts collection,Burke Arabic MS 5,,,ara,,Ottoman Empire,http://id.loc.gov/authorities/names/n80070818,,,,,,Ottoman Empire,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Quran,quu,,,,,,,,,,,,,,,,Incomplete copy of the Quran that begins with verse 2:17,,CLIO id: 4488501,,,,,,,,,,,,"M. Krek, ""Islamic Manuscripts in North American Libraries: Part 5 - Union Theological Seminary Library,"" MELA Notes, no. 36 (Fall 1985), p. 4 s.v. 2",Still Image,Original Format: book with envelope binding,"Physical Dimensions: 18 x 12 x 3 cm (textblock)
18 x 12 cm (board) and 18 x 35 cm (complete binding)",,The,Quran in East and West: Manuscripts and Printed Books
006096,1,0,"The scribe names himself in the dated colophon that follows the concluding prayer. There are no marginal notes, neither seal impressions nor ownership notes, and the cut-off date 1830-1831 (1246 HIJRA)  for the binding is provided by a note on the flyfleaves at the end.","Physical Description for item from which digital images are taken:
2 endpapers
6 flyleaves: 3 at the beginning and 3 at the end
neither foliation nor pagination
the Quran is written on laid paper with visible regular chainlines, but the flyleaves are machine-made wove paper
19 x 13 cm
rubrication
illumination
green cloth binding with envelope flap",,,1761 to 1762 (1175 HIJRA),1761,1762,,,manuscripts,lcsh,reformatted digital,NyNyCBL,eng,Arabic manuscripts collection,Burke Arabic MS 4,,,ara,,Ottoman Empire,http://id.loc.gov/authorities/names/n80070818,,,,,,Ottoman Empire,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Quran,qub_001,"Sura 1 and sura 2, section of the surat al-Kahf, colophon",,,,,,Ismāʻīl ibn Ibrāhīm,,,,,,,,,Complete copy of the Quran. In this eighteenth century Ottoman manuscript the text distribution of the beginning follows the model discussed above for the Quran with a Persian interlinear translation: sura 1 on the right page and the first verses of sura 2 on the left page.,,CLIO id: 4488501,,,9fe83050782559912dc0c932feaa3295.jpg,6353189268852209f60f3b36856904aa.jpg,arabic_ms_04.jpg,,,,,,"According to note on a piece of paper, found by M. Krek in 1983 in the manuscript, presented to the Missionary Research Library (MRL) by Rev. W. S. Nelson, D.D., of Tripoli, Syria, on 27 May 1930. William Shedd Nelson and his wife were members of the American Presbyterian Mission.","M. Krek, ""Islamic Manuscripts in North American Libraries: Part 5 - Union Theological Seminary Library,"" MELA Notes, no. 36 (Fall 1985), p. 4 s.v. 1",Still Image,Original Format: book,Physical Dimensions: 19.25 x 14 x 4.5 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/qurans/mss,The,Quran in East and West: Manuscripts and Printed Books
,,,"The scribe names himself in the dated colophon that follows the concluding prayer. There are no marginal notes, neither seal impressions nor ownership notes, and the cut-off date 1830-1831 (1246 HIJRA)  for the binding is provided by a note on the flyfleaves at the end.","Physical Description for item from which digital images are taken:
2 endpapers
6 flyleaves: 3 at the beginning and 3 at the end
neither foliation nor pagination
the Quran is written on laid paper with visible regular chainlines, but the flyleaves are machine-made wove paper
19 x 13 cm
rubrication
illumination
green cloth binding with envelope flap",,,1761 to 1762 (1175 HIJRA),1761,1762,,,manuscripts,lcsh,reformatted digital,NyNyCBL,eng,Arabic manuscripts collection,Burke Arabic MS 4,,,ara,,Ottoman Empire,http://id.loc.gov/authorities/names/n80070818,,,,,,Ottoman Empire,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Quran,qub,,,,,,,,,,,,,,,,Complete copy of the Quran. In this eighteenth century Ottoman manuscript the text distribution of the beginning follows the model discussed above for the Quran with a Persian interlinear translation: sura 1 on the right page and the first verses of sura 2 on the left page.,,CLIO id: 4488501,,,,,,,,,,,"According to note on a piece of paper, found by M. Krek in 1983 in the manuscript, presented to the Missionary Research Library (MRL) by Rev. W. S. Nelson, D.D., of Tripoli, Syria, on 27 May 1930. William Shedd Nelson and his wife were members of the American Presbyterian Mission.","M. Krek, ""Islamic Manuscripts in North American Libraries: Part 5 - Union Theological Seminary Library,"" MELA Notes, no. 36 (Fall 1985), p. 4 s.v. 1",Still Image,Original Format: book,Physical Dimensions: 19.25 x 14 x 4.5 cm,,The,Quran in East and West: Manuscripts and Printed Books
006095,1,0,There is no colophon; marginal notes in Arabic; a single marginal note in Latin on folio 28b; no seal impression or ownership note; a page pasted into the cover has two English ownership notes from the second half of the 19th century.,"Physical Description of Qu'ran from which digital images were taken: 
stump of a removed endpaper is visible only at the end of the textblock
335 fols. with pencilled foliation in western numerals
18 fols. are later replacements: fols. 1-10, 242, 310, 323, and 331-335
manuscript is too tightly bound to determine the gatherings
the original manuscript is written on thick laid paper with visible regular chainlines
the replacement leaves look very similar, but they are much thinner
25 x 16.5-18 cm, because the replacement leaves vary in width
functional rubrication that is missing on the replacement leaves
blind-tooled leather binding with flap","Reference: For rubricated sura headings and the absence of text frames as features that point toward Syria, cf. a 17th century Quran in the Nasser D. Khalili Collection of Islamic Art in: Manijeh Bayani et al., The Decorated Word: Qurʾans of the 17th to 19th Centuries, London 1999, pp. 57-59 s.v. 14",,undated (between 1600-1800),1600,1800,inferred,,manuscripts,lcsh,reformatted digital,NyNyCBL,eng,Arabic manuscripts collection,Burke Arabic MS 3,,,ara,,Anatolia or Syria,,,,,,,Arab provinces of the Ottoman Empire,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Quran,qun_002,"Cover, inside front cover note, 310, 311 and verso, 312 verso",,,,,,,,,,,,,,,Complete copy of the Quran,,CLIO id: 4488501,,,1a3c3ee2e0b940e0abfa4b6d50fb43b8.jpg,6ec7a5f57fd893aa5f12ce9d67686407.jpg,d0fe2295662bd6fa5a1430faad60e558.jpg,1e2037521865c08403bdde28709ead66.jpg,0e1047269b4cf81cf456de8b4f619753.jpg,Burke Arabic MS 3 flap.jpg,Burke Arabic MS 3 board.jpg,Burke Arabic MS 3 letter new.jpg,Purchased in May 1883 from the nephew of the American missionary Tillman C. Howbridge for the library of Union Theological Seminary,"M. Krek, ""Islamic Manuscripts in North American Libraries: Part 5 - Union Theological Seminary Library,"" MELA Notes, no. 36 (Fall 1985), p. 5 s.v. 4",Still Image,Original Format: book with envelope binding,"Physical Dimensions: 27 x 18 x 5.5 cm (textblock)
27 x 18 cm (board) and 27 x 56 cm (complete binding)",https://exhibitions.cul.columbia.edu/exhibits/show/quran/qurans/mss,The,Quran in East and West: Manuscripts and Printed Books
,,,There is no colophon; marginal notes in Arabic; a single marginal note in Latin on folio 28b; no seal impression or ownership note; a page pasted into the cover has two English ownership notes from the second half of the 19th century.,"Physical Description of Qu'ran from which digital images were taken: 
stump of a removed endpaper is visible only at the end of the textblock
335 fols. with pencilled foliation in western numerals
18 fols. are later replacements: fols. 1-10, 242, 310, 323, and 331-335
manuscript is too tightly bound to determine the gatherings
the original manuscript is written on thick laid paper with visible regular chainlines
the replacement leaves look very similar, but they are much thinner
25 x 16.5-18 cm, because the replacement leaves vary in width
functional rubrication that is missing on the replacement leaves
blind-tooled leather binding with flap","Reference: For rubricated sura headings and the absence of text frames as features that point toward Syria, cf. a 17th century Quran in the Nasser D. Khalili Collection of Islamic Art in: Manijeh Bayani et al., The Decorated Word: Qurʾans of the 17th to 19th Centuries, London 1999, pp. 57-59 s.v. 14",,undated (between 1600-1800),1600,1800,inferred,,manuscripts,lcsh,reformatted digital,NyNyCBL,eng,Arabic manuscripts collection,Burke Arabic MS 3,,,ara,,Anatolia or Syria,,,,,,,Arab provinces of the Ottoman Empire,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Quran,qun,,,,,,,,,,,,,,,,Complete copy of the Quran,,CLIO id: 4488501,,,,,,,,,,,Purchased in May 1883 from the nephew of the American missionary Tillman C. Howbridge for the library of Union Theological Seminary,"M. Krek, ""Islamic Manuscripts in North American Libraries: Part 5 - Union Theological Seminary Library,"" MELA Notes, no. 36 (Fall 1985), p. 5 s.v. 4",Still Image,Original Format: book with envelope binding,"Physical Dimensions: 27 x 18 x 5.5 cm (textblock)
27 x 18 cm (board) and 27 x 56 cm (complete binding)",,The,Quran in East and West: Manuscripts and Printed Books
006094,1,0,"No colophon; marginal notes in Persian; illegible impression of square seal; the later added pages contain four chapters of a Persian theological treatise, a prayer, and a chart.","Physical Description for item from which digital images are taken:
2 endpapers
413 fols. with pencilled foliation in western numerals
fol. 405 was counted twice
fols. 2-405i constitute the original Quran manuscript
gatherings of 4 bifolia, but the first two gatherings (fols. 1-11) are irregular
fols. 2-405i are thin transparent laid paper without visible chainlines, while fols. 1 and 405ii-413 are different laid papers with visible regular chainlines
22.2 x 13.4 cm, but the textblock was cropped for the binding
rubrication
illumination
detached leather binding with flap",,,undated (between 1600 and 1800),1600,1800,inferred,,manuscripts,lcsh,reformatted digital,NyNyCBL,eng,Arabic manuscripts collection,Burke Arabic MS 2,,,ara,,India,http://id.loc.gov/authorities/names/n80125948,,,,,,South Asia,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Quran,quc_001,"Sura 1 opening pages, sura 2 opening pages",,,,,,,,,,,,,,,Complete copy of the Quran,,CLIO id: 4488501,,,797600413702b943371ea86cd720247c.jpg,e45a324fd03cc002107c2c08f61e0660.jpg,,,,,,,,"M. Krek, ""Islamic Manuscripts in North American Libraries: Part 5 - Union Theological Seminary Library,"" MELA Notes, no. 36 (Fall 1985), p. 4 s.v. 3",Still Image,Original Format: book,Physical Dimensions: 22.75 x 14.75 x 5 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/qurans/mss,The,Quran in East and West: Manuscripts and Printed Books
,,,"No colophon; marginal notes in Persian; illegible impression of square seal; the later added pages contain four chapters of a Persian theological treatise, a prayer, and a chart.","Physical Description for item from which digital images are taken:
2 endpapers
413 fols. with pencilled foliation in western numerals
fol. 405 was counted twice
fols. 2-405i constitute the original Quran manuscript
gatherings of 4 bifolia, but the first two gatherings (fols. 1-11) are irregular
fols. 2-405i are thin transparent laid paper without visible chainlines, while fols. 1 and 405ii-413 are different laid papers with visible regular chainlines
22.2 x 13.4 cm, but the textblock was cropped for the binding
rubrication
illumination
detached leather binding with flap",,,undated (between 1600 and 1800),1600,1800,inferred,,manuscripts,lcsh,reformatted digital,NyNyCBL,eng,Arabic manuscripts collection,Burke Arabic MS 2,,,ara,,India,http://id.loc.gov/authorities/names/n80125948,,,,,,South Asia,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Quran,quc,,,,,,,,,,,,,,,,Complete copy of the Quran,,CLIO id: 4488501,,,,,,,,,,,,"M. Krek, ""Islamic Manuscripts in North American Libraries: Part 5 - Union Theological Seminary Library,"" MELA Notes, no. 36 (Fall 1985), p. 4 s.v. 3",Still Image,Original Format: book,Physical Dimensions: 22.75 x 14.75 x 5 cm,,The,Quran in East and West: Manuscripts and Printed Books
006093,1,0,"Since the finispiece directly follows the last sura, information about workshop or patron might have been stated in the missing opening folios. There are marginal notes in Arabic; impressions of 2 different seals; dated ownership notes from the first half of the 19th century.","Physical Description for item from which digital images are taken: 
2 endpapers
116 fols. with pencilled foliation in western numerals
the endpapers and fol. [1] are later replacements
gatherings of 3 and 4 bifolia alternate in no recognizable order, but the first gathering of 3 bifolia is missing 2 folios
fols. 2-116 are thick brownish laid paper without visible chainlines, while fol. 1 and the endpapers are different laid papers with visible regular chainlines
13.5 x 9 cm, but the textblock was cropped for the binding
rubrication
illumination
blind-tooled leather binding with flap that is not contemporary with the textblock","Reference: For Qurans of similar size and illumination and with the same text distribution at the beginning, cf. two manuscripts in the Nasser D. Khalili Collection of Islamic Art in: David James, The Master Scribes: Qurʾans of the 10th to 14th Centuries AD, London 1992, pp. 24-29 s.v. 1-2",,undated (before 1300),1000,1300,inferred,,manuscripts,lcsh,reformatted digital,NyNyCBL,eng,Arabic manuscripts collection,Burke Arabic MS 1,,,ara,,Iraq or Iran,,,,,,,Mesopotamia,http://id.loc.gov/authorities/names/n93025557,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Quran,qud_001,"Opening pages, sura 1 and sura 2, end pages",,,,,,,,,,,,,,,"Complete copy of the Quran, oldest copy in Burke Library",,CLIO id: 4488501,,,e3cc5f7e638d2be6fbdd34bd1969fe99.jpg,bb376c38b6e46fb8cbc16e011c5c276b.jpg,12c29fec7aadc0d360a48e1278ef6afc.jpg,,,,,,,"M. Krek, ""Islamic Manuscripts in North American Libraries: Part 5 - Union Theological Seminary Library,"" MELA Notes, no. 36 (Fall 1985), p. 5 s.v. 5",Still Image,Original Format: manuscripts,Physical Dimensions: 13.75 x 10 x 3 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/qurans/mss,The,Quran in East and West: Manuscripts and Printed Books
,,,"Since the finispiece directly follows the last sura, information about workshop or patron might have been stated in the missing opening folios. There are marginal notes in Arabic; impressions of 2 different seals; dated ownership notes from the first half of the 19th century.","Physical Description for item from which digital images are taken: 
2 endpapers
116 fols. with pencilled foliation in western numerals
the endpapers and fol. [1] are later replacements
gatherings of 3 and 4 bifolia alternate in no recognizable order, but the first gathering of 3 bifolia is missing 2 folios
fols. 2-116 are thick brownish laid paper without visible chainlines, while fol. 1 and the endpapers are different laid papers with visible regular chainlines
13.5 x 9 cm, but the textblock was cropped for the binding
rubrication
illumination
blind-tooled leather binding with flap that is not contemporary with the textblock","Reference: For Qurans of similar size and illumination and with the same text distribution at the beginning, cf. two manuscripts in the Nasser D. Khalili Collection of Islamic Art in: David James, The Master Scribes: Qurʾans of the 10th to 14th Centuries AD, London 1992, pp. 24-29 s.v. 1-2",,undated (before 1300),1000,1300,inferred,,manuscripts,lcsh,reformatted digital,NyNyCBL,eng,Arabic manuscripts collection,Burke Arabic MS 1,,,ara,,Iraq or Iran,,,,,,,Mesopotamia,http://id.loc.gov/authorities/names/n93025557,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Quran,qud,,,,,,,,,,,,,,,,"Complete copy of the Quran, oldest copy in Burke Library",,CLIO id: 4488501,,,,,,,,,,,,"M. Krek, ""Islamic Manuscripts in North American Libraries: Part 5 - Union Theological Seminary Library,"" MELA Notes, no. 36 (Fall 1985), p. 5 s.v. 5",Still Image,Original Format: manuscripts,Physical Dimensions: 13.75 x 10 x 3 cm,,The,Quran in East and West: Manuscripts and Printed Books
006092,1,0,"French source ""L’Alcoran de Mahomet"" was first published by Antoine de Sommaville in Paris 1647. The complete title reads: ""The Alcoran of Mahomet, translated out of Arabique into French, by the Sieur Du Ryer, Lord of Malezair, and resident for the King of France, at Alexandria, and newly Englished, for the satisfaction of all that desire to look into the Turkish vanities'
the translation is accompanied by ""The life and death of Mahomet, the prophet of the Turks, and author of the Alcoran"". Ross added ""A needfull caveat or admonition, for them who desire to know what use may be made of, or if there be danger in reading the Alcoran""","References:
ESTC R200452, R200453, R220382
David Allan, ""Ross, Alexander (1591-1654),"" in: Oxford Dictionary of National Biography, 2007, available online: http://www.oxforddnb.com/view/article/24110 (accessed 10 June 2011)
Nabil Matar, ""A Note on Alexander Ross and the English Translation of the Qurʾān,"" Journal of Islamic Studies 23/1, 2012, pp. 76-84
Noel Malcolm, ""The 1649 English Translation of the Koran: Its Origins and Significance,"" Journal of the Warburg and Courtauld Institutes 75 (2012), pp. 261-295",,,1649,1649,,,1649,books,aat,reformatted digital,NyNyCBL,eng,McAlpin Collection of British History and Theology,1649 M216,,,eng,,,,,,,,London,,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Alcoran of Mahomet,amo_001,Page 1,,,,,,"Du Ryer, André, approximately 1580-approximately 1660",naf,http://id.loc.gov/authorities/names/n86080587,"Ross, Alexander, 1591-1654",naf,http://id.loc.gov/authorities/names/n84184693,,,,First English translation of the complete text of the Qur'an; One of three copies in Burke Library,,CLIO id: 4431306,s.n.,,110023001.jpg,,,,,,,,,,Still Image,Original Format: book,Physical Dimensions: 18.5 x 15 x 3.5 cm,https://exhibitions.cul.columbia.edu/exhibits/show/quran/qurans/printed,The,Quran in East and West: Manuscripts and Printed Books
,,,"French source ""L’Alcoran de Mahomet"" was first published by Antoine de Sommaville in Paris 1647. The complete title reads: ""The Alcoran of Mahomet, translated out of Arabique into French, by the Sieur Du Ryer, Lord of Malezair, and resident for the King of France, at Alexandria, and newly Englished, for the satisfaction of all that desire to look into the Turkish vanities'
the translation is accompanied by ""The life and death of Mahomet, the prophet of the Turks, and author of the Alcoran"". Ross added ""A needfull caveat or admonition, for them who desire to know what use may be made of, or if there be danger in reading the Alcoran""","References:
ESTC R200452, R200453, R220382
David Allan, ""Ross, Alexander (1591-1654),"" in: Oxford Dictionary of National Biography, 2007, available online: http://www.oxforddnb.com/view/article/24110 (accessed 10 June 2011)
Nabil Matar, ""A Note on Alexander Ross and the English Translation of the Qurʾān,"" Journal of Islamic Studies 23/1, 2012, pp. 76-84
Noel Malcolm, ""The 1649 English Translation of the Koran: Its Origins and Significance,"" Journal of the Warburg and Courtauld Institutes 75 (2012), pp. 261-295",,,1649,1649,,,1649,books,aat,reformatted digital,NyNyCBL,eng,McAlpin Collection of British History and Theology,1649 M216,,,eng,,,,,,,,London,,,,,Islam,lcsh,http://id.loc.gov/authorities/subjects/sh85068390,,,,,,,,,,Alcoran of Mahomet,amo,,,,,,,"Du Ryer, André, approximately 1580-approximately 1660",naf,http://id.loc.gov/authorities/names/n86080587,"Ross, Alexander, 1591-1654",naf,http://id.loc.gov/authorities/names/n84184693,,,,First English translation of the complete text of the Qur'an; One of three copies in Burke Library,,CLIO id: 4431306,s.n.,,,,,,,,,,,,Still Image,Original Format: book,Physical Dimensions: 18.5 x 15 x 3.5 cm,,The,Quran in East and West: Manuscripts and Printed Books
