note-1:note_value,note-1:note_type,_project.string_key,_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,title-1:title_non_sort_portion,title-1:title_sort_portion,alternative_title-1:alternative_title_value,extent-1:extent_value,omeka_identifier-1:omeka_identifier_value,object_in_context_url-1:object_in_context_url_value,form-1:form_term.value,form-1:form_term.uri,form-1:form_term.authority,form-2:form_term.value,form-2:form_term.uri,form-2:form_term.authority,type_of_resource-1:type_of_resource_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,note-2:note_value,note-3:note_value,note-3:note_type,note-4:note_value,note-5:note_value,note-6:note_value,note-7:note_value,note-8:note_value,note-9:note_value,note-10:note_value,note-11:note_value,note-12:note_value,note-13:note_value,note-14:note_value,note-15:note_value,note-16:note_value,note-17:note_value,internal_note-1:internal_note_value,collection-1:collection_term.value,collection-1:collection_term.uri,collection-2:collection_term.value,collection-2:collection_term.uri,location-1:location_term.value,location-1:location_term.uri,location-1:location_sublocation,location-1:location_shelf_location-1.location_shelf_location_free_text,digital_origin-1:digital_origin_value,publisher-1:publisher_value,abstract-1:abstract_value,clio_identifier-1:clio_identifier_value,restriction_on_access-1:restriction_on_access_value,use_and_reproduction-1:use_and_reproduction_value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_key_date,date_created-1:date_created_end_value,date_created-1:date_created_type,place_of_origin-1:place_of_origin_value,name-1:name_term.value,name-1:name_term.uri,name-1:name_term.authority,name-1:name_term.name_type,name-1:name_usage_primary,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.authority,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.uri,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.name_type,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.uri,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.name_type,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.uri,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.name_type,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.uri,subject_topic-1:subject_topic_term.authority,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.uri,subject_topic-2:subject_topic_term.authority,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.uri,subject_topic-3:subject_topic_term.authority,subject_topic-4:subject_topic_term.value,subject_topic-4:subject_topic_term.uri,subject_topic-4:subject_topic_term.authority,subject_topic-5:subject_topic_term.value,subject_topic-5:subject_topic_term.uri,subject_topic-5:subject_topic_term.authority,subject_topic-6:subject_topic_term.value,subject_topic-6:subject_topic_term.uri,subject_topic-6:subject_topic_term.authority,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.uri,subject_geographic-1:subject_geographic_term.authority,subject_geographic-2:subject_geographic_term.value,subject_geographic-2:subject_geographic_term.uri,subject_geographic-2:subject_geographic_term.authority,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.uri,subject_title-1:subject_title_term.authority,subject_title-2:subject_title_term.value,subject_title-2:subject_title_term.uri,subject_title-2:subject_title_term.authority,name-2:name_term.value,name-2:name_term.uri,name-2:name_term.authority,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.authority,name-3:name_term.value,name-3:name_term.uri,name-3:name_term.authority,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.uri,name-3:name_role-1:name_role_term.authority,name-4:name_term.value,name-4:name_term.uri,name-4:name_term.authority,name-4:name_term.name_type,name-4:name_role-1:name_role_term.value,name-4:name_role-1:name_role_term.uri,name-4:name_role-1:name_role_term.authority,name-5:name_term.value,name-5:name_term.uri,name-5:name_term.authority,name-5:name_term.name_type,name-5:name_role-1:name_role_term.value,name-5:name_role-1:name_role_term.uri,name-5:name_role-1:name_role_term.authority,name-6:name_term.value,name-6:name_term.uri,name-6:name_term.authority,name-6:name_term.name_type,name-6:name_role-1:name_role_term.value,name-6:name_role-1:name_role_term.uri,name-6:name_role-1:name_role_term.authority,name-7:name_term.value,name-7:name_term.uri,name-7:name_term.authority,name-7:name_term.name_type,name-7:name_role-1:name_role_term.value,name-7:name_role-1:name_role_term.uri,name-7:name_role-1:name_role_term.authority,_publish_targets-1.string_key,_publish
https://exhibitions-dev.library.columbia.edu/1900200050.jpg,filename,,asset,luther_ltb_001,luther_ltb_000,,Title page recto,,,11418,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/peasants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_agj_000,,Eyn,Sermon vber das Euangelium Johan. 4. : es war eyn Konigischer des Son lag kranck zu Capernaum etc / Martinus Luther. DMXXiij. Wyttem,"Sermon on Gospel of John 4, the Royal Official's Son at Capernaum",[16] pages (last [2] pages blank) ; 18 cm (quarto),,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200024,,,Signatures: A-B⁴,Title within woodcut border,,,,,,,,,,,,,Case number: 4; Item number: 9,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Tower,03-B1135,reformatted digital,[Hans Lufft],,4527543,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,"DMXXiij [i.e., MDXXiij, 1523]",1523,TRUE,,,"Wyttem. [i.e., Wittenberg]","Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bible. John, IV",http://id.loc.gov/authorities/names/n2019242825.html,naf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200024.jpg,filename,,asset,luther_agj_001,luther_agj_000,,Title page recto,,,11390,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_uwk_000,,Eyn,Sermon von dem newen gebornen Kindelein Ihesu gepredigt auft den Christag nach mit tag / Martinus Luther,"Sermon on the New Born Child, Jesus, Preached on Christmas Afternoon",[7] pages ; 20 cm (quarto),,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200025,,,Signature: A⁴,,,,,,,,,,,,,,Case number: 4; Item number: 10,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Tower,03-B1121,reformatted digital,,,4527529,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1523,1523,TRUE,,,Zwickaw :Jörg Gastel,"Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,Jesus Christ,http://id.loc.gov/authorities/names/n79084784,naf,personal,,,,,,,,,Reformation,http://id.worldcat.org/fast/1092555,fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200025.jpg,filename,,asset,luther_uwk_001,luther_uwk_000,,Title page recto,,,11391,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_twh_000,,Eyn,Sermon von dem vnrechten Mammon Luce. xvi. / Doctor Martinus Luther,"Sermon on Unjust Wealth, Luke 16",[16] pages ; 20 cm (quarto),,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200022,,,"Compare with 03-B1134 (VD 16, L 6075; Benzing, 1434; Gatch, D109) and 3-B1400 (VD 16, L 6068; Benzing, 1432; Gatch, D632) and 03-B1932 (Benzing, 1439; VD 16, L 6076)",Printer from Benzing,Signatures: A-B⁴,Ornamental t.p. border; initials,,,,,,,,,,,Case number: 4; Item number: 7,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Tower,03-B1134,reformatted digital,[Melchior Lotther d.J.],,4527544,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,M.D.xxiij [1523],1523,TRUE,,,"Uuittemberg [i.e., Wittenberg]","Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,Surplus (Economics),http://id.worldcat.org/fast/1139498,fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200022.jpg,filename,,asset,luther_twh_001,luther_twh_000,,Title page recto,,,11388,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_sft_000,,,Homērou Ilias ; [Odysseia ; Batrachomyomachia ; Hymnoi 1b] = Homeri Ilias ; [Vlyssea ; Batrachomyomachia ; Hymni XXXII],,2 volumes ; 17 cm (octavo),,,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,,,,text,"Greek, Ancient (to 1453)",iso639-2b,http://id.loc.gov/vocabulary/iso639-2/grc,,,,"original filename:ldpd_7821252_002_00000009, ldpd_7821252_003_00000009, ldpd_7821252_002_00000513",,,"Imprint from colophon, v. [2]",Signatures: v. 1: 1-7⁸ A-2L⁸ 2M⁶; v. 2: a-z⁸ A-H⁸ I⁴,Last leaf of v. [1] blank,"Vol. 1: [56], 277, [1] leaves ; Vol. 2: 251, [1] leaves",Aldine device on t.p. and verso of final leaf of each vol; capital spaces with guide letters,The second Aldine edition. Each vol. has a distinct pagination. The life of Homer is on 56 unpaged leaves,Includes register,"Rare Book copy: Pagination: v.1. 177, [1] leaves ; v.2. 251, [1] leaves, [56] leaves","Rare Book copy: Signatures: v. 1. A-2L8, M4; v. 2 a-z8, A-H8, I4, 1-7","Rare Book copy: Volume 1, copy 1: Worm hole in first two leaves with slight loss of text","Rare Book copy: Volume 2: Signature p either misbound or misprinted as 113, 116, 115, 114, 117, 110 [sic], 119, 118",Rare Book copy: Volume 2: Trimmed with slight loss of annotations in margins,"Rare Book copy 1: Inscribed by Philipp Melanchthon to Martin Luther. Extensively annotated throughout, in more than one hand, probably including Philipp Melanchthon. The notes seem to be lecture notes, either Melanchthon's preparatory notes or by students",Rare Book copy 1: Bound in alum-tawed pigskin decorated in blind with tools and rolls. Remnants of 2 clasps on fore-edge,Case number: 5; Item number: 7,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Butler 6th Fl. East,880 1517 H37,reformatted digital,"In aedibus Aldi, et Andreae Asulani soceri",,7820626,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,mense Iunio 1517,1517-06,TRUE,,,Venetiis,Homer,http://id.loc.gov/authorities/names/n78095639,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,Manuzio family,"http://id.worldcat.org/fast/216333
",fast,personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Torresanus, Andreas (De Asula), 1451-1529",http://id.loc.gov/authorities/names/no95027093,naf,personal,Publisher,http://id.loc.gov/vocabulary/relators/pbl,marcrelator,"Manuzio, Aldo, 1449 or 1450-1515",http://id.loc.gov/authorities/names/n79117173,naf,personal,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Melanchthon, Philipp, 1497-1560",http://id.loc.gov/authorities/names/n79121330,naf,personal,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Torresani, family of printers",,,personal,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,Homer,http://id.loc.gov/authorities/names/n78095639,naf,personal,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,
https://exhibitions-dev.library.columbia.edu/ldpd_7821252_002_00000009.jpg,filename,,asset,luther_sft_001,luther_sft_000,,File 1,,,11406,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/theology/iliad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/ldpd_7821252_003_00000009.jpg,filename,,asset,luther_sft_002,luther_sft_000,,File 2,,,11407,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/theology/iliad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/ldpd_7821252_002_00000513.jpg,filename,,asset,luther_sft_003,luther_sft_000,,File 3,,,11408,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/theology/iliad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_hsr_000,,,Ihesus  Das New Testament teütsch,German New Testament,"[4], 101, 1 blank, [5], 78 leaves : illustrations ; 32 cm (folio)",,,books,http://vocab.getty.edu/aat/300028051,aat,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,"original filename:1900200008a, 1900200008b",,,Folios [cii] and [lxxix] blank,The Luther version,Few woodcuts at head of chapters,Sine nota,,,,,,,,,,,Case number: 2; Item number: 1,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Union Rare Folio,CB77 1523,reformatted digital,Johann Schott,The first edition of Luther's translation of the Hebrew Prophets. An edition of the entire Hebrew Bible would appear two years later.,4549103,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,[1523],1523,TRUE,,,[Strassburg],"Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200008a.jpg,filename,,asset,luther_hsr_001,luther_hsr_000,,"Marginal manicule 1, Romans 6:23",,,11373,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/bible/nt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200008b.jpg,filename,,asset,luther_hsr_002,luther_hsr_000,,"Marginal manicule 2, Romans 7:4",,,11374,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/bible/nt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_ylk_000,,,"In epistolam Pavli ad Galatas, F. Martini Lvtheri Avgvstiniani, commentarivs","Epistle of Paul to the Galatians: a Commentary by M. Luther, Augustinian",[164] pages ; 20 cm (quarto),,,books,http://vocab.getty.edu/aat/300028051,aat,,,,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,,,,original filename:1900200013,,,Imprint from Benzing,Signatures: A⁶ B⁴ C⁶ D⁴ E⁶ F⁴ G⁶ H⁴ I⁶ K⁴ L⁶ M⁴ N⁶ O⁴ P-Q⁶ (-Q6),Woodcut t.p. border attributed to Lucas Cranach. Cf. Pflugk-Harttung 36,Title page in red and black,"Compare with 03-B1936 (Benzing, 426; VD 16, B 5077)",,,,,,,,,,Case number: 2; Item number: 5,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Tower,03-B1864,reformatted digital,Melchior Lotter,"Luther famously preferred some portions of the Bible to others. Among his favored sections were the New Testament epistles of St. Paul, whose teachings on ""justification by faith"" were a central, organizing theme for Luther’s theology and the lens through which he interpreted the whole Bible. Rather than something earned by good behavior or holy exertions, St. Paul wrote of salvation as an unwarranted gift from God that could only be gratefully received through faith. St. Paul’s letter contains extensive argument about the tension between ""law"" (which Luther interpreted to mean anything undertaken in an attempt achieve favor or standing with God on one’s own) and ""faith"" (trust in God’s unearned promise to save despite the impossibility of anyone deserving it).",4528323,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,[1519],1519,TRUE,,,[Leipzig],"Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bible. Galatians,http://id.loc.gov/authorities/names/n79089204,naf,,,,"Lotter, Michael, approximately 1499-approximately 1556",http://id.loc.gov/authorities/names/nr94021953,naf,personal,Publisher,http://id.loc.gov/vocabulary/relators/pbl,marcrelator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200013.jpg,filename,,asset,luther_ylk_001,luther_ylk_000,,Title page recto,,,11379,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/bible/galatians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_fxu_000,,,Ob man furdemster ben fliehen muge / Marti. Luther,Whether One May Flee from a Deadly Plague,[28] pages ; 20 cm (quarto),,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,,,,text,German,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/ger,,,,original filename:1900200026,,,"Name of printer from colophon which reads: ""Gedruckt zu Wittemberg durh Hans Lufft""",Signatures: A-C⁴ D²,Title within historiated and architectural woodcut border,"Compare with 03-B1531 (Benzing, 2428; VD 16, L 5513; Gatch, D761)",,,,,,,,,,,Case number: 4; Item number: 11,,,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Tower,03-B1164,reformatted digital,Hans Lufft,,4527574,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,M.D.XXVII. [1527],1527,TRUE,,,"Wittemberg [i.e., Wittenberg]","Luther, Martin, 1483-1546",http://id.loc.gov/authorities/names/n79089628,naf,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,Christian ethics,http://id.worldcat.org/fast/859107,fast,Death--Religious aspects--Christianity,http://id.worldcat.org/fast/888657,fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200026.jpg,filename,,asset,luther_fxu_001,luther_fxu_000,,Title page recto,,,11392,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/flug/flug2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,luther_dlh_000,,,Priuilegia et indulgentia fratrum minoru[m] ordinis Sancti francisci,Privileges and Indulgences of the Franciscan Order,[40] pages ; 21 cm (octavo),,,pamphlets,http://vocab.getty.edu/aat/300220572,aat,,,,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,,,,original filename:1900200001,,,"Imprint from colophon which reads: ""Impressum Liptzk per Cunradun Kachelosen Anno domini Millesimoquadringentesimo Nonagelimoquinto.""",Signatures: A⁸ B-C⁶ (-A1),Title page missing,"Boxed in Van Ess Collection under ""Franciscans; Privilegia ...""",,,,,,,,,,,Case number: 1; Item number: 1,"Van Ess Collection (Burke Library, Union Theological Seminary)",http://id.library.columbia.edu/term/b47b4ac1-707f-4021-a5d3-88ff4fc9bac3,,,"Burke Library at Union Theological Seminary, Columbia University",http://id.library.columbia.edu/term/4f175cc6-1394-49b9-a411-2fe143265d43,Van Ess 1,91,reformatted digital,per Cunradun Kachelofen,"This document summarizes indulgences granted to members of the mendicant Order of St. Francis, the benefits of which might be conveyed to those who visited their churches.",4528469,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,[1495],1495,TRUE,,,Impressum Liptzk,"Kachelofen, Konrad, -1528 or 1529",http://id.loc.gov/authorities/names/nr95045672,naf,personal,TRUE,Publisher,http://id.loc.gov/vocabulary/relators/pbl,marcrelator,,,,,,,,,,,,,Franciscans,http://id.worldcat.org/fast/933667,fast,Indulgences (Canon law),http://id.worldcat.org/fast/970762,fast,"Privileges and immunities, Ecclesiastical",http://id.worldcat.org/fast/1077682,fast,,,,,,,,,,,,,,,,,,,,,,"Ess, Leander van, 1772-1847",http://id.loc.gov/authorities/names/no92013806,naf,personal,Former owner,http://id.loc.gov/vocabulary/relators/fmo,marcrelator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://exhibitions-dev.library.columbia.edu/1900200001.jpg,filename,,asset,luther_dlh_001,luther_dlh_000,,Title page recto,,,11366,https://exhibitions.library.columbia.edu/exhibits/show/martin-luther/indulgences/privileges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
