relatedItem_collection,name,nameType,nameRelator,name_authority,name_authority_identifier,name 2,nameType 2,nameRelator 2,name_authority 2,name_authority_identifier 2,name 3,nameType 3,nameRelator 3,name_authority 3,name_authority_identifier 3,keyDate -_start,keyDate_end,dateQualifier,dateCreated,abstract,item - featured,item - public,identifier_clio,identifier_omeka,typeOfResource 1,typeOfResource 2,typeOfResource 3,language,location_url_ObjectInContext,Source,citation,physicalLocation,physicalLocation_authority,shelfLocator,shelfLocator 2,sublocation,note,note 2,note_filename,note_filename 2,note_filename 3,note_filename 4,note_filename 5,note_filename 6,note_filename 7,note_filename 8,note_filename 9,note_filename 10,note_filename 11,note_filename 12,digitalOrigin,extent,extent 2,form,form_authority,form 2,form_authority 2,place,place_authority,place_authority_identifier,relatedItem_Project,projectURL,note_ownership,publisher,languageOfCataloging,note_relatedItem,subject_topic,subject_topic_authority,subject_topic_authority_identifer,subject_topic 2,subject_topic_authority 2,subject_topic_authority_identifier 2,subject_name,subject_name_authority,subject_name_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,title_nonsort,title1,identifier_title,partName,title2,title2_type
Plimpton ,"Sacro Bosco, Joannes de, fl. 1230",,,,,,,,,,,,,,,1480 1499,,ap,End of the 15th century,,0,1,,69,,,,lat,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-quadrivium/page-4,,,nnc-rb,,Plimpton MS 183,,,original filename: plmptn_001_001,,plmptn_001_001.jpg,,,,,,,,,,,,rd,2 pages,1 image,manuscripts,,,,Low Countries,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,,eng,,Astronomy,,,,,,,,,,,,,,,,,,,De Sphaera Mundi ,,,,
Plimpton,Aristotle,,,,,,,,,,,,,,,1393 ,,ex,1393,,0,1,,70,,,,lat,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-1,,,nnc-rb,,Plimpton MS 017,,,original filename: plmptn_013_001,,plmptn_013_001.jpg,,,,,,,,,,,,rd,1 page,1 image,manuscripts,,,,"Lombardy, Italy",,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,,eng,,Ethics,,,,,,,,,,,,,,,,,,,"Nichomachean Ethics, Politics",,,Ethica,
Plimpton ,Euclid,,,,,,,,,,,,,,,1375 1399,,ap,End of the 14th century,,0,1,,72,,,,lat,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-quadrivium/page-2,,,nnc-rb,,Plimpton MS 160,,,original filename: plmptn_030_001,,plmptn_030_001.jpg,,,,,,,,,,,,rd,1 page,1 image,manuscripts,,,,England?,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,,eng,,Geometry,,,,,,,,,,,,,,,,,,,Elementa ,,,,
Plimpton Family Papers ,"Plimpton, George A. (George Arthur), 1855-1936",,,,,"Plimpton, Francis T. P. (Francis Taylor Pearsons), 1900-1983",,,,,,,,,,1904-08-17 ,,ex,"Aug. 17, 1904",,0,1,,73,,,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/george-arthur-plimpton/page-2,,,nnc-rb,,Plimpton Family Papers,,,"Box 3, Folder 12, Series I.3","original filenames:
plmptn_158_001
plmptn_158_002
plmptn_158_003",plmptn_158_001.jpg,plmptn_158_002.jpg,plmptn_158_003.jpg,,,,,,,,,,rd,"2 pages, 1 envelope",3 images,correspondence,,,,"Harrisburg, Pennsylvania",,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,,eng,,Plimpton family,,,,,,,,,,,,,,,,,,,"Letter to Francis T. P. Plimpton, August 17, 1904",,,,
Plimpton ,"M'Culloch, J. M. (James Melville), 1801-1883",,,,,,,,,,,,,,,1857 ,,ex,1857,,0,1,,74,,,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-4,,,nnc-rb,,Plimpton 808.8 1857 M,,,Interleaved with author’s ms. notes of revisions.,original filename: plmptn_059_001,plmptn_059_001.jpg,,,,,,,,,,,,rd,pages 6-7,1 image,books,,,,Edinburgh,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,Oliver & Boyd,eng,,Science,,,,,,,,,,,,,,,,,,,Course of Elementary Reading in Science and Literature,,,,
,"Plimpton, George A. (George Arthur), 1855-1936",,,,,,,,,,,,,,,1900 1915,,ap,Early 20th century?,,0,1,,75,,,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/hornbooks/page-1,,,nnc-rb,,,,,original filename: plmptn_099_001,,plmptn_099_001.jpg,,,,,,,,,,,,rd,1 page,1 image,printed ephemera,,Bookplates,,,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,,eng,,,,,,,,,,,,,,,,,,,,,Bookplate of George Arthur Plimpton ,,,,
,,,,,,,,,,,,,,,,1583 ,,ex,1583,,0,1,CLIO id: 6766017,76,,,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-1,,,nnc-rb,,Plimpton 529.3 1583,,,"original filenames:
plmptn_065_001
plmptn_065_002",,plmptn_065_001.jpg,plmptn_065_002.jpg,,,,,,,,,,,rd,"2 pages, cover",2 images,books,,,,London,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,Franke Adams,eng,,Penmanship,,,,,,,,,,,,,,,,,,,"Writing Tables with a Kalender for xxiiii. yeeres, with sundry necessarye rules",,,,
Incunabula,"Donatus, Aelius",,,,,,,,,,,,,,,1500 1505,,ap,circa 1502,,0,1,CLIO id: 1637767,77,,,,lat,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-4,,,nnc-rb,,Incunabula Goff D-341,,,original filename: plmptn_020_001,,plmptn_020_001.jpg,,,,,,,,,,,,rd,1 page,1 image,books,,,,Augsburg,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,Johann SchönsperGerman,eng,,Latin language--Grammar,,,,,,,,,,,,,,,,,,,Ars Minor,,,,
Plimpton,B. E.,,,,,,,,,,,,,,,1800 1899,,ap,"Bookseller’s notes indicate 19th century reprint, in boards, with paper label dated 1690",,0,1,CLIO id: 6196507,78,,,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-3,,,nnc-rb,,Plimpton 364 1698 N42,,,original filename: PLMPTN_055_001,,PLMPTN_055_001.jpg,,,,,,,,,,,,rd,1 page,1 image,books,,,,London,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,"Printed for W. Hawes, P. Gilbourne, and W. Davis",eng,,English language--Slang,,,,,,,,,,,,,,,,,,,"New Dictionary of the Terms Ancient and Modern of the Canting Crew in its several tribes, of gypsies, beggars, thieves, cheats, &c.",,,,
Plimpton,Stefano Di Battista Degli Stefani Of Mercatello,,,,,,,,,,,,,,,1520 1525,,ap,circa 1522,,0,1,,79,,,,lat,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-quadrivium/page-5,Plimpton MS 211 ,,nnc-rb,,Plimpton MS 211,,,original filename: plmptn_043_001,,plmptn_043_001.jpg,,,,,,,,,,,,rd,pages [137]-138,1 image,manuscripts,,,,Italy,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,,eng,,Business mathematics,,,,,,,,,,,,,,,,,,,Summa Arismetice ,,,,
Plimpton ,"Isidore, of Seville, Saint, d. 636",,,,,,,,,,,,,,,1180 1199,,ap,End of the 12th century,,0,1,,61,,,,lat,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/encyclopedias/page-1,,,nnc-rb,,Plimpton MS 125,,,original filename: plmptn_002_001,,plmptn_002_001.jpg,,,,,,,,,,,,rd,1 page,1 image,manuscripts,,,,Possibly Italy,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,,eng,,Encyclopedias and dictionaries,,,,,,,,,,,,,,,,,,,Etymologiarum Libri ,,,,
Plimpton Papers,"Morison, Stanley, 1889-1967",,,,,"Plimpton, George A. (George Arthur), 1855-1936",,,,,,,,,,1926-04-24 ,,ex,"April 24, 1926",,0,1,,60,,,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-5,,,nnc-rb,,Plimpton Papers 1987 Gift,,,"original filenames:
plmptn_106_001
plmptn_106_002",,plmptn_106_001.jpg,plmptn_106_002.jpg,,,,,,,,,,,rd,2 pages,2 images,correspondence,,,,,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,,,eng,,Photography,,,,,,,,,,,,,,,,,,,"Letter to George Arthur Plimpton, April 24, 1926",,,,
Plimpton Reference ,"Plimpton, George A. (George Arthur), 1855-1936",,,,,,,,,,,,,,,1935 ,,ex,1935,,0,1,CLIO id: 384621,42,,,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-1,,,nnc-rb,,Plimpton Reference R372 P712,,,original filename: plmptn_028_001,,plmptn_028_001.jpg,,,,,,,,,,,,rd,cover ,1 image,books,,,,London and New York,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,,Oxford University Press,eng,,"Chaucer, Geoffrey, d. 1400",,,,,,,,,,,,,,,,,,,Education of Chaucer Illustrated from the Schoolbooks in Use in His Time,,,,
Smith Japanese ,"Shiba, Kōkan, 1738?-1818",,,,,,,,,,,,,,,1796 ,,ex,8th year of Kansei,,0,1,,43,,,,jpn,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/mathematics/page-3,,,nnc-rb,,Plimpton Japanese O-8,,,original filename: plmptn_084_001,,plmptn_084_001.jpg,,,,,,,,,,,,rd,2 pages,1 image,books,,,,Tokyo,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,Shunparo,eng,,Astronomy,,,,,,,,,,,,,,,,,,,Oranda tensetsu,,,Dutch astronomy explained,
Plimpton Historical MSS,"Lincoln, Abraham, 1809-1865",,,,,,,,,,,,,,,1824 ,,ex,1824,,0,1,,44,,,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/mathematics/page-3,,,nnc-rb,,Plimpton Historical Manuscripts,,,original filename: PLMPTN_089_001,,PLMPTN_089_001.jpg,,,,,,,,,,,,rd,1 page,1 image,manuscripts,,,,Indiana,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,,eng,,"Lincoln, Abraham, 1809-1865",,,,,,,,,,,,,,,,,,,Arithmetic Exercises from Manuscript Sum Book ,,,,
Plimpton Slavery Collection,American Antiquarian Society ,,,,,"Plimpton, George A. (George Arthur), 1855-1936",,,,,,,,,,1930 ,,ex,1930,,0,1,CLIO id: 5535825,45,,,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/slavery/page-1,,,nnc-rb,,,,,original filename: plmptn_121_001,,plmptn_121_001.jpg,,,,,,,,,,,,rd,title page,1 image,books,,,,"Worcester, Mass.",,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,American Antiquarian Society,eng,,Slavery,,,,,,,,,,,,,,,,,,,"Journal of an African Slaver, 1789-1792 ",,,,
Plimpton,Ginn and Company.,,,,,,,,,,,,,,,1892 ,,ex,1892,,0,1,CLIO id: 1930859,46,,,,eng,,,,nnc-rb,,A091 1892 G431,,,original filename: plmptn_111_001,,plmptn_111_001.jpg,,,,,,,,,,,,rd,1 page,1 image,books,,,,Boston,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,,Ginn and Company,eng,,Penmanship,,,,,,,,,,,,,,,,,,,Ginn & Company's writing books,,,Writing books,
Incunabula ,"Diomedes, grammarian, 4th cent.",,,,,,,,,,,,,,,1470 1480,,ap,circa 1475,,0,1,CLIO id: 1637759,47,,,,lat,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-2,,,nnc-rb,,Incunabula Goff D-234,,,original filename: plmptn_017_001,,plmptn_017_001.jpg,,,,,,,,,,,,rd,1 page,1 image,books,,,,[Venice],,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,Nicholas Jenson,eng,,Latin language--Grammar,,,,,,,,,,,,,,,,,,,Ars Grammatica ,,,,
Plimpton ,,,,,,,,,,,,,,,,1325 1375,,ap,Mid 14th century,,0,1,,48,,,,eng,,,,nnc-rb,,,Plimpton MS 040i,,original filename: plmptn_039_001,,plmptn_039_001.jpg,,,,,,,,,,,,rd,1 page,1 image,manuscripts,,,,"Siena, Italy",,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of the Estate of Mrs. Francis T. P. Plimpton in 1995,,eng,,Epiphany music,,,,,,,,,,,,,,,,,,,Gradual ,,,,
Plimpton Papers ,"Plimpton, George A. (George Arthur), 1855-1936",,,,,"Smith, David Eugene, 1860-1944",,,,,,,,,,1925 1927,,ap,circa 1926,,0,1,,50,,,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/mathematics/page-1,,,nnc-rb,,Old Box 37,,,original filename: plmptn_142_001,,plmptn_142_001.jpg,,,,,,,,,,,,rd,1 page,1 image,manuscripts,,,,"New York, N.Y.?",,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,,eng,,"Smith, David Eugene, 1860-1944",,,,,,,,,,,,,,,,,,,David Eugene Smith,,,,
Plimpton ,"More, Hannah, 1745-1833",,,,,,,,,,,,,,,1806 ,,ex,1806,,0,1,CLIO id: 6182028,51,,,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-4,,,nnc-rb,,Plimpton 376 1806 M81 v.1,,,original filename: plmptn_129_001,,plmptn_129_001.jpg,,,,,,,,,,,,rd,title page,1 image,books,,,,London,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,Printed for T. Cadell and W. Davis,eng,,Women--Education,,,,,,,,,,,,,,,,,,,Strictures on the Modern System of Female Education,,,,
Plimpton,"Wollstonecraft, Mary, 1759-1797",,,,,,,,,,,,,,,1792 ,,ex,1792,,0,1,,59,,,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-3,,,nnc-rb,,Plimpton 396 1792 G54,,,original filename: plmptn_122_001,,plmptn_122_001.jpg,,,,,,,,,,,,rd,title page,1 image,books,,,,London,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,Printed for J. Johnson,eng,,Women's rights,,,,,,,,,,,,,,,,,,,Vindication of the Rights of Women ,,,,
Plimpton ,"Melanchthon, Philipp, 1497-1560",,,,,,,,,,,,,,,1528 ,,ex,1528,,0,1,,58,,,,lat,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-2,,,nnc-rb,,Plimpton 470 1528 M48,,,original filename: plmptn_046_001,,plmptn_046_001.jpg,,,,,,,,,,,,rd,title page,1 image,books,,,,Parisiis,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,Ex officina Roberti Stephani,eng,,Latin language--Grammar,,,,,,,,,,,,,,,,,,,Grammatica Latina Philippi Melanchthonis ,,,,
Plimpton,"George Bickham, 1684?-1758?",,,,,,,,,,,,,,,1741 ,,ex,1741,,0,1,CLIO id: 6183070,57,,,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-2,,,nnc-rb,,Plimpton 092 1741 B47,,,original filename: PLMPTN_071_001,,PLMPTN_071_001.jpg,,,,,,,,,,,,rd,page 30,1 image,books,,,,London,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,Printed for the Author,eng,,Penmanship,,,,,,,,,,,,,,,,,,,Universal Penman ,,,,
Plimpton ,"Schurman, Anna Maria van, 1607-1678",,,,,,,,,,,,,,,1659 ,,ex,1659,,0,1,CLIO id: 6196727,56,,,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-2,,,nnc-rb,,Plimpton 376 1659 Sch8,,,original filename: plmptn_127_001,,plmptn_127_001.jpg,,,,,,,,,,,,rd,title page,1 image,books,,,,London,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,Printed by Johon Redmayne,eng,,Women--Education,,,,,,,,,,,,,,,,,,,"Learned Maid, or Whether a Maid may be a Scholar?",,,,
Plimpton Papers,"Plimpton, George A. (George Arthur), 1855-1936",,,,,,,,,,,,,,,1870 1879,,ap,1870s?,,0,1,,54,,,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/george-arthur-plimpton/page-2,,,nnc-rb,,,,,original filename: plmptn_094_001,,plmptn_094_001.jpg,,,,,,,,,,,,rd,1 photoprint,1 image,photographs,,Portraits,,,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,,eng,,"Plimpton, George A. (George Arthur), 1855-1936",,,,,,,,,,,,,,,,,,,Portrait of George Arthur Plimpton as Younger Man,,,,
Incunabula ,"Boethius, d. 524",,,,,,,,,,,,,,,1488-05-20 ,,ex,"May 20, 1488",,0,1,CLIO id: 1623900,53,,,,lat,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-quadrivium/page-5,,,nnc-rb,,Incunabula Goff B-828 (Plimpton 511 1488),,,original filename: plmptn_036_001,,plmptn_036_001.jpg,,,,,,,,,,,,rd,2 pages,1 image,books,,,,Augsburg,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,Erhard Ratdolt,eng,,Arithmetic,,,,,,,,,,,,,,,,,,,De Institutione Arithmetica ,,,,
Plimpton Hornbooks ,"St. Paul's Infant School (London, England)",,,,,,,,,,,,,,,1792 ,,ex,1729,,0,1,,52,,,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/hornbooks/page-1,,,nnc-rb,,Plimpton Hornbooks No. 17,,,original filename: plmptn_117_001,,plmptn_117_001.jpg,,,,,,,,,,,,rd,1 hornbook,1 image,objects,,Hornbooks,,London,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,,eng,,,,,,,,,,,,,,,,,,,,,Hornbook,,,,
Plimpton,,,,,,,,,,,,,,,,1600 1699,,ap,17th century,,0,1,,80,,,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/mathematics/page-3,,,nnc-rb,,Plimpton MS 217,,,original filename: plmptn_085_001,,plmptn_085_001.jpg,,,,,,,,,,,,rd,1 page,1 image,manuscripts,,,,Germany,,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,Gift of George Arthur Plimpton,,eng,,Astronomical clocks,,,,,,,,,,,,,,,,,,,Description of and Instructions for the Operation of an Astronomical Clock with an Armillary Sphere,,,Instructions for operating an astronomical clock with an armillary sphere ,
Plimpton Family Papers,Columbia University,,,,,"Plimpton, George A. (George Arthur), 1855-1936",,,,,,,,,,1929-06-05 ,,ex,"June 5, 1929",,0,1,,173,,,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/friends/page-3,,,nnc-rb,,,,,original filename: PLMPTN_163_001,,PLMPTN_163_001.jpg,,,,,,,,,,,,rd,1 page,1 image,manuscripts,,"Degrees, Academic",,"New York, NY",,,"""Our Tools of Learning"" : George Arthur Plimpton's Gifts to Columbia University",,,,eng,,"Plimpton, George A. (George Arthur), 1855-1936",,,,,,,,,,,,,,,,,,,Honorary Degree given to George A. Plimpton,,,,
