note-1:note_value,note-1:note_type,_project.string_key,_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,title-1:title_sort_portion,alternative_title-1:alternative_title_value,extent-1:extent_value,omeka_identifier-1:omeka_identifier_value,object_in_context_url-1:object_in_context_url_value,form-1:form_term.value,form-1:form_term.uri,form-1:form_term.authority,type_of_resource-1:type_of_resource_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,note-2:note_value,note-2:note_type,note-3:note_value,note-4:note_value,collection-1:collection_term.value,collection-1:collection_term.uri,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,location-1:location_term.value,location-1:location_term.uri,digital_origin-1:digital_origin_value,publisher-1:publisher_value,clio_identifier-1:clio_identifier_value,abstract-1:abstract_value,restriction_on_access-1:restriction_on_access_value,use_and_reproduction-1:use_and_reproduction_term.value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_key_date,date_created-1:date_created_end_value,date_created-1:date_created_type,place_of_origin-1:place_of_origin_value,place_of_origin-2:place_of_origin_value,name-1:name_term.value,name-1:name_term.uri,name-1:name_term.authority,name-1:name_term.name_type,name-1:name_usage_primary,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.authority,name-2:name_term.value,name-2:name_term.uri,name-2:name_term.authority,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.authority,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.uri,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.name_type,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.uri,subject_topic-1:subject_topic_term.authority,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.uri,name-3:name_role-1:name_role_term.authority,subject_geographic-1:subject_geographic_term.value,_publish_targets-1.string_key,_publish
plmptn_057_001.jpg,filename,plimpton,asset,plimpton_svl_001,plimpton_svl_000,Title page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_tvl_000,,"Autograph letter by George Washington, signed, to Nicholas Pike",,1 page,26,,correspondence,http://vocab.getty.edu/aat/300026877,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,,,,,George Washington Papers,http://id.library.columbia.edu/term/0f37fbd0-59e9-4fa8-928f-beb24042ad65,,,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,"June 20, 1786",1786-06-20,TRUE,,,Mount Vernon (Va.),,"Washington, George, 1732-1799",http://id.loc.gov/authorities/names/n86140996,naf,personal,TRUE,Correspondent,http://id.loc.gov/vocabulary/relators/crp,marcrelator,"Pike, Nicolas, 1743-1819",http://id.loc.gov/authorities/names/n85250617,naf,personal,Addressee,http://id.loc.gov/vocabulary/relators/rcp,marcrelator,"Pike, Nicolas, 1743-1819",http://id.loc.gov/authorities/names/n85250617,naf,personal,Education,http://id.worldcat.org/fast/902499,fast,,,,,,,,
plmptn_153_001.jpg,filename,plimpton,asset,plimpton_tvl_001,plimpton_tvl_000,"Autograph letter by George Washington, signed, to Nicholas Pike",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_txe_000,,Directions for Writing. Set Forth for the Benefit of Poore Schollers,,1 pages,114,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/handwriting/page-2,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 092 1656 D11,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Printed for J. Stafford,6183006,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1656,1656,TRUE,,,London (England),,G. D.,http://id.loc.gov/authorities/names/n84233772,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Penmanship,http://id.worldcat.org/fast/1056963,fast,,,,,,,,
plmptn_067_001.jpg,filename,plimpton,asset,plimpton_txe_001,plimpton_txe_000,1 unnumbered page recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_ujb_000,,Ruth and Calvin Plimpton 50th wedding anniversary,,1 page,85,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/george-arthur-plimpton/page-5,photographs,http://vocab.getty.edu/aat/300046300,aat,still image,,,,Gift of George Arthur Plimpton,provenance,"Plimpton Family, photos, extended family",,Plimpton Family Papers,http://id.library.columbia.edu/term/52d332f4-f804-4b5f-8d2f-e94d152e2c05,,,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,"September 6, 1991",1991-09-06,TRUE,,,,,"Plimpton, Ruth Talbot, 1916-2012",http://id.loc.gov/authorities/names/n93095217,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Plimpton, Calvin Hastings, 1918-2007",,,personal,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,Plimpton family,http://id.worldcat.org/fast/262184,fast,personal,,,,,,,,,,,
plmptn_159_001.jpg,filename,plimpton,asset,plimpton_ujb_001,plimpton_ujb_000,Ruth and Calvin Plimpton 50th wedding anniversary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_uju_000,,Etymologiarum Libri,,1 page,61,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/encyclopedias/page-1,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton MS 125,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,End of the 12th century,1180,TRUE,1199,approximate,Italy?,,"Isidore, of Seville, Saint, -636",http://id.loc.gov/authorities/names/n80139470,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Encyclopedias and dictionaries,http://id.worldcat.org/fast/909533,fast,,,,,,,,
plmptn_002_001.jpg,filename,plimpton,asset,plimpton_uju_001,plimpton_uju_000,Page 109 recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_ukg_000,,"Letter to George Arthur Plimpton, August 18th, 1926",,1 page,16,,correspondence,http://vocab.getty.edu/aat/300026877,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,,,,,George A. Plimpton Papers,http://id.library.columbia.edu/term/2866b2fc-5f81-4cd5-8b83-a46215636764,series,1,I: Correspondence and Personal Documents,subseries,2,"1: Cataloged Correspondence, 1876-1936",,5,2,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,"August 18, 1926",1926-08-18,TRUE,,,New York,,"Moore, Francis M. (Francis Marion), 1846-",http://id.loc.gov/authorities/names/no2001027712,naf,personal,TRUE,Correspondent,http://id.loc.gov/vocabulary/relators/crp,marcrelator,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,Addressee,http://id.loc.gov/vocabulary/relators/rcp,marcrelator,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,,,,,,,,,,,
plmptn_079_001.jpg,filename,plimpton,asset,plimpton_ukg_001,plimpton_ukg_000,"Letter to George Arthur Plimpton, August 18th, 1926",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_ulz_000,,Letter to Caroline Hazard,,1 page,41,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/george-arthur-plimpton/page-3,correspondence,http://vocab.getty.edu/aat/300026877,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George A. Plimpton Papers,http://id.library.columbia.edu/term/2866b2fc-5f81-4cd5-8b83-a46215636764,series,1,I: Correspondence and Personal Documents,subseries,2,"1: Cataloged Correspondence, 1876-1936",,3,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,"February 2, 1901",1901-02-01,TRUE,,,,,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,TRUE,Correspondent,http://id.loc.gov/vocabulary/relators/crp,marcrelator,"Hazard, Caroline, 1856-1945",http://id.loc.gov/authorities/names/n86843880,naf,personal,Addressee,http://id.loc.gov/vocabulary/relators/rcp,marcrelator,Wellesley College Library,http://id.loc.gov/authorities/names/n50004986,naf,corporate,,,,,,,,,,,
plmptn_146_001.jpg,filename,plimpton,asset,plimpton_ulz_001,plimpton_ulz_000,Letter to Caroline Hazard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_upz_000,,"Atlas des Enfans, ou, Nouvelle Méthode pour Apprendre la Géographie",Nouvelle Méthode pour Apprendre la Géographie,"frontispiece, title page",152,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-4,books,http://vocab.getty.edu/aat/300028051,aat,text,French,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/fre,,,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 910 1790,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Jean-Marie Bruyset,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1790,1790,TRUE,,,Lyon (France),,"Bruyset, Jean Marie, 1749-1817",http://id.loc.gov/authorities/names/n85308195,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Geography,http://id.worldcat.org/fast/940469,fast,,,,,,,,
plmptn_058_001.jpg,filename,plimpton,asset,plimpton_upz_001,plimpton_upz_000,"Preliminary page, title page",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_uyl_000,,This office will be closed…on account of the death of Mrs. George A. Plimpton,,1 page,154,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/george-arthur-plimpton/page-2,printed ephemera,http://vocab.getty.edu/aat/300264821,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,Plimpton Family Papers,http://id.library.columbia.edu/term/52d332f4-f804-4b5f-8d2f-e94d152e2c05,,,,,,,,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Ginn and Company,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,December 1900,1900-12,TRUE,,approximate,Boston (Mass.)?,,Ginn and Company,http://id.loc.gov/authorities/names/n50069789,naf,corporate,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Plimpton, Frances Taylor Pearsons, 1861-1900",http://id.loc.gov/authorities/names/nr2002022576,naf,personal,,,,,,,,,,,
plmptn_154_001.jpg,filename,plimpton,asset,plimpton_uyl_001,plimpton_uyl_000,This office will be closed…on account of the death of Mrs. George A. Plimpton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_vba_000,,De Proprietatibus Rerum,,1  page,93,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/encyclopedias/page-1,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton MS 263,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,Mid 15th century,1425,TRUE,1475,approximate,England,,"Bartholomaeus, Anglicus, active 13th century",http://id.loc.gov/authorities/names/n81078877,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Trevisa, John, -1402",http://id.loc.gov/authorities/names/n85274554,naf,personal,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,Encyclopedias and dictionaries,http://id.worldcat.org/fast/909533,fast,,,,,,,,
plmptn_012_001.jpg,filename,plimpton,asset,plimpton_vba_001,plimpton_vba_000,Page 9 recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_vke_000,,"Young Lady's Accidence, or, A short and easy introduction to English grammar",Short and easy introduction to English grammar,title page,155,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-3,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton A424 1792 B52,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,I. Thomas and E. T. Andrews,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1792,1792,TRUE,,,Boston (Mass.),,"Bingham, Caleb, 1757-1817",http://id.loc.gov/authorities/names/n81038934,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,English language--Grammar,http://id.worldcat.org/fast/911209,fast,,,,,,,,
plmptn_128_001.jpg,filename,plimpton,asset,plimpton_vke_001,plimpton_vke_000,Title page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_vuc_000,,Child’s Primer,,1 page,90,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/primers/page-1,manuscripts,http://id.loc.gov/authorities/subjects/sh85080672,lcsh,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton MS 287,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,Second half of the 15th century,1450,TRUE,1499,approximate,France,,,,,,,,,,,,,,,,,,,,,Readers,http://id.worldcat.org/fast/1090554,fast,,,,,,,,
plmptn_006_001.jpg,filename,plimpton,asset,plimpton_vuc_001,plimpton_vuc_000,Title page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_vuu_000,,Plan for the Conduct of Female Education in Boarding Schools,Female education,"frontispiece, title page",138,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-3,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 376 1797 D25,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Printed by J. Drewey for J. Johnson,6182023,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1797,1797,TRUE,,,Derby,,"Darwin, Erasmus, 1731-1802",http://id.loc.gov/authorities/names/n50037924,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Women--Education,http://id.worldcat.org/fast/1176670,fast,,,,,,,,
plmptn_132_001.jpg,filename,plimpton,asset,plimpton_vuu_001,plimpton_vuu_000,Preliminary page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_132_002.jpg,filename,plimpton,asset,plimpton_vuu_002,plimpton_vuu_000,Title page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_vyo_000,,Ars Grammatica,,1 page,47,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/medieval-trivium/page-2,books,http://vocab.getty.edu/aat/300028051,aat,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,Incunabula,http://id.library.columbia.edu/term/cd159e65-2e5d-4f89-8b38-a5696a90678f,,,,,,,Goff D234,,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Nicholas Jenson,1637759,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,circa 1475,1470,TRUE,1480,approximate,Venice (Italy),,"Diomedes (Grammarian), active 4th century",http://id.loc.gov/authorities/names/nr97000126,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Latin language--Grammar,http://id.worldcat.org/fast/993167,fast,,,,,,,,
plmptn_017_001.jpg,filename,plimpton,asset,plimpton_vyo_001,plimpton_vyo_000,Page a2 recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_wpw_000,,"Letter to George Arthur Plimpton regarding honorary degree, March 4, 1929",,"2 pages, 1 envelope",1,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/friends/page-3,correspondence,http://vocab.getty.edu/aat/300026877,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George A. Plimpton Papers,http://id.library.columbia.edu/term/2866b2fc-5f81-4cd5-8b83-a46215636764,series,1,I: Correspondence and Personal Documents,subseries,2,"1: Cataloged Correspondence, 1876-1936",,1,6,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,"March 4, 1929",1929-03-04,TRUE,,,New York,,"Butler, Nicholas Murray, 1862-1947",http://id.loc.gov/authorities/names/n50032600,naf,personal,TRUE,Correspondent,http://id.loc.gov/vocabulary/relators/crp,marcrelator,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,Addressee,http://id.loc.gov/vocabulary/relators/rcp,marcrelator,"Plimpton, George A. (George Arthur), 1855-1936",http://id.loc.gov/authorities/names/n90711393,naf,personal,,,,,,,,,,,
plmptn_109_001.jpg,filename,plimpton,asset,plimpton_wpw_001,plimpton_wpw_000,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_109_002.jpg,filename,plimpton,asset,plimpton_wpw_002,plimpton_wpw_000,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plmptn_109_003.jpg,filename,plimpton,asset,plimpton_wpw_003,plimpton_wpw_000,Envelope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_wtk_000,,Guillelmi Lilij Angli Rudimenta,,1 page,128,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/early-modern/page-2,books,http://vocab.getty.edu/aat/300028051,aat,text,Latin,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/lat,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 470 1525 L62 (STC 15609.5),,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Peter Treveris,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,circa 1525?,1525,TRUE,,questionable,London (England),,"Lily, William, 1468?-1522",http://id.loc.gov/authorities/names/n50050167,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,Latin language--Grammar,http://id.worldcat.org/fast/993167,fast,,,,,,,,
plmptn_047_001.jpg,filename,plimpton,asset,plimpton_wtk_001,plimpton_wtk_000,1 unnumbered page recto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,plimpton,item,plimpton_wtz_000,,Very fruteful and pleasant boke called the Instruction of a christen woman,,2 pages,97,https://exhibitions.cul.columbia.edu/exhibits/show/plimpton/women/page-2,books,http://vocab.getty.edu/aat/300028051,aat,text,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng.html,Gift of George Arthur Plimpton,provenance,,,George Arthur Plimpton Library,http://id.library.columbia.edu/term/65063ef0-13d8-4c02-a7a8-10a77e763a8c,,,,,,,Plimpton 376 1557 V83 (STC 24861),,,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,reformatted digital,Henry Wykes,,,,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,1557,1557,TRUE,,,London (England),,"Vives, Juan Luis, 1492-1540",http://id.loc.gov/authorities/names/n82123609,naf,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Hyrde, Richard",http://id.loc.gov/authorities/names/n88663017,naf,personal,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,Women--Education,http://id.worldcat.org/fast/1176670,fast,,,,,,,,
plmptn_124_001.jpg,filename,plimpton,asset,plimpton_wtz_001,plimpton_wtz_000,"Preliminary page verso, first page recto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,https://rightsstatements.org/page/NoC-US/1.0/?language=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
