item - public,item - itemId,item - featured,item - MODS - FormGenre 1,item - MODS - FormGenre 2,item - MODS - FormGenre 3,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - TypeofDate,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - LanguageofCataloging,item - MODS - Collection,item - MODS - Subrepository,item - MODS - PlaceofOrigin 1,item - MODS - PlaceofOrigin 2,item - MODS - Notes,item - MODS - PublicationPlace,item - MODS - ShelfLocation,item - MODS - PublicationDate,item - DublinCore - Title,item - DublinCore - Title - Whole,item - DublinCore - Title - Part,item - DublinCore - Title 2,item - DublinCore - Title 2 - Whole,item - DublinCore - Title 2 - Part,item - DublinCore - Title 2 - Attribute,item - DublinCore - Language 1,item - DublinCore - Language 2,item - DublinCore - Creator 1,item - DublinCore - Creator 2,item - DublinCore - Creator 3,item - DublinCore - Creator 4,item - DublinCore - Date,item - DublinCore - Description 1,item - DublinCore - Description 2,item - DublinCore - Subject 1,item - DublinCore - Subject 2,item - DublinCore - Subject 3,item - DublinCore - Subject 4,item - DublinCore - Publisher 1,item - DublinCore - Publisher 2,item - DublinCore - Source,item - DublinCore - Identifier,item - DublinCore - Type,item - DublinCore - Coverage 1,item - DublinCore - Coverage 2,item - DublinCore - Contributor,item - OriginalFileLoadedIntoOmeka 1,item - OriginalFileLoadedIntoOmeka 2,item - OriginalFileLoadedIntoOmeka 3,item - OriginalFileLoadedIntoOmeka 4,item - OriginalFileLoadedIntoOmeka 5,item - OriginalFileLoadedIntoOmeka 6,item - OriginalFileLoadedIntoOmeka 7,item - OriginalFileLoadedIntoOmeka 8,item - OriginalFileLoadedIntoOmeka 9,item - OriginalFileLoadedIntoOmeka 10,item - OriginalFileLoadedIntoOmeka 11,item - OriginalFileLoadedIntoOmeka 12,item - OriginalFileLoadedIntoOmeka 13,item - OriginalFileLoadedIntoOmeka 14,item - AdditionalItemMetadata - Provenance 1,item - AdditionalItemMetadata - Provenance 2,item - AdditionalItemMetadata - Provenance 3,item - AdditionalItemMetadata - Provenance 4,item - OmekaCollection,project URL,item - ItemType,item in context 1,item in context 2,item in context 3
1,719,0,correspondence,,,1950,1991,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Mirra Ginsburg papers,Bakhmeteff Archive of Russian and East European History and Culture,Oberlin (Ohio),,,,,,Letter from Isaac B. Singer to Mirra Ginsburg,Letter from Isaac B. Singer to Mirra Ginsburg,,,,,,eng,,"Singer, Isaac Bashevis, 1904-1991","Ginsburg, Mirra",,,between 1950 and 1991,,,,,,,,,,,still image,,,,original filename: 3_17_01.jpg,,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/ibsinger,,
1,718,0,correspondence,,,1965-07-12,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Mirra Ginsburg papers,Bakhmeteff Archive of Russian and East European History and Culture,Athens (Ohio),,,,,,Letter from Isaac B. Singer to Mirra Ginsburg. Letter and envelope,Letter from Isaac B. Singer to Mirra Ginsburg,Letter and envelope,,,,,eng,,"Singer, Isaac Bashevis, 1904-1991","Ginsburg, Mirra",,,"July 12, 1965",,,,,,,,,,,still image,,,,original filename: 3_16_01.jpg,original filename: 3_16_02.jpg,original filename: 3_16_03.jpg,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/ibsinger,,
1,707,0,photographs,,,1967,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Mirra Ginsburg papers,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,,Isaac Bashevis Singer at work,Isaac Bashevis Singer at work,,,,,,eng,,,,,,1967,"Isaac Bashevis Singer at work (facing Broadway at 86th Street, New York)",,"Singer, Isaac Bashevis, 1904-1991",,,,,,,,still image,,,,original filename: 3_14_01.jpg,,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/ibsinger,,
1,706,0,correspondence,,,1965-10-04,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Mirra Ginsburg papers,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,,Letter from Mirra Ginsburg to Kornei Chukovskii,Letter from Mirra Ginsburg to Kornei Chukovskii,,,,,,rus,,"Ginsburg, Mirra","Chukovskiĭ, K. I. (Korneĭ Ivanovich), 1882-1969",,,"October 4, 1965","Mirra Ginsburg in her letter of October 4, 1965, expresses her appreciation for a letter of Kornei Chukovskii, whose opinion she highly respected. Besides the discussion about her translation, Chukovskii in his letter asked Mirra to send him a photo of Isaac Singer, whom he admired. Mirra writes back that the very same morning, when she got his letter, she had breakfast with Singer, and they selected a few photos for him.",,"Singer, Isaac Bashevis, 1904-1991",,,,,,,,still image,,,,original filename: 3_13_01.jpg,original filename: 3_13_03.jpg,original filename: 3_13_02.jpg,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/chukovskii_letter,,
1,703,0,correspondence,,,1965-09-12,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Mirra Ginsburg papers,Bakhmeteff Archive of Russian and East European History and Culture,Peredelkino (Russia),,,,,,Letter from Kornei Chukovskii to Mirra Ginsburg. 2 pages and envelope,Letter from Kornei Chukovskii to Mirra Ginsburg,2 pages and envelope,,,,,rus,,"Chukovskiĭ, K. I. (Korneĭ Ivanovich), 1882-1969","Ginsburg, Mirra",,,"September 12, 1965","In his letter to Mirra Ginsburg sent from Peredelkino and dated September 12, 1965, Kornei Chukovskii writes: “My dear friend, I know your name quite well. I have read in your translations Taibele and her Demon, Big and Little, The Fast Gimpel and would not hesitate to rank you as I rank such masters of translation as my beloved Saul Bellow, the translator of Gimpel the Fool. Of course, I understand how excruciating it is to translate Isaac Bashevis Singer but in your translation I can sense an unattainable original. I haven’t finished reading your translation yet but I really liked it. There is not a gram of hack-work, as often happen with American translators (Guerney, Babette Deutsch and others).  You are not a craftsman, you are an artist.”",,,,,,,,,,still image,,,,original filename: 3_12_02.jpg,original filename: 3_12_03.jpg,original filename: 3_12_01.jpg,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/chukovskii_letter,,
1,701,0,correspondence,,,1969-07-28,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Mirra Ginsburg papers,Bakhmeteff Archive of Russian and East European History and Culture,Moscow (Russia),,,,,,Letter from Elena Sergeevna Bulgakova to Mirra Ginsburg. Letter and envelope,Letter from Elena Sergeevna Bulgakova to Mirra Ginsburg,Letter and envelope,,,,,rus,,"Bulgakova, E. S. (Elena Sergeevna)","Ginsburg, Mirra",,,"July 28, 1969",Elena Bulgakova writes to Mirra Ginsburg in appreciation for her newly published English translations of works by Mikhail Bulgakov. She had just received copies of them from the Grove Press. She also writes about Kornei Chukovskii’s high respect for her translations.,,"Bulgakov, Mikhail, 1891-1940",,,,,,,,still image,,,,original filename: 3_11_02.jpg,original filename: 3_11_01.jpg,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/ginsburg_fatal_eggs,,
1,699,0,correspondence,,,1968-05-12,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Mirra Ginsburg papers,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,,Letter from Mirra Ginsburg to Elena Sergeevna Bulgakova,Letter from Mirra Ginsburg to Elena Sergeevna Bulgakova,,,,,,rus,,"Ginsburg, Mirra","Bulgakova, E. S. (Elena Sergeevna)",,,"May 12, 1968",Mirra Ginsburg in her letter to Elena Bulgakova expresses her admiration for Mikhail Bulgakov’s writings and describes the situation with regard to the translation and publication of his works in English.,,,,,,,,,,still image,,,,original filename: 3_10_02.jpg,original filename: 3_10_01.jpg,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/ginsburg_fatal_eggs,,
1,698,0,books,,,1965,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Mirra Ginsburg papers,Bakhmeteff Archive of Russian and East European History and Culture,,,,New York (N.Y.),,1965,"Fatal eggs, and other Soviet satire. Cover","Fatal eggs, and other Soviet satire",Cover,,,,,eng,,"Ginsburg, Mirra",,,,1965,"Mirra Ginsburg, translator and editor. The Fatal Eggs: and Other Soviet Satire.",,"Satire, Russian--Translations into English","Satirists, Russian",,,Macmillan,,,,still image,,,,original filename: 3_09_01.jpg,,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/ginsburg_fatal_eggs,,
1,697,0,books,,,1960,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Mirra Ginsburg papers,Bakhmeteff Archive of Russian and East European History and Culture,,,,New York (N.Y.),,,Noonday 3. Cover,Noonday 3,Cover,,,,,eng,,"Babelʹ, I. (Isaak), 1894-1940","Adorno, Theodor W., 1903-1969","Ginsburg, Mirra","Rosenthal, Raymond",1960,"Noonday number 3, including Sunset, a play by Isaak Babel, and Notes on Surrealism by Theodor W. Adorno. Sunset was translated by Mirra Ginsburg and Raymond Rosenthal. Cover includes extra note with reviews on Sunset printed on it.",,,,,,"Farrar, Straus and Giroux",,Noonday,,still image,,,,original filename: 3_08_01.jpg,,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/babel,,
1,696,0,photographs,,,1914,1940,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Avrahm Yarmolinsky Papers,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,,Isaak Babel with his daughter,Isaak Babel with his daughter,,,,,,eng,,"Congrat-Butlar, Stefan",,,,Between 1914 and 1940,,,"Babelʹ, I. (Isaak), 1894-1940",,,,,,,,still image,,,,original filename: 3_07_01.jpg,,,,,,,,,,,,,,"Gift of Avrahm Yarmolinsky, 1959-60, 1970",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/babel,,
1,695,0,manuscripts,,,1950,2000,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Mirra Ginsburg papers,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,,List of authors translated,List of authors translated,,,,,,eng,,"Ginsburg, Mirra",,,,Between 1950 and 2000,"List of authors translated by Mirra Ginsburg

These authors started “talking” in English and became known among English-speaking intellectuals in her translations.",,,,,,,,,,still image,,,,original filename: 3_06_01.jpg,,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/ginsburg_translations,,
1,694,0,manuscripts,,,1973-11-03,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Mirra Ginsburg papers,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,,Talk at American Translators Association Conference. Page 2,Talk at American Translators Association Conference,Page 2,,,,,eng,,"Ginsburg, Mirra",,,,"November 3, 1973",The second page of Mirra Ginsburg's talk for the 1973 ATA (American Translators Association) Conference,,American Translators Association. Conference,,,,,,,,still image,,,,original filename: 3_05_03.jpg,,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/ginsburg_ata,,
1,693,0,manuscripts,,,1973-11-03,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Mirra Ginsburg papers,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,,Talk at American Translators Association Conference. Page 1,Talk at American Translators Association Conference,Page 1,,,,,eng,,"Ginsburg, Mirra",,,,"November 3, 1973",The first page of Mirra Ginsburg's talk for the 1973 ATA (American Translators Association) Conference,,American Translators Association. Conference,,,,,,,,still image,,,,original filename: 3_05_02.jpg,,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/ginsburg_ata,,
1,692,0,manuscripts,,,1973-11-03,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Mirra Ginsburg papers,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,,Talk at American Translators Association Conference. Introductory paragraph,Talk at American Translators Association Conference,Introductory paragraph,,,,,eng,,"Ginsburg, Mirra",,,,"November 3, 1973",The introductory paragraph of Mirra Ginsburg's talk for the 1973 ATA (American Translators Association) Conference,,American Translators Association. Conference,,,,,,,,still image,,,,original filename: 3_05_01.jpg,,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/ginsburg_ata,,
1,691,0,manuscripts,,,1980,1990,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Mirra Ginsburg papers,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,,Mirra Ginsburg's Autobiography. First page,Mirra Ginsburg's Autobiography,First page,,,,,eng,,"Ginsburg, Mirra",,,,between 1980 and 1990,,,"Ginsburg, Mirra",,,,,,,,still image,,,,original filename: 3_04_01.jpg,,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/ginsburg_autobiography,,
1,689,0,manuscripts,,,1925,1927,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Mirra Ginsburg papers,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,,"Album of notes, greetings and drawings. Three unnumbered pages","Album of notes, greetings and drawings",Three unnumbered pages,,,,,rus,,"Ginsburg, Lea","Ginsburg, Mirra",,,Between 1925 and 1927,Album with notes and greetings from Mirra Ginsburg's friends and family members. Displayed notes written by her sister Lily. 1925-1927,,"Ginsburg, Mirra",,,,,,,,still image,,,,original filename: 3_03_01.jpg,original filename: 3_03_03.jpg,original filename: 3_03_02.jpg,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/joseph_ginsburg,,
1,686,0,photographs,,,1924,,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Mirra Ginsburg papers,Bakhmeteff Archive of Russian and East European History and Culture,Liepāja (Latvia),,,,,,"Group of emigrants from Russia in Libava, Latvia, waiting for visas to America","Group of emigrants from Russia in Libava, Latvia, waiting for visas to America",,,,,,eng,,,,,,Approximately in 1924,"Mirra Ginsburg's father, Joseph Ginsburg (sitting 3rd from the left), among a group of emigrants from Russia in Libava, Latvia, waiting for visas for America.",,"Ginsburg, Joseph",,,,,,,,still image,,,,original filename: 3_02_01.jpg,original filename: 3_02_02.jpg,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/joseph_ginsburg,,
1,685,0,photographs,,,1950,2000,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Mirra Ginsburg papers,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,,Mirra Ginsburg,Mirra Ginsburg,,,,,,eng,,,,,,Between 1950 and 2000,"Inscribed on verso: ""150 W 96 St 9-G New York, NY 10025-6469""

A distinguished translator from Russian and Yiddish, an active member of professional associations (American Translators Association, Authors Guild, Authors League of America, and PEN), a winner of numerous awards, and a devoted New Yorker, Mirra Ginsburg bridged  three cultures: Russian, Yiddish, and American.",,"Ginsburg, Mirra",,,,,,,,still image,,,,original filename: 3_01_01.jpg,,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/writers,,
1,684,0,correspondence,,,1949-07-28,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Herbert H. Lehman papers,,New York (N.Y.),,,,,,Telegram from David Dubinsky to Herbert Lehman,Telegram from David Dubinsky to Herbert Lehman,,,,,,eng,,"Dubinsky, David, 1892-1982","Lehman, Herbert H. (Herbert Henry), 1878-1963",,,"July 28, 1949","Telegram from Dubinsky, on behalf of unions in New York City and area, asking then Governor Herbert Lehman to run for United States Senator.",,,,,,,,,,still image,,,,original filename: 2_22_01.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/dubinsky,,
1,683,0,correspondence,,,1947-07-18,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Herbert H. Lehman papers,,New York (N.Y.),,,,,,Letter from David Dubinsky to Herbert Lehman,Letter from David Dubinsky to Herbert Lehman,,,,,,eng,,"Dubinsky, David, 1892-1982","Lehman, Herbert H. (Herbert Henry), 1878-1963",,,"July 18, 1947",Letter from Lehman to Dubinsky about Lehman's possible appointment to the United Nations Social and Economic Council.,,,,,,,,,,still image,,,,original filename: 2_21_01.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/dubinsky,,
1,682,0,correspondence,,,1947-07-14,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Herbert H. Lehman papers,,New York (N.Y.),,,,,,Letter from Herbert Lehman to David Dubinsky,Letter from Herbert Lehman to David Dubinsky,,,,,,eng,,"Lehman, Herbert H. (Herbert Henry), 1878-1963","Dubinsky, David, 1892-1982",,,"July 14, 1947","David Dubinsky played an important role in many election campaigns in general, and in Herbert H. Lehman’s campaigns in particular.",,United States. President (1945-1953 : Truman),,,,,,,,still image,,,,original filename: 2_20_01.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/dubinsky,,
1,681,0,photographs,,,1936,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Herbert H. Lehman papers,,,,,,,,Herbert Lehman buying benefit tickets from David Dubinsky,Herbert Lehman buying benefit tickets from David Dubinsky,,,,,,eng,,,,,,1936,Herbert H. Lehman (1878-1963) giving to David Dubinsky a check for tickets to the benefit of the Committee for Relief and Rehabilitation of Victims of Persecution in Europe. David Dubinsky served as treasurer of the Committee.,,"Lehman, Herbert H. (Herbert Henry), 1878-1963","Dubinsky, David, 1892-1982",,,,,,,still image,,,,original filename: 2_19_01.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/fighters,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/dubinsky,
1,679,0,printed ephemera,,,1942-03-18,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Herbert H. Lehman papers,,New York (N.Y.),,,,,,Music Festival of Allied Nations,Music Festival of Allied Nations,,,,,,eng,,American ORT Federation,,,,"March 18, 1942","Program for the Music Festival of Allied Nations, a charity concert that supported the Organization for Rehabilitation through Training (ORT).",,,,,,,,,,still image,,,,original filename: 2_18_02.jpg,original filename: 2_18_01.jpg,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/dubinsky,,
1,678,0,correspondence,,,1934-12-18,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Herbert H. Lehman papers,,New York (N.Y.),,,,,,Letter from David Dubinsky to William Lonsdale Taylor,Letter from David Dubinsky to William Lonsdale Taylor,,,,,,eng,,"Dubinsky, David, 1892-1982","Taylor, William Lonsdale",,,"December 18, 1934","David Dubinsky served as president of one of the most powerful American unions, the International Ladies’ Garment Workers’ Union, between 1932 and 1966. In this letter, he accepts a position on the International Labor Organization Committee.",,International Labour Organization,,,,,,,,still image,,,,original filename: 2_17_01.jpg,,,,,,,,,,,,,,,,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/dubinsky,,
1,677,0,photographs,,,1934,1952,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Boris Sapir papers,,,,,,,,Photographs of the Members of the Jewish Labor Committee,Photographs of the Members of the Jewish Labor Committee,,,,,,eng,,,,,,Between 1934 and 1952,"David Dubinsky (1892-1982), one of the most influential labor leaders of 20th century America. He managed to make his way to the United States in 1911 after escaping while in transit to exile in Siberia. He was being sent there by the Tsarist authorities for participation in the activities and strikes of the bakers' union. During his long political career, he held many high posts (being a prominent member of the Jewish Labor Committee was one of them), took part in the creation of the Congress of Industrial Organizations (CIO), and was one of the founders of the American Labor Party and the Liberal Party of New York.",,"Green, William, 1870-1952","Dubinsky, David, 1892-1982","Lang, H. (Harry), 1888-",Jewish Labor Committee (U.S.),,,,,still image,,,,original filename: 2_16_01.jpg,,,,,,,,,,,,,,"Gift of Dr. Sapir's family, 1990",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/dubinsky,,
1,521,0,correspondence,,,1944-06-09,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Boris Sapir papers,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,,Letter from the Jewish Labor Committee to the Foreign Delegation of the Russian Social Democratic Party,Letter from the Jewish Labor Committee to the Foreign Delegation of the Russian Social Democratic Party,,,,,,eng,,Jewish Labor Committee (U.S.),Rossiĭskai︠a︡ sot︠s︡ial-demokraticheskai︠a︡ rabochai︠a︡ partii︠a︡,,,"June 9, 1944",,,"Nicolaevsky, Boris I., 1887-1966",,,,,,,,still image,,,,original filename: 2_15_01.jpg,original filename: 2_15_02.jpg,,,,,,,,,,,,,"Gift of Dr. Sapir's family, 1990",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/dubinsky,,
1,519,0,manuscripts,,,1952,,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Boris Sapir papers,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,,Note on the Resolution of the General Meeting of the RSDRP New York Group,Note on the Resolution of the General Meeting of the RSDRP New York Group,,,,,,rus,,Rossiĭskai︠a︡ sot︠s︡ial-demokraticheskai︠a︡ rabochai︠a︡ partii︠a︡,,,,1952,This resolution reflects the situation of disagreements and splits within the party.,,,,,,,,,,still image,,,,original filename: 2_14_01.jpg,,,,,,,,,,,,,,"Gift of Dr. Sapir's family, 1990",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/rsdrp,,
1,518,0,manuscripts,,,1952-04-02,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Boris Sapir papers,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,,Ṅi︠u︡-Iorkskai︠a︡ gruppa R.S.D.R.P.,Ṅi︠u︡-Iorkskai︠a︡ gruppa R.S.D.R.P.,,,,,,rus,,Rossiĭskai︠a︡ sot︠s︡ial-demokraticheskai︠a︡ rabochai︠a︡ partii︠a︡,,,,"April 2, 1952","Notification about а closed meeting of the New York Group of the Russian Social Democratic Labor Party.   
Тhe notification gives the place and time of the meeting, announces the agenda, and expresses the wish that everybody would come on time.",,,,,,,,,,still image,,,,original filename: 2_13_01.jpg,,,,,,,,,,,,,,"Gift of Dr. Sapir's family, 1990",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/rsdrp,,
1,517,0,manuscripts,,,1951-05-25,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,Boris Sapir papers,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,,Osoboe mnenie t. M. Peskina po organizat︠s︡ionnomu voprosu,Osoboe mnenie t. M. Peskina po organizat︠s︡ionnomu voprosu,,,,,,rus,,Rossiĭskai︠a︡ sot︠s︡ial-demokraticheskai︠a︡ rabochai︠a︡ partii︠a︡,"Peskin, M.",,,"May 25, 1951","Propositions introduced to the Executive Committee of the New York Group, RSDRP, by Comrade M. Peskin.",,,,,,,,,,still image,,,,original filename: 2_12_01.jpg,,,,,,,,,,,,,,"Gift of Dr. Sapir's family, 1990",,,,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,still image,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/rsdrp,,
