_pid,_project.string_key,_digital_object_type.string_key,_parent_digital_objects-1.identifier,_identifiers-1,collection-1:collection_term.value,collection-1:collection_term.uri,omeka_identifier-1:omeka_identifier_value,clio_identifier-1:clio_identifier_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,form-3:form_term.value,form-3:form_term.authority,form-3:form_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,title-1:title_sort_portion,title-2:title_sort_portion,title2_type,digital_origin-1:digital_origin_value,location-1:location_term.value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,language_of_cataloging-1:language_of_cataloging_term.value,location-1:location_sublocation,place_of_origin-1:place_of_origin_value,note-1:note_value,note-1:note_type,place_of_origin-2:place_of_origin_value,location-1:location_shelf_location-1:location_shelf_location_box_number,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_term.authority,name-3:name_term.uri,name-4:name_term.value,name-4:name_term.name_type,name-4:name_role-1:name_role_term.value,name-4:name_role-1:name_role_term.authority,name-4:name_role-1:name_role_term.uri,name-4:name_term.authority,name-4:name_term.uri,abstract-1:abstract_value,abstract-2:abstract_value,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.name_type,subject_name-4:subject_name_term.authority,subject_name-4:subject_name_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_geographic-2:subject_geographic_term.value,subject_geographic-2:subject_geographic_term.authority,subject_geographic-2:subject_geographic_term.uri,publisher-1:publisher_value,publisher-2:publisher_value,type_of_resource-1:type_of_resource_value,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,note-4:note_value,note-4:note_type,note-5:note_value,note-5:note_type,note-6:note_value,note-6:note_type,note-7:note_value,note-7:note_type,note-8:note_value,note-8:note_type,note-9:note_value,note-9:note_type,note-10:note_value,note-10:note_type,note-11:note_value,note-11:note_type,note-12:note_value,note-12:note_type,note-13:note_value,note-13:note_type,note-14:note_value,note-14:note_type,note-15:note_value,note-15:note_type,note-16:note_value,note-16:note_type,note-17:note_value,note-17:note_type,note-18:note_value,note-18:note_type,note-19:note_value,note-19:note_type,note-20:note_value,note-20:note_type,relatedItem_Project,project URL,object_in_context_url-1:object_in_context_url_value,object_in_context_url-2:object_in_context_url_value,object_in_context_url-3:object_in_context_url_value
,,item,,meltingpot_jfp,Mirra Ginsburg papers,,,,manuscripts,,,,,,,,,1950,2000,inferred,Between 1950 and 2000,List of authors translated,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,English,,,,,,"Ginsburg, Mirra",,,,,,,,,,,,,,,,,,,,,,,,,,,"List of authors translated by Mirra Ginsburg

These authors started “talking” in English and became known among English-speaking intellectuals in her translations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Barbara Frenchi, 2002",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_jfp,meltingpot_jfp_000,,,omeka_695,,,,,,,,,,,,,,,List of authors translated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 3_06_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/writers/ginsburg_translations,,
,,item,,meltingpot_jkc,Lincoln Steffens papers,,,,correspondence,,,,,,,,,1930-05-20,,,"May 20, 1930",Letter from Emma Goldman to Lincoln Steffens,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,Paris (France),,,,,English,,,,,,"Goldman, Emma, 1869-1940",,,,,,"Steffens, Lincoln, 1866-1936",,,,,,,,,,,,,,,,,,,,,"In 1919, the United States was caught up in hysteria over a network of communist operatives. “Red Emma,” as she was called, was declared a subversive alien and in December, along with Alexander Berkman and 247 others, was deported to Soviet Russia. Her stay there was brief. It did not take her long to realize that the Bolsheviks were neither lovers of freedom nor partisans of workers' control. What had been created there was a massive dictatorship.

She left Russia in 1922 and remained active, moving from country to country. She was prohibited from entering the United States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_jkc,meltingpot_jkc_000,,,omeka_505,,,,,,,,,,,,,,,Letter from Emma Goldman to Lincoln Steffens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 2_05_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/emma_goldman,,
,,item,,meltingpot_jle,Boris Sapir papers,,,,manuscripts,,,,,,,,,1951-05-01,,,"May 1, 1951",Zadachi i taktiki RSDRP v e̋migrat︠s︡ii,RSDRP Goals and Tactics in the Emigration,translated,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,Russia,,,,,,"Aronson, G. S. (Grigorīĭ Semenov)",,,,,,"Dvinov, Boris L.",,,,,,,"Sapir, Boris",,,,,,,,,,,,,,"Living in exile, Aronson, Dvinov and Sapir still discussed the present and future of Russia, and dedicated their lives to fighting the Bol’shevik dictatorship.",,Rossiĭskai︠a︡ sot︠s︡ial-demokraticheskai︠a︡ rabochai︠a︡ partii︠a︡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Dr. Sapir's family, 1990",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_jle,meltingpot_jle_001,,,omeka_515,,,,,,,,,,,,,,,Pages 1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 2_10_01.jpg,filename,original filename: 2_10_02.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/fighters/rsdrp,,
,,item,,meltingpot_jtb,Alfred Frueh woodcuts cartoons,,,,prints,,,,,,,,,1900,1968,,between 1900 and 1968,Sophie Tucker,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,New York (N.Y.),,,,,English,,,,,,"Frueh, Alfred Joseph, 1880-1968",,,,,,,,,,,,,,,,,,,,,,,,,,,Drawing of Sophie Tucker,,"Tucker, Sophie, 1884-1966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Erik Barnouw, 1974",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_jtb,meltingpot_jtb_000,,,omeka_728,,,,,,,,,,,,,,,Sophie Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 4_06_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/tucker,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/introduction,https://exhibitions.cul.columbia.edu/exhibits/show/demo/structure/layouts/text_top
,,item,,meltingpot_khi,Pavel Nikolaevich Miliukov papers,,,,correspondence,,,,,,,,,1910,1920,inferred,Between 1910 and 1920,Anonymous letter to Pavel Miliukov,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,,,,,,Russia,,,,,,"Mili︠u︡kov, P. N. (Pavel Nikolaevich), 1859-1943",,,,,,,,,,,,,,,,,,,,,,,,,,,A vicious anti-Jewish propaganda letter accusing the entire Jewish community of ritual murders and collaboration with evil. Letter addressed to Pavel Miliukov.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_khi,meltingpot_khi_001,,,omeka_471,,,,,,,,,,,,,,,Both sides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1_06_01.jpg,filename,original filename: 1_06_02.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/pogroms,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/army,
,,item,,meltingpot_kic,Simon Lissim Papers,,,,printed ephemera,,,,,,,,,1919-10-08,,,"October 8, 1919",Passport issued by Greek Consulate,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Kiev (Ukraine),,,,,French,,,Ukrainian,,,"Greece. Consulate (Kiev, Ukraine)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_kic,meltingpot_kic_001,,,omeka_773,,,,,,,,,,,,,,,"One page, folded into an octavo, front and back",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_04_02.jpg,filename,original filename: 5_04_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/passports,,
,,item,,meltingpot_qxp,,,,,periodicals,,,,,,,,,1917,,,1917,Trial and Conviction of Emma Goldman and Alexander Berkman,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,New York (N.Y.),,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mother Earth. New York, 1917, volume 12, number 5","Source: Mother earth (New York, N.Y.)","Goldman, Emma, 1869-1940",,,,"Berkman, Alexander, 1870-1936",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rare Book & Manuscript Library,ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_qxp,meltingpot_qxp_131,,,omeka_490,,,,,,,,,,,,,,,Page 131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 2_04_03b.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,item,,meltingpot_kqw,Simon Lissim Papers,,,,printed ephemera,,,,,,,,,1948,,inferred,1948,"Citation, Golden Anniversary of the City of New York, to Simon Lissim",,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,New York (N.Y.),,,,,English,,,,,,New York (N.Y.). Mayor (1946-1950 : O'Dwyer),,,,,,,,,,,,,,,,,,,,,,,,,,,"Certificate of acknowledgment issued by the Mayor's Office of the City of New York.

""Official acknowledgement is hereby made to you for services rendered as a Departmental Representative to the Mayor's Committee for the Commemoration of the Golden Anniversary of the City of New York.""",,"Lissim, Simon, 1900-1981",,,,New York (N.Y.). Mayor's Committee for the Commemoration of the Golden Anniversary of the City of New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_kqw,meltingpot_kqw_000,,,omeka_798,,,,,,,,,,,,,,,"Citation, Golden Anniversary of the City of New York, to Simon Lissim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_20_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/certificate,,
,,item,,meltingpot_ksj,Brander Matthews Dramatic Museum records,,,,printed ephemera,,,,,,,,,1923-05-14,,,"May 14, 1923",Bombo program,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,New York (N.Y.),,,,,English,,,,,,Winter Garden Company,,,,,,,,,,,,,,,,,,,,,,,,,,,"Program for Bombo, performed at the New Winter Garden, New York City. Al Jolson starred.",,"Jolson, Al, 1886-1950",,,,,,,,,,,,,,,,,,,Bombo,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_ksj,meltingpot_ksj_001,,,omeka_754,,,,,,,,,,,,,,,Front and back covers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 4_18_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/jolson,,
,,item,,meltingpot_ksp,Brander Matthews Dramatic Museum records,,,,printed ephemera,,,,,,,,,1957,,inferred,1957,West Side Story program,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,New York (N.Y.),,,,,English,,,,,,"Griffith, Robert E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robbins, Jerome",,,,,,,,,,,,West Side story (Choreographic work : Robbins),,,,,,"Bernstein, Leonard, 1918-1990. West Side story.",,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_ksp,meltingpot_ksp_001,,,omeka_835,,,,,,,,,,,,,,,Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 6_07_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/children/westsidestory,,
,,item,,meltingpot_ksu,,,,CLIO id: 2347,books,,,photographs,,,,,,1979,,,1979,Good as Gold,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,New York (N.Y.),,English,,,,,,"Heller, Joseph",,,,,,"Koeniges, Thomas R.",,,,,,,,,,,,,,,,,,,,,"Portrait of Joseph Heller, reprinted courtesy of Newsday",,"Heller, Joseph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simon and Schuster,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_ksu,meltingpot_ksu_099,,,omeka_836,,,,,,,,,,,,,,,Back cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 6_08_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/children/heller,,
,,item,,meltingpot_kug,Brander Matthews Dramatic Museum records,,,,printed ephemera,,,,,,,,,1933,,,1933,Yoshe Kalb,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,New York (N.Y.),,,,,English,,,,,,"Yiddish Art Theatre (New York, N.Y.)",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yiddish Art Theatre. Yoshe Kalb. Playbill. New York, 1933",,,,,,,,,,,,,,,,,,Yoshe Kalb (drama),,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_kug,meltingpot_kug_001,,,omeka_724,,,,,,,,,,,,,,,"Cast, synopsis, and playbill cover",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 4_05_04.jpg,filename,original filename: 4_05_02.jpg,filename,original filename: 4_05_03.jpg,filename,original filename: 4_05_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/entertainers/thalia,,
,,item,,meltingpot_kze,Simon Lissim Papers,,,,manuscripts,,,,,,,,,1940-06-07,,,"June 7, 1940",Centre de Démobilisation,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Eauze (France),,,,,French,,,,,,"Lissim, Simon, 1900-1981",,,,,,France. Ministère de la guerre. Seine-Central,,,,,,,,,,,,,,,,,,,,,Centre de Démobilisation du Canton d'Eauze form of Simon Lissim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_kze,meltingpot_kze_001,,,omeka_789,,,,,,,,,,,,,,,Front and back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_15_01.jpg,filename,original filename: 5_15_02.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/demobilisation,,
,,asset,meltingpot_gbi,meltingpot_gbi_003,,,omeka_4181,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1_01_03.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/background,,
,,item,,meltingpot_lpy,Simon Lissim Papers,,,,printed ephemera,,,,,,,,,1919-09-16,,,"September 16, 1919",Passport issued by Norwegian Consulate,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Kiev (Ukraine),,,,,French,,,Ukrainian,,,"Norway. Consulate (Kiev, Ukraine)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_lpy,meltingpot_lpy_001,,,omeka_771,,,,,,,,,,,,,,,"Front cover, back cover, pages 1-2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_03_02.jpg,filename,original filename: 5_03_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/passports,,
,,item,,meltingpot_scy,Brander Matthews Dramatic Museum records,,,,printed ephemera,,,,,,,,,1942,,approximate,circa 1942,Porgy and Bess program,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,English,,,,,,"Crawford, Cheryl, 1902-1986",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheryl Crawford presents George Gershwin & DuBose Heyward's 'Porgy and Bess', with Etta Moten, Buck & Bubbles, William Franklin, the Eva Jessye Choir, Alexander Smallens, conductor",,,,,,"Heyward, DuBose, 1885-1940",,,,,,,,,,,,"Gershwin, George, 1898-1937. Porgy and Bess",,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_scy,meltingpot_scy_002,,,omeka_833,,,,,,,,,,,,,,,Frontispiece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 6_05_02.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/children/ira_gershwin,,
,,item,,meltingpot_lyg,Simon Lissim Papers,,,,printed ephemera,,,,,,,,,1937,,,1937,Paris 1937 Exposition Internationale Carte de Service,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Paris (France),,,,,French,,,,,,Commissaire général d'Exposition internationale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Exposition internationale (1937 : Paris, France)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donated by Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_lyg,meltingpot_lyg_001,,,omeka_788,,,,,,,,,,,,,,,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 5_14_01.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/artists/ids,,
,,item,,meltingpot_mcx,Nikolai Evgen'evich Markov Papers,,,CLIO id: 3057659,books,,,,,,,,,1928,,,1928,Voĭny temnykhʺ silʺ,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Bakhmeteff Archive of Russian and East European History and Culture,Russia,,,Paris (France),,Russia,,,,,,"Markov, N. E. (Nikolaĭ Evgenʹevich), 1866-1945",,,,,,,,,,,,,,,,,,,,,,,,,,,"Title translates as ""Wars of the Dark Forces"", written by Nikolai Evgen'evich Markov. He was the influential leader of the Kursk branch of the Union of the Russian People and Union of Michael the Archangel, chauvinist, and member of the anti-Semitic organization, the Black Hundreds. This book depicts Jews as a ""malevolent race"" and calls for the unmasking of the Jewish conspiracy. The Beilis trial is discussed in the displayed chapter.",,,,,,,,,,,,,,,,,,,,,"Jews -- Legal status, laws, etc.",,,,,,,,,,,,,,,Doloĭ zlo,,still image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gift of Markov's heirs via Kseniia Denikina, 1964-1965",ownership,,,,,,,still image,original_format,Melting Pot: Russian Jewish New York,http://www.columbia.edu/cgi-bin/cul/resolve?clio8012143,,,
,,asset,meltingpot_mcx,meltingpot_mcx_001,,,omeka_468,,,,,,,,,,,,,,,"Title page, frontispiece with inscription, pages 3-4, pages 141-142",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: 1_15_01.jpg,filename,original filename: 1_15_02.jpg,filename,original filename: 1_15_03.jpg,filename,original filename: 1_15_04.jpg,filename,original filename: 1_15_05.jpg,filename,original filename: 1_15_06.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/melting-pot/background/soiuz_russkago_naroda,,
